rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_SCARNA14,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_GLYCAM1,rnaseq_gene__GENE_OR51G1,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_TBC1D21,rnaseq_gene__GENE_OR5K4,rnaseq_gene__GENE_CST8,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_OR5W2,rnaseq_gene__GENE_TTTY6,rnaseq_gene__GENE_OR51G2,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_BEYLA,rnaseq_gene__GENE_OR51A4,rnaseq_gene__GENE_SCARNA11,methylation_gene__GENE_SLC38A2,rnaseq_gene__GENE_RBMY1B,rnaseq_gene__GENE_MYT1L-AS1,rnaseq_gene__GENE_PSKH2,rnaseq_gene__GENE_OR14J1,rnaseq_gene__GENE_TEX13A,methylation_gene__GENE_ZNF354A,rnaseq_gene__GENE_OR7G3,rnaseq_gene__GENE_FTMT,methylation_gene__GENE_C1ORF89,rnaseq_gene__GENE_HDGFL1,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_ATP5E,methylation_gene__GENE_KIAA0100,rnaseq_gene__GENE_PRAC,rnaseq_gene__GENE_CRYGD,methylation_gene__GENE_LDB1,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_RBMY2EP,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_GOLGA8F,methylation_gene__GENE_POMP,methylation_gene__GENE_TMEM63A,methylation_gene__GENE_CSTB,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_MMP27,methylation_gene__GENE_NFXL1,methylation_gene__GENE_USP14,rnaseq_gene__GENE_OR4N3P,methylation_gene__GENE_MCFD2,rnaseq_gene__GENE_RNASE9,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_OR51L1,methylation_gene__GENE_C19ORF24,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_OR6C76,methylation_gene__GENE_PCMT1,rnaseq_gene__GENE_FAM9A,methylation_gene__GENE_NES,cnv_log2__GENE_RLIM,rnaseq_gene__GENE_CXORF66,cnv_log2__GENE_JPX,cnv_log2__GENE_MIR374C,cnv_log2__GENE_MIR421,cnv_log2__GENE_ZCCHC13,cnv_log2__GENE_SLC16A2,cnv_log2__GENE_MIR545,cnv_log2__GENE_MIR374A,cnv_log2__GENE_MIR374B,cnv_log2__GENE_FTX,cnv_log2__GENE_KIAA2022,rnaseq_gene__GENE_KRT33A,methylation_gene__GENE_C12ORF76,rnaseq_gene__GENE_F9,methylation_gene__GENE_PDHX;APIP,rnaseq_gene__GENE_OR52A5,rnaseq_gene__GENE_SCARNA18,rnaseq_gene__GENE_KRTAP10-12,rnaseq_gene__GENE_REG3G,methylation_gene__GENE_LIN37,rnaseq_gene__GENE_OR7E5P,rnaseq_gene__GENE_TMEM174,rnaseq_gene__GENE_FLJ25328,methylation_gene__GENE_SKIL,methylation_gene__GENE_YAP1,methylation_gene__GENE_ZC3H13,rnaseq_gene__GENE_C7ORF66,rnaseq_gene__GENE_RBMY1J,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.056256305,-0.06056062,-0.062245425,-0.06239218,-0.06267638,-0.07152144,-0.051931962,-0.07150777,-0.09093261,-0.07120374,-0.09422289,-0.05596226,-0.086499214,-0.71429765,-0.10833606,-0.06268985,-0.10144153,-0.064649016,-0.1006545,-0.21172734,-0.078952044,-0.088819906,-0.8387911,-0.14566335,-0.0843408,-0.60400254,-0.5051263,-0.13319255,-0.124300115,-0.79292834,-0.10152546,-0.13055657,-0.56061524,-0.09187428,-0.10746877,-0.34704635,-0.8161039,-0.5534633,-0.8294619,0.6884045,-0.63075453,0.4352423,-0.111356184,-0.53729004,-0.09052918,-0.40604565,-0.08764268,-0.06100211,-0.24195568,-0.8666286,-0.08532813,1.1852871,-0.21009833,-0.53620285,0.025953952,-0.08460147,0.028279757,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.02350696,0.030968264,-0.15528625,1.1504982,-0.16356814,-0.8678718,-0.095991835,-0.11326064,-0.097908616,-0.14856827,-1.4882534,-0.22457904,-0.14965495,-0.07312907,-0.83249265,-0.49787945,-1.08272,-0.09038089,-0.13871242,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.056256305,-0.06056062,-0.062245425,-0.06239218,-0.06267638,-0.07152144,-0.051931962,-0.07150777,-0.09093261,-0.07120374,-0.09422289,-0.05596226,-0.086499214,-0.022539085,-0.10833606,-0.06268985,-0.10144153,-0.064649016,-0.1006545,15.622192,-0.078952044,-0.088819906,0.571761,-0.14566335,-0.0843408,0.18675472,0.095823035,-0.13319255,-0.124300115,0.39248818,-0.10152546,-0.13055657,0.18337427,-0.09187428,-0.10746877,-0.5596484,0.24833684,0.38148254,1.4219378,-0.17918229,0.02079976,1.1275063,-0.111356184,-0.5289134,-0.09052918,0.55332386,-0.08764268,-0.06100211,0.27194935,-0.10290085,-0.08532813,1.0914291,-0.21009833,-0.21050213,-0.5269368,-0.08460147,-0.52394205,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52734685,-0.51886123,-0.15528625,-0.6959351,-0.16356814,0.63156396,-0.095991835,-0.11326064,-0.097908616,2.6069214,0.99895674,-0.22457904,-0.14965495,-0.07312907,0.004689811,0.7146053,0.4253788,-0.09038089,-0.13871242,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.056256305,-0.06056062,-0.062245425,-0.06239218,-0.06267638,21.381304,-0.051931962,21.740261,-0.09093261,-0.07120374,4.9255443,-0.05596226,-0.086499214,-0.5820417,11.197909,-0.06268985,-0.10144153,-0.064649016,1.0975654,-0.16616434,-0.078952044,-0.088819906,-0.50739336,-0.14566335,-0.0843408,-0.8039945,-0.46330866,-0.13319255,-0.124300115,-0.44203794,-0.10152546,-0.13055657,-0.28687042,-0.09187428,1.2043704,-0.0908994,-0.5882787,-0.8239904,-0.9608108,-0.17918229,-0.20814252,-0.1344181,-0.111356184,0.108053915,-0.09052918,-0.19763485,-0.08764268,-0.06100211,-0.24678704,-0.6439238,-0.08532813,-0.9311445,-0.21009833,-0.46913627,-2.6935773,-0.08460147,-2.687961,-2.68926,-2.68926,-2.68926,-2.68926,-2.68926,-2.68926,-2.68926,-2.686005,-2.6735053,-0.15528625,0.6171558,-0.16356814,-1.4704688,-0.095991835,-0.11326064,-0.097908616,12.4086485,-0.6801769,-0.22457904,-0.14965495,7.1565514,-0.964293,-1.1684188,-0.9185719,-0.09038089,-0.13871242,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.056256305,-0.06056062,-0.062245425,-0.06239218,-0.06267638,-0.07152144,-0.051931962,-0.07150777,-0.09093261,-0.07120374,-0.09422289,-0.05596226,-0.086499214,-0.63187385,-0.10833606,-0.06268985,-0.10144153,-0.064649016,-0.1006545,-0.19979395,-0.078952044,-0.088819906,-0.5551693,0.70331657,-0.0843408,-0.6244834,-0.52352434,-0.13319255,-0.124300115,-0.9795372,-0.10152546,-0.13055657,-0.49143624,-0.09187428,-0.10746877,-0.42640764,-0.643889,-1.1359143,-1.124856,-0.17918229,-0.4786354,-0.4539079,-0.111356184,-0.30274245,-0.09052918,-0.33658138,-0.08764268,-0.06100211,-0.4069387,-0.74589294,-0.08532813,1.3261428,-0.21009833,-0.82473445,-0.17792451,9.409887,-0.17535204,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1796204,-0.17178135,-0.15528625,1.3208362,-0.16356814,-1.2900003,-0.095991835,-0.11326064,-0.097908616,-0.14856827,-1.0284199,0.37819672,-0.14965495,-0.07312907,2.746029,-1.1244122,-0.6205628,4.4469275,-0.13871242,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.056256305,-0.06056062,-0.062245425,-0.06239218,-0.06267638,-0.07152144,-0.051931962,-0.07150777,-0.09093261,-0.07120374,-0.09422289,-0.05596226,-0.086499214,-0.57821935,4.505762,-0.06268985,-0.10144153,-0.064649016,-0.1006545,-0.30696583,-0.078952044,-0.088819906,-0.8302933,-0.14566335,-0.0843408,-0.68851167,-0.35809863,-0.13319255,-0.124300115,-0.73373115,-0.10152546,6.388056,-0.5329928,-0.09187428,1.7787843,-0.23414311,-0.9749409,-0.5965955,-1.1275482,-0.17918229,-0.519764,0.08705887,-0.111356184,-0.3413686,-0.09052918,-0.26069924,-0.08764268,-0.06100211,-0.28166935,-0.75536054,-0.08532813,-0.829664,-0.21009833,0.15835862,0.008676113,-0.08460147,0.011022823,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.006292774,0.01378609,-0.15528625,-1.6849519,-0.16356814,-0.9482802,-0.095991835,-0.11326064,-0.097908616,-0.14856827,-0.83569074,0.5756908,-0.14965495,-0.07312907,-0.49929312,-0.8938141,-1.1953504,-0.09038089,7.9102983,1
