endpoint,model_name,fpr,tpr
os_3yr,tabpfn_v2,0.041237113402061855,0.13658536585365855
os_3yr,tabpfn_v2,0.05154639175257732,0.13658536585365855
os_3yr,tabpfn_v2,0.05154639175257732,0.15121951219512195
os_3yr,tabpfn_v2,0.058419243986254296,0.15121951219512195
os_3yr,tabpfn_v2,0.058419243986254296,0.15609756097560976
os_3yr,tabpfn_v2,0.061855670103092786,0.15609756097560976
os_3yr,tabpfn_v2,0.061855670103092786,0.17073170731707318
os_3yr,tabpfn_v2,0.06529209621993128,0.17073170731707318
os_3yr,tabpfn_v2,0.06529209621993128,0.18048780487804877
os_3yr,tabpfn_v2,0.07560137457044673,0.18048780487804877
os_3yr,tabpfn_v2,0.07560137457044673,0.2097560975609756
os_3yr,tabpfn_v2,0.08247422680412371,0.2097560975609756
os_3yr,tabpfn_v2,0.08247422680412371,0.2146341463414634
os_3yr,tabpfn_v2,0.0859106529209622,0.21951219512195122
os_3yr,tabpfn_v2,0.0859106529209622,0.22439024390243903
os_3yr,tabpfn_v2,0.08934707903780069,0.22439024390243903
os_3yr,tabpfn_v2,0.09278350515463918,0.22926829268292684
os_3yr,tabpfn_v2,0.09965635738831616,0.22926829268292684
os_3yr,tabpfn_v2,0.09965635738831616,0.23414634146341465
os_3yr,tabpfn_v2,0.10996563573883161,0.23414634146341465
os_3yr,tabpfn_v2,0.12027491408934708,0.23414634146341465
os_3yr,tabpfn_v2,0.12027491408934708,0.24390243902439024
os_3yr,tabpfn_v2,0.12371134020618557,0.24878048780487805
os_3yr,tabpfn_v2,0.12714776632302405,0.24878048780487805
os_3yr,tabpfn_v2,0.12714776632302405,0.25365853658536586
os_3yr,tabpfn_v2,0.13058419243986255,0.25365853658536586
os_3yr,tabpfn_v2,0.13058419243986255,0.25853658536585367
os_3yr,tabpfn_v2,0.13402061855670103,0.25853658536585367
os_3yr,tabpfn_v2,0.13402061855670103,0.2634146341463415
os_3yr,tabpfn_v2,0.13745704467353953,0.2634146341463415
os_3yr,tabpfn_v2,0.13745704467353953,0.28292682926829266
os_3yr,tabpfn_v2,0.14432989690721648,0.28292682926829266
os_3yr,tabpfn_v2,0.14432989690721648,0.28780487804878047
os_3yr,tabpfn_v2,0.14776632302405499,0.2926829268292683
os_3yr,tabpfn_v2,0.14776632302405499,0.3073170731707317
os_3yr,tabpfn_v2,0.14776632302405499,0.3170731707317073
os_3yr,tabpfn_v2,0.15120274914089346,0.3170731707317073
os_3yr,tabpfn_v2,0.15120274914089346,0.33658536585365856
os_3yr,tabpfn_v2,0.15463917525773196,0.33658536585365856
os_3yr,tabpfn_v2,0.15463917525773196,0.3463414634146341
os_3yr,tabpfn_v2,0.16151202749140894,0.3463414634146341
os_3yr,tabpfn_v2,0.16151202749140894,0.36097560975609755
os_3yr,tabpfn_v2,0.16494845360824742,0.36097560975609755
os_3yr,tabpfn_v2,0.16494845360824742,0.36585365853658536
os_3yr,tabpfn_v2,0.16838487972508592,0.36585365853658536
os_3yr,tabpfn_v2,0.16838487972508592,0.37073170731707317
os_3yr,tabpfn_v2,0.1718213058419244,0.37073170731707317
os_3yr,tabpfn_v2,0.1718213058419244,0.3902439024390244
os_3yr,tabpfn_v2,0.18213058419243985,0.3902439024390244
os_3yr,tabpfn_v2,0.18213058419243985,0.3951219512195122
os_3yr,tabpfn_v2,0.1958762886597938,0.3951219512195122
os_3yr,tabpfn_v2,0.1958762886597938,0.40487804878048783
os_3yr,tabpfn_v2,0.19931271477663232,0.40487804878048783
