experiment,dataset,endpoint,model_name,model_family,n_test,class_0_test,class_1_test,bootstrap_iterations,accuracy,accuracy_ci_low,accuracy_ci_high,balanced_accuracy,balanced_accuracy_ci_low,balanced_accuracy_ci_high,f1,f1_ci_low,f1_ci_high,sensitivity,sensitivity_ci_low,sensitivity_ci_high,specificity,specificity_ci_low,specificity_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,log_loss,log_loss_ci_low,log_loss_ci_high,brier,brier_ci_low,brier_ci_high,prediction_path
per_cancer,LSCC_core_os_3yr_event_top100,os_3yr,tabpfn_v2,tabpfn,54,28,26,2000,0.4259259259259259,0.2958333333333333,0.5555555555555556,0.4258241758241758,0.2833333333333333,0.5606060606060606,0.4150943396226415,0.2448979591836734,0.5769230769230769,0.4230769230769231,0.2333333333333333,0.625,0.4285714285714285,0.2413448275862069,0.6129032258064516,0.4464285714285715,0.2848249521072797,0.6124846347068569,0.4768783187162678,0.3244999783675836,0.6665099663064262,0.710447025374974,0.6639271773762633,0.7576476212097742,0.2586881588343026,0.2360419945726478,0.2815893842877816,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_3yr_event_top100/20260705_040445/predictions/tabpfn_v2_predictions.csv
per_cancer,LSCC_core_os_3yr_event_top100,os_3yr,tabpfn_v2_5,tabpfn,54,28,26,2000,0.4629629629629629,0.3333333333333333,0.5925925925925926,0.4629120879120879,0.329653624800503,0.593424369747899,0.4528301886792453,0.2727272727272727,0.6071428571428571,0.4615384615384615,0.2726398601398601,0.6521739130434783,0.4642857142857143,0.2727272727272727,0.6451612903225806,0.4711538461538461,0.3090181075936686,0.622724608129861,0.5001334199719464,0.3566907470261031,0.683865848203803,0.711332753053813,0.6612660414627716,0.760035864048306,0.2590617061513414,0.2350408399284759,0.2826612196640419,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_3yr_event_top100/20260705_040445/predictions/tabpfn_v2_5_predictions.csv
per_cancer,LSCC_core_os_3yr_event_top100,os_3yr,tabpfn_v2_6,tabpfn,54,28,26,2000,0.4814814814814814,0.3518518518518518,0.6296296296296297,0.4835164835164834,0.3465867254239448,0.6275862068965516,0.5,0.3254418604651163,0.65625,0.5384615384615384,0.3434895833333333,0.75,0.4285714285714285,0.25,0.6207974137931028,0.467032967032967,0.3053864104645354,0.6349299719887954,0.475690621927151,0.3322453689997513,0.6726392509087668,0.7140400418008029,0.6506679461880844,0.7770512845661416,0.2604236620813988,0.2300055640291875,0.2908063729382631,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_3yr_event_top100/20260705_040445/predictions/tabpfn_v2_6_predictions.csv
per_cancer,LSCC_core_os_3yr_event_top100,os_3yr,tabpfn_v3,tabpfn,54,28,26,2000,0.4259259259259259,0.2962962962962963,0.5555555555555556,0.4244505494505495,0.2923965759055956,0.5541861263736263,0.392156862745098,0.2127659574468085,0.5454545454545454,0.3846153846153846,0.2,0.5715367965367959,0.4642857142857143,0.2726658476658476,0.6471867007672628,0.478021978021978,0.3117731877497502,0.6319768772893771,0.4863599095027069,0.341395006367386,0.6679577315751501,0.7039845599520047,0.6685642027350357,0.7427195134303952,0.2553878445888519,0.2378758024674127,0.2745612504740918,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_3yr_event_top100/20260705_040445/predictions/tabpfn_v3_predictions.csv
per_cancer,LSCC_core_os_5yr_event_top100,os_5yr,tabpfn_v2,tabpfn,43,13,30,2000,0.6976744186046512,0.5581395348837209,0.8372093023255814,0.5,0.5,0.5,0.821917808219178,0.7164179104477612,0.9113924050632912,1.0,1.0,1.0,0.0,0.0,0.0,0.5987179487179487,0.4305443548387097,0.7621386946386947,0.8211883708025894,0.6792073903555734,0.9297661363595474,0.5955817463499944,0.4818013297271309,0.7226435388383271,0.2074025166893456,0.1545700998312643,0.2659890458692195,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_5yr_event_top100/20260705_040455/predictions/tabpfn_v2_predictions.csv
per_cancer,LSCC_core_os_5yr_event_top100,os_5yr,tabpfn_v2_5,tabpfn,43,13,30,2000,0.6976744186046512,0.5581395348837209,0.8372093023255814,0.5,0.5,0.5,0.821917808219178,0.7164179104477612,0.9113924050632912,1.0,1.0,1.0,0.0,0.0,0.0,0.5858974358974359,0.4097064393939393,0.7557091503267971,0.8209711724858423,0.6893292100029521,0.922782896916637,0.5959691090109346,0.4775158345249475,0.7270590414406014,0.206875786036559,0.1510266673602185,0.2671899065850212,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_5yr_event_top100/20260705_040455/predictions/tabpfn_v2_5_predictions.csv
per_cancer,LSCC_core_os_5yr_event_top100,os_5yr,tabpfn_v2_6,tabpfn,43,13,30,2000,0.627906976744186,0.4883720930232558,0.7674418604651163,0.45,0.3888888888888889,0.5,0.7714285714285715,0.65625,0.868421052631579,0.9,0.7777777777777778,1.0,0.0,0.0,0.0,0.5333333333333333,0.3428463203463203,0.7149754901960782,0.7834961613032212,0.6267418726327223,0.906701116747028,0.6180309945602313,0.4750262506879827,0.7651757325913567,0.2197657046577643,0.1584701488760629,0.2839451643866377,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_5yr_event_top100/20260705_040455/predictions/tabpfn_v2_6_predictions.csv
per_cancer,LSCC_core_os_5yr_event_top100,os_5yr,tabpfn_v3,tabpfn,43,13,30,2000,0.6976744186046512,0.5581395348837209,0.8372093023255814,0.5,0.5,0.5,0.821917808219178,0.7164179104477612,0.9113924050632912,1.0,1.0,1.0,0.0,0.0,0.0,0.6282051282051282,0.459517614738203,0.782282893691403,0.851848719217795,0.7305036741344066,0.9389643524253783,0.5938028022640615,0.4710921195367922,0.7270221601456717,0.2058664102263019,0.1491433306406658,0.2666281628078024,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/lscc_core_os_5yr_event_top100/20260705_040455/predictions/tabpfn_v3_predictions.csv
per_cancer,LUAD_core_os_3yr_event_top100,os_3yr,tabpfn_v2,tabpfn,48,24,24,2000,0.5,0.3541666666666667,0.6458333333333334,0.5,0.4444444444444444,0.5567331932773109,0.0769230769230769,0.0,0.24,0.0416666666666666,0.0,0.1379310344827586,0.9583333333333334,0.8636363636363636,1.0,0.5104166666666667,0.3448268260049869,0.6878692142179452,0.53914410382499,0.3727518116558346,0.737170132509814,0.6920146353876037,0.6851425429090272,0.6986444614361168,0.2494347904610111,0.2459985002645657,0.252748212059864,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/luad_core_os_3yr_event_top100/20260705_040505/predictions/tabpfn_v2_predictions.csv
per_cancer,LUAD_core_os_3yr_event_top100,os_3yr,tabpfn_v2_5,tabpfn,48,24,24,2000,0.5,0.3541666666666667,0.6458333333333334,0.5,0.4074074074074074,0.5891639610389611,0.2,0.0,0.3870967741935484,0.125,0.0,0.2692307692307692,0.875,0.7307692307692307,1.0,0.4713541666666667,0.3048863726031721,0.63125,0.5183612193710103,0.3494410874985472,0.7174538830814049,0.693475065737522,0.6867158764797667,0.7002492527835711,0.2501658728239929,0.2467877771483838,0.2535480561172106,/home/prime/Documents/g3/tab-r1/cancer-os-exp/exp01_per_cancer_fixed_window/outputs_tabpfn/tabpfn/runs/luad_core_os_3yr_event_top100/20260705_040505/predictions/tabpfn_v2_5_predictions.csv
