rank,feature_id,modality
1,rnaseq_gene::GENE:CT47A7,rnaseq_gene
2,rnaseq_gene::GENE:DEFB105A,rnaseq_gene
3,rnaseq_gene::GENE:DUX4L2,rnaseq_gene
4,rnaseq_gene::GENE:TTTY11,rnaseq_gene
5,rnaseq_gene::GENE:DEFB121,rnaseq_gene
6,methylation_gene::GENE:TMEM109,methylation_gene
7,rnaseq_gene::GENE:SPINT4,rnaseq_gene
8,methylation_gene::GENE:CCNDBP1,methylation_gene
9,rnaseq_gene::GENE:SCARNA4,rnaseq_gene
10,rnaseq_gene::GENE:DEFB107A,rnaseq_gene
11,methylation_gene::GENE:DECR1,methylation_gene
12,rnaseq_gene::GENE:SCARNA8,rnaseq_gene
13,methylation_gene::GENE:IL10RB,methylation_gene
14,methylation_gene::GENE:SNORD84;BAT1,methylation_gene
15,rnaseq_gene::GENE:SNORA54,rnaseq_gene
16,rnaseq_gene::GENE:TBC1D21,rnaseq_gene
17,methylation_gene::GENE:COMMD5,methylation_gene
18,rnaseq_gene::GENE:DEFB115,rnaseq_gene
19,methylation_gene::GENE:TYMP;SCO2,methylation_gene
20,rnaseq_gene::GENE:SCARNA18,rnaseq_gene
21,methylation_gene::GENE:RAB3GAP1,methylation_gene
22,methylation_gene::GENE:HSPD1;HSPE1,methylation_gene
23,methylation_gene::GENE:TM7SF2,methylation_gene
24,methylation_gene::GENE:ZMYM6,methylation_gene
25,methylation_gene::GENE:NAA50,methylation_gene
26,methylation_gene::GENE:TUBA1C,methylation_gene
27,methylation_gene::GENE:MYH10,methylation_gene
28,methylation_gene::GENE:SPATA13,methylation_gene
29,methylation_gene::GENE:MIB1,methylation_gene
30,methylation_gene::GENE:CARKD,methylation_gene
31,methylation_gene::GENE:H2AFX,methylation_gene
32,methylation_gene::GENE:C4ORF21;LARP7,methylation_gene
33,methylation_gene::GENE:RPL37,methylation_gene
34,rnaseq_gene::GENE:DCD,rnaseq_gene
35,methylation_gene::GENE:ZKSCAN4,methylation_gene
36,methylation_gene::GENE:FAM177A1,methylation_gene
37,methylation_gene::GENE:FSIP1,methylation_gene
38,methylation_gene::GENE:RBMS2,methylation_gene
39,methylation_gene::GENE:ABHD6,methylation_gene
40,rnaseq_gene::GENE:SNORA38,rnaseq_gene
41,rnaseq_gene::GENE:SNORA11E,rnaseq_gene
42,methylation_gene::GENE:SCRIB,methylation_gene
43,rnaseq_gene::GENE:SNORA79,rnaseq_gene
44,methylation_gene::GENE:UBR1,methylation_gene
45,methylation_gene::GENE:C5ORF25,methylation_gene
46,methylation_gene::GENE:SQLE,methylation_gene
47,methylation_gene::GENE:POLD3,methylation_gene
48,methylation_gene::GENE:ZFP36,methylation_gene
49,rnaseq_gene::GENE:SNORA37,rnaseq_gene
50,rnaseq_gene::GENE:TTTY23,rnaseq_gene
51,rnaseq_gene::GENE:SNORA26,rnaseq_gene
52,methylation_gene::GENE:COMMD3,methylation_gene
53,methylation_gene::GENE:RSAD2,methylation_gene
54,methylation_gene::GENE:CTSC,methylation_gene
55,rnaseq_gene::GENE:SNORA71D,rnaseq_gene
56,methylation_gene::GENE:CCDC34,methylation_gene
57,methylation_gene::GENE:FAH,methylation_gene
58,methylation_gene::GENE:STK10,methylation_gene
59,rnaseq_gene::GENE:ADAD1,rnaseq_gene
60,methylation_gene::GENE:BLMH,methylation_gene
61,methylation_gene::GENE:TINF2,methylation_gene
62,methylation_gene::GENE:VPS28,methylation_gene
63,rnaseq_gene::GENE:SNORA70B,rnaseq_gene
64,methylation_gene::GENE:QTRT1,methylation_gene
65,rnaseq_gene::GENE:C2ORF27B,rnaseq_gene
66,methylation_gene::GENE:NIPSNAP1,methylation_gene
67,methylation_gene::GENE:ZMAT2,methylation_gene
68,methylation_gene::GENE:NUBP1,methylation_gene
69,methylation_gene::GENE:TPCN2,methylation_gene
70,methylation_gene::GENE:TH1L,methylation_gene
71,methylation_gene::GENE:COPZ1,methylation_gene
72,methylation_gene::GENE:PDXK,methylation_gene
73,rnaseq_gene::GENE:SCARNA22,rnaseq_gene
74,methylation_gene::GENE:NEK11;ASTE1,methylation_gene
75,methylation_gene::GENE:SDCBP,methylation_gene
76,rnaseq_gene::GENE:SNORA64,rnaseq_gene
77,methylation_gene::GENE:FBXL8;TRADD,methylation_gene
78,rnaseq_gene::GENE:SCARNA1,rnaseq_gene
79,methylation_gene::GENE:STK32C,methylation_gene
80,methylation_gene::GENE:RGS2,methylation_gene
81,rnaseq_gene::GENE:SNORA16A,rnaseq_gene
82,methylation_gene::GENE:HIC1,methylation_gene
83,rnaseq_gene::GENE:SNORA49,rnaseq_gene
84,methylation_gene::GENE:HIST1H1T,methylation_gene
85,methylation_gene::GENE:LOC283314;C1RL,methylation_gene
86,methylation_gene::GENE:SART3,methylation_gene
87,rnaseq_gene::GENE:SNORA38B,rnaseq_gene
88,methylation_gene::GENE:FAM73B,methylation_gene
89,methylation_gene::GENE:ZNHIT3,methylation_gene
90,methylation_gene::GENE:UBE2T,methylation_gene
91,methylation_gene::GENE:SHCBP1,methylation_gene
92,methylation_gene::GENE:C12ORF12,methylation_gene
93,rnaseq_gene::GENE:UBE2DNL,rnaseq_gene
94,rnaseq_gene::GENE:HIST1H4G,rnaseq_gene
95,methylation_gene::GENE:HIST1H2BN;HIST1H2AK,methylation_gene
96,methylation_gene::GENE:ZFAND2B,methylation_gene
97,methylation_gene::GENE:IQCC,methylation_gene
98,methylation_gene::GENE:PIGL,methylation_gene
99,methylation_gene::GENE:RPL31,methylation_gene
100,rnaseq_gene::GENE:TEX13A,rnaseq_gene
