endpoint,cancer_identity_auc,structural_zero_auc,best_evaluated_model_auc,heldout_linear_auc
os_3yr,0.7073022312373225,0.7449628127112913,0.7205063393466774,0.478850444707758
os_5yr,0.7027249075722306,0.7038888128166506,0.7542922092489522,0.5075421262907214
extreme_os,0.8094505494505495,0.8241758241758241,0.7861943445707738,0.5176497063627954
