endpoint,model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
os_3yr,tabpfn_v2,0.6356275303643725,0.5544554455445545,0.7283299526707235,0.6316079952377417,0.5490196078431373,0.696551724137931,0.6227856659905342,0.5700497307450201
os_3yr,tabpfn_v2_5,0.6761133603238867,0.5652173913043478,0.7427315753887762,0.6522562553521387,0.5098039215686274,0.7931034482758621,0.6514536849222448,0.5658191629937124
os_3yr,tabpfn_v2_6,0.6477732793522267,0.5714285714285714,0.7357674104124408,0.6480301003908088,0.5686274509803921,0.7034482758620689,0.6360378634212305,0.5680494490971473
os_3yr,tabpfn_v3,0.6396761133603239,0.5615763546798029,0.730764029749831,0.6352442642792991,0.5588235294117647,0.696551724137931,0.6276876267748479,0.5678559577038507
os_5yr,tabpfn_v2,0.7159090909090909,0.7844827586206896,0.713268519786389,0.7667335228613306,0.8348623853211009,0.5223880597014925,0.6786252225112968,0.5997049230784534
os_5yr,tabpfn_v2_5,0.7159090909090909,0.7844827586206896,0.6971792414076408,0.7547765004235127,0.8348623853211009,0.5223880597014925,0.6786252225112968,0.6011556585551072
os_5yr,tabpfn_v2_6,0.7159090909090909,0.7844827586206896,0.6951937559906888,0.7636677775093916,0.8348623853211009,0.5223880597014925,0.6786252225112968,0.6002798944000554
os_5yr,tabpfn_v3,0.7159090909090909,0.7844827586206896,0.7076543886074216,0.764471596320647,0.8348623853211009,0.5223880597014925,0.6786252225112968,0.6017122791244244
