methylation_gene__GENE_SCRIB,methylation_gene__GENE_SORBS1,methylation_gene__GENE_PNN,methylation_gene__GENE_CNP,methylation_gene__GENE_ARPC2,methylation_gene__GENE_OSBPL6,rnaseq_gene__GENE_FLJ43859,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_EXT1,methylation_gene__GENE_CDK2AP2,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_OR4K2,methylation_gene__GENE_CNOT10,methylation_gene__GENE_ZNF624,methylation_gene__GENE_TRPS1,methylation_gene__GENE_ZNF596;RPL23AP53,rnaseq_gene__GENE_OTUD6A,methylation_gene__GENE_GABBR1,methylation_gene__GENE_SIKE1,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_SDC1,methylation_gene__GENE_LPPR2,methylation_gene__GENE_LASS5,methylation_gene__GENE_NSUN5,methylation_gene__GENE_SNX10,methylation_gene__GENE_SUFU,methylation_gene__GENE_TYMP;ODF3B,methylation_gene__GENE_CASP6,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_NCRNA00230B,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_ADAM5P,methylation_gene__GENE_C19ORF22,methylation_gene__GENE_PNRC1,methylation_gene__GENE_YJU2B,rnaseq_gene__GENE_PRAMEF22,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_OBFC2B,methylation_gene__GENE_NDE1;KIAA0430,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_RCBTB2,rnaseq_gene__GENE_CSRP3,methylation_gene__GENE_IQCG;RPL35A,methylation_gene__GENE_GATA6,methylation_gene__GENE_RNF7,methylation_gene__GENE_SART3,rnaseq_gene__GENE_TCP10,methylation_gene__GENE_CTNS;SHPK,methylation_gene__GENE_CENPM,methylation_gene__GENE_ACPL2,methylation_gene__GENE_C1ORF85,methylation_gene__GENE_PGAP1,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_NACC1;TRMT1,methylation_gene__GENE_ENO2,methylation_gene__GENE_BID,methylation_gene__GENE_LOC145783;TCF12,methylation_gene__GENE_ADAM17,methylation_gene__GENE_ERP29;TMEM116,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_ZNF44,methylation_gene__GENE_PRDX6,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_ASL,methylation_gene__GENE_TRIO,methylation_gene__GENE_PRELID1;RAB24,methylation_gene__GENE_LIN37,methylation_gene__GENE_LRP2BP,methylation_gene__GENE_SPSB1,methylation_gene__GENE_RSPH3,methylation_gene__GENE_TYMP;SCO2,methylation_gene__GENE_KIAA0100,methylation_gene__GENE_MCC,methylation_gene__GENE_MAP4K4,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_DVL1,methylation_gene__GENE_B2M,methylation_gene__GENE_PPP3CC,methylation_gene__GENE_ACTB,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_GMCL1,methylation_gene__GENE_TCFL5,methylation_gene__GENE_ASAH1,methylation_gene__GENE_ZNF333,methylation_gene__GENE_UTP20,methylation_gene__GENE_DNAJC9,methylation_gene__GENE_TNFSF9,methylation_gene__GENE_C3ORF59,rnaseq_gene__GENE_OR6C68,methylation_gene__GENE_STAMBPL1,methylation_gene__GENE_GSR,methylation_gene__GENE_SNORD25;SNORD27;SNORD26;SLC3A2;SNORD28;SNHG1,methylation_gene__GENE_C3ORF23,methylation_gene__GENE_QTRT1,methylation_gene__GENE_KTELC1,target
-0.08118171,0.17593376,-0.13807705,0.047504716,-0.029604092,-0.046193816,-0.1053454,-0.08720162,-0.07234395,-0.01798333,-0.10506621,-0.23597483,-0.08606776,-0.09375395,0.24424285,0.1767368,0.45044437,-0.21315718,-0.1489025,0.19858374,0.012049997,-0.17301653,0.11716127,0.23627359,0.18361507,-0.42159092,-0.20689309,-0.01920765,-0.07148701,0.04588933,-0.08805281,-0.0679732,-0.034527503,-0.05998392,0.1995494,-0.13250025,-0.2926148,-0.29313427,-0.057167508,-0.11066106,-0.13369994,0.0629891,0.06773051,-0.15479611,0.58109397,0.7403673,-0.15924661,0.20816249,0.004633313,-0.07507067,0.841057,-0.14643842,0.09759419,-0.0875905,-0.27414072,-0.27628887,0.71151525,0.17124712,0.18569028,-0.4819555,-0.44417173,-0.4185811,0.36077198,-0.048492357,0.75406396,0.18435168,0.0679895,0.5399248,-0.041102383,-0.13713652,-0.23542112,0.21421316,0.18419345,-0.30380523,-0.05435735,-0.7818653,0.2527603,-0.18175577,0.0054041822,-0.0062575634,0.21495575,0.13381958,0.23418485,0.035036683,-0.2078108,-0.055830013,0.1002677,0.90652096,0.1581493,-0.27081922,0.32242972,2.1961832,0.5149691,-0.08303952,0.6512382,-0.29509762,0.6727047,-0.18328588,0.611502,-0.23773246,0
0.2868166,-0.0024683934,0.010872048,-0.29078522,0.16830003,0.055948492,-0.1053454,-0.08720162,-0.07234395,0.63657176,-0.15601817,-0.122648135,-0.08606776,-0.09375395,0.021831755,-0.017423423,0.98890847,-0.20206583,-0.1489025,0.30057523,-0.43557295,-0.21791233,0.018411411,-0.2616152,-0.06859962,-0.73409337,-0.30299503,-0.1868545,0.21205066,-0.11905737,-0.11320089,-0.0679732,0.05516174,-0.05998392,-0.08201298,-0.13250025,-0.12308265,-0.28662336,-0.2219752,-0.11066106,-0.13369994,-0.19306651,-0.12842348,0.09475901,-0.2648296,-0.43973178,-0.15924661,0.10709278,0.04523412,0.112131834,-0.33294317,-0.14643842,-0.47084787,-0.26487184,-0.2358578,0.117785245,0.025383964,-0.20953341,0.21834408,-0.31257173,0.05867882,-0.45972154,-0.2413337,0.079758175,0.20243283,0.030350769,-0.20954525,0.50095344,0.2808881,0.35460383,-0.14152317,0.3406593,0.0120396735,0.3426586,-0.27526903,1.0507461,-0.12450728,-0.08837045,0.17469689,0.07517534,0.34143695,0.31781164,0.047199115,-0.15697443,0.32203096,0.14446801,-0.29760513,0.10723304,0.08345032,-0.044434875,0.32422566,-0.6403022,0.40540814,-0.08303952,-0.07260118,-0.074127726,0.16556242,0.058272112,-0.001409242,0.11184344,0
0.42595303,0.38911378,0.71971273,-0.20503156,-0.21611536,-0.010046986,-0.1053454,-0.08720162,-0.07234395,-0.27346727,-0.1635575,0.6513853,-0.08606776,-0.09375395,0.1213114,0.028497128,0.4226559,-0.054666284,-0.1489025,0.19725353,0.31450638,-0.131077,-0.081249714,0.079336934,-0.0689034,1.0230408,-0.12832893,0.540908,-0.047310147,0.09006219,-0.17462313,-0.0679732,-0.049900543,-0.05998392,-0.4378211,-0.13250025,0.29299378,-0.20188986,-0.0762494,-0.11066106,-0.13369994,-0.10865482,0.1301053,-0.31044585,0.03967535,-0.5591899,-0.15924661,-0.052622933,0.011270383,-0.24363644,0.33850646,-0.14643842,-0.47866747,-0.23536322,-0.09756996,-0.20772307,0.12097471,-0.40600377,0.12409403,-0.53692764,0.06509418,-0.45005617,0.0738727,0.23731215,0.32221237,0.46907848,-0.07705194,0.4448957,0.037606724,-0.30410576,-0.7288067,0.23235461,-0.53396714,-0.41443732,-0.07119022,0.42949942,-0.30909654,-0.20709524,2.569147,0.1498004,0.31755164,-0.37944186,-0.40420058,-0.1377827,0.58354336,-0.35905254,-0.07240774,0.16518132,0.13062525,-0.3124051,0.072089195,0.65464026,-0.45441085,-0.08303952,-0.006531708,-0.3062064,-0.06387303,-0.20792462,-0.06759408,0.38172868,0
-0.47255343,-0.3315133,-0.002563527,-0.16795987,-0.15741885,-0.14854157,-0.1053454,29.10577,-0.07234395,0.10373601,-0.1062546,0.018954916,-0.08606776,-0.09375395,-0.034311432,-0.13434796,0.6679678,-0.1675389,1.5025616,0.08965227,2.687618,-0.2992202,-0.10282279,0.40813124,-0.029924037,-0.24411345,0.041679103,0.51994425,-0.13508688,0.09734086,-0.12592404,-0.0679732,-0.04316156,-0.05998392,-0.1279767,-0.13250025,-0.015832156,0.36035323,0.71597046,-0.11066106,-0.13369994,-0.100518994,-0.16882876,-0.045699447,0.840478,0.17697327,-0.15924661,0.14882945,-0.26622564,-0.20857053,0.81303865,-0.14643842,-0.09224249,-0.1505271,-0.22874463,-0.13683794,0.10255157,0.18879107,-0.53364503,-0.41823182,-0.28192526,-0.5011926,0.66603607,0.58553326,0.5054291,0.39454225,-0.11781155,0.4455028,0.056357346,-0.071726635,0.0037332908,0.49992996,0.15936506,-0.2983885,-0.08907238,-0.46697542,-0.00969777,-0.004997727,-0.042767227,0.07144132,0.03494147,0.012196861,0.011379225,0.27469215,-0.22113512,-0.02930862,0.9096458,0.32528043,-0.46173123,0.03159259,0.18468246,-0.6689266,0.8479099,-0.08303952,-0.0674285,-0.14667434,-0.061690643,-0.3042747,-0.09433043,-0.4815604,0
-0.19999568,-0.11862091,0.36120442,-0.14589867,0.3765234,-0.12473992,-0.1053454,-0.08720162,-0.07234395,-0.32436106,-0.07676375,0.39625543,1.2658471,-0.09375395,0.5123557,-0.09389347,0.65184337,-0.068883486,-0.1489025,0.7128046,-0.35832873,-0.35981628,0.16950808,0.391267,0.11402763,0.39453614,0.0047978573,0.13480406,0.58290154,-0.20407292,-0.17507456,-0.0679732,-0.065878,-0.05998392,0.32631272,-0.13250025,-0.09732225,-0.08899628,-0.115684904,-0.11066106,-0.13369994,-0.12583761,-0.027986836,-0.3107048,-0.25474757,-0.6644875,-0.15924661,0.4059592,-0.15060091,-0.24801429,0.027590057,-0.14643842,-0.7805665,0.00038441908,0.31308934,-0.17965457,-0.15932044,0.29177272,0.7343673,-0.35257787,-0.27779007,-0.09904769,0.085453376,0.47370562,0.14657792,-0.041819483,-0.007579735,0.13697168,-0.057990234,0.45323414,0.31474406,0.42332152,-0.064647466,0.41361436,-0.18841949,0.07131364,-0.11830784,-0.061881695,-0.12641063,-0.005914189,0.039160606,0.082325034,-0.19984902,-0.16033337,-0.5442969,-0.12910303,-0.24020031,-0.08645867,0.073708035,0.112859055,0.0661663,0.46923584,-0.09230948,-0.08303952,-0.45347843,0.05076685,0.45947397,-0.14914721,-0.060247783,0.5192975,0
-0.04267679,0.33874172,0.16989274,-0.39014965,0.2627097,0.093497135,-0.1053454,-0.08720162,-0.07234395,0.21707171,-0.1169498,-0.22058587,-0.08606776,-0.09375395,-0.13018645,-0.09397854,-0.35582453,-0.06302068,-0.1489025,0.43831486,0.055273436,-0.0020526832,0.34497476,0.63292396,0.0012494524,0.09415449,-0.16641837,-0.009305975,-0.04993738,3.4795578,-0.044857565,-0.0679732,-0.05574378,-0.05998392,0.45590314,-0.13250025,0.05442128,-0.6268418,-0.1394072,-0.11066106,-0.13369994,-0.053301875,-0.014304279,0.14564486,-0.18070209,-0.091998465,-0.15924661,0.046205383,-0.047094744,0.07328903,0.20468922,-0.14643842,0.66377956,-0.09725642,-0.3562374,0.082660645,0.13498883,0.029741839,-0.15843223,-0.48568875,-0.20416652,-0.09157964,-0.30269325,0.27127382,0.5039207,0.7291846,0.018859062,0.5428238,0.36441725,0.7097709,0.055753868,-0.030732218,0.29230514,-0.56588304,0.07792888,0.022344114,-0.19594395,0.29829705,0.06897111,0.63285387,0.16411185,0.16962554,-0.15245959,0.47835144,-0.010092787,0.2300038,0.17590117,-0.057750333,-0.06704122,-0.0059323744,-0.29638574,-0.5120457,0.9513647,-0.08303952,0.13445921,0.5657692,0.577241,0.23880354,-0.23960683,0.758082,0
0.23157421,0.46257132,0.30147183,-0.3014564,-0.041266985,0.04889608,-0.1053454,-0.08720162,-0.07234395,0.064742036,-0.08571945,0.042820174,-0.08606776,-0.09375395,0.26061833,-0.18799962,-0.1340624,-0.13517886,-0.1489025,-0.0725239,-0.15217689,0.24919105,0.12704748,0.40830562,0.07347454,-0.28228712,0.007884414,-0.16704975,0.33147535,-0.32481116,-0.10894604,-0.0679732,-0.06940947,-0.05998392,0.55109686,-0.13250025,0.5069599,0.17114265,-0.039699968,3.0017042,-0.13369994,0.87670314,-0.0796878,-0.050098117,0.400854,-0.2897471,-0.15924661,0.1364408,-0.03381701,-0.14653563,-0.16392277,-0.14643842,-0.4065245,0.6916754,0.22488077,-0.14803992,0.22537225,-0.40645316,0.5675511,-0.35108784,-0.056120735,-0.55959904,0.1126958,0.4574454,-0.15907826,0.12000906,0.07673602,-0.4736421,-0.26292452,0.94436187,0.07173226,0.29232508,-0.070018336,0.26133916,-0.32875785,0.088468336,0.10943594,-0.069231,-0.048698332,0.16438787,-0.029988112,-0.018224472,0.12446832,-0.12927455,-0.3095743,0.05591218,0.046972264,-0.1140995,0.19400124,0.022962013,0.06910293,0.08597926,-0.00903332,-0.08303952,0.30831608,0.003390886,0.7710129,0.042117067,-0.14657031,1.146549,0
0.25042224,0.25236857,0.047105927,-0.13557376,0.42800054,-0.19566453,-0.1053454,-0.08720162,-0.07234395,0.24405459,-0.214191,-0.06683105,-0.08606776,-0.09375395,0.4306213,-0.25375262,1.0110333,-0.05144395,-0.1489025,0.31313983,-0.3766961,-0.24832478,0.21533488,0.6159516,-0.071607605,0.6301181,-0.020328619,0.1729326,-0.27613917,-0.09394321,0.008765027,-0.0679732,0.11998783,-0.05998392,-0.56461257,-0.13250025,0.493845,-0.4789191,0.096518196,-0.11066106,-0.13369994,0.0693476,0.02678949,-0.04579398,1.1057874,0.1260068,-0.15924661,-0.10061469,-0.038033966,-0.122309916,-0.013711962,-0.14643842,0.09888138,0.029915845,-0.1136757,-0.21507981,-0.1172816,0.0076197647,-0.20678054,-0.5290784,-0.45898208,-0.20668428,0.72351575,0.5940013,0.18188998,0.21143629,0.13321136,0.5250643,0.12079394,-0.020676281,-0.3931266,0.73933935,0.19986214,-0.17808607,-0.20113482,-0.33931777,-0.58983046,-0.052745085,0.21578129,0.603943,0.29013816,0.20228222,0.023756983,0.5959851,-0.76833385,0.127878,0.54739904,-0.022740724,-0.35255438,-0.027675832,0.26140788,1.9376221,0.5391519,-0.08303952,0.25805873,0.25854433,1.3691128,0.18174802,0.22427848,0.7970974,0
0.18418297,-0.07859061,0.4387213,-0.34378368,-0.11657149,-0.03483682,1.0935231,-0.08720162,-0.07234395,0.06429194,-0.22132094,-0.17198229,-0.08606776,-0.09375395,0.36173293,-0.17876874,0.7256842,-0.2708835,-0.1489025,0.36507124,-0.060560744,-0.1752031,-0.018477459,0.4347219,-0.0741795,0.19781053,-0.32420644,-0.324455,0.046654753,-0.25603303,-0.2367212,2.6482942,-0.14990254,-0.05998392,-0.51609343,-0.13250025,-0.12200348,0.4665125,0.13760763,-0.11066106,-0.13369994,-0.20825689,0.08708171,0.15541217,0.3570106,0.038997706,-0.15924661,-0.2190954,-0.060020965,0.07651464,0.17347929,-0.14643842,0.37104753,-0.11779787,-0.26701352,-0.1683862,-0.09936497,0.15144382,-0.38245714,-0.42719385,-0.35328332,-0.19762187,-0.34555572,1.1894993,-0.30354914,0.6777329,0.6750645,0.20829664,0.42310828,0.21076263,-0.37468818,0.569812,0.144016,0.00029801915,0.21594112,-0.51569283,0.1989781,-0.115384705,0.0472722,0.098575234,0.060931306,-0.33426243,-0.27266002,-0.35239172,0.2500233,0.12831868,-0.17627892,0.16745289,-0.43154404,0.046598725,0.045704596,-0.65772617,-0.18477617,-0.08303952,-0.1774667,-0.27916855,1.0531886,0.16289566,0.045138206,0.073858134,0
-0.011813289,0.25009322,-0.24552153,-0.03595428,-0.3756166,-0.10678135,-0.1053454,-0.08720162,-0.07234395,-0.2336258,-0.038557816,-0.124141775,-0.08606776,-0.09375395,-0.3165999,-0.026917616,-0.22037633,-0.18642828,-0.1489025,-0.14153065,-0.12542243,-0.3633941,0.33210725,0.03259573,-0.070582725,0.38940132,-0.03882309,-0.025163643,0.9109389,0.6116091,-0.06063892,-0.0679732,-0.11225917,-0.05998392,-0.23518255,-0.13250025,0.0076155546,0.09931606,-0.093690686,-0.11066106,-0.13369994,-0.27088764,0.64336616,0.5746346,0.5620956,0.38006967,-0.15924661,-0.1475795,0.02007405,0.1359749,-0.16456151,-0.14643842,-0.21881543,0.090338595,-0.17869413,-0.20352957,-0.0029928333,0.69103515,-0.34801972,-0.37074086,0.12719151,-0.11424683,-0.44395638,0.29919866,0.565937,0.13306537,0.29394305,0.58364725,-0.08774608,0.08440613,0.18644646,0.1989573,0.520502,-0.32345676,0.14627604,0.19010086,-0.27484503,-0.20048127,0.1385726,0.08243245,-0.020840334,0.3114892,-0.33626032,0.39135215,1.7538161,0.3037964,-0.0916726,0.20627001,0.077363364,-0.14190574,-0.30760223,-0.5249342,-0.1725135,-0.08303952,0.15410763,-0.11092513,0.05263423,-0.14945973,-0.16688922,0.15316968,0
0.3445224,0.32216775,-0.24095057,0.20061228,-0.082407,-0.062061016,-0.1053454,-0.08720162,-0.07234395,-0.042720158,-0.20897065,-0.34755212,-0.08606776,-0.09375395,-0.35885233,-0.34732977,0.6820092,-0.23952226,-0.1489025,-0.1305043,0.24539733,0.34954715,0.08715524,-0.026037466,0.001642494,-0.008777227,0.21714745,-0.32614636,0.02453241,0.3332881,-0.043564733,-0.0679732,0.65112406,-0.05998392,-0.21836682,-0.13250025,0.64066106,-0.25383568,0.0053412053,-0.11066106,-0.13369994,-0.13014725,0.10407319,0.075530745,-0.09549883,-0.3154896,-0.15924661,-0.23509504,0.029925998,0.04561882,0.038633406,-0.14643842,0.13787977,-0.049588,-0.32780796,-0.40917096,0.022453932,0.24944828,-0.37897593,-0.18517374,0.43523616,-0.02745323,-0.044272438,0.033421863,0.7903541,-0.014858293,0.16219717,0.7709179,0.1328271,0.20138389,-0.5979317,0.5974519,0.0919587,0.24485365,-0.31601626,0.35698324,-0.28173953,-0.11300078,-0.009055684,0.13602008,-0.037838574,0.032207694,0.030271446,0.0858442,-0.073388286,0.10410063,0.031372856,0.025282986,0.02305335,-0.1600797,0.15644084,2.6793277,-0.13360503,-0.08303952,0.14028244,0.20901838,-0.53141874,0.030872833,0.053537946,0.37423885,0
0.092350625,0.1434852,-0.13811086,0.044171143,-0.36046445,-0.22549526,-0.1053454,-0.08720162,-0.07234395,0.11178656,-0.09268018,0.08783117,-0.08606776,-0.09375395,-0.21017452,1.3009593,-0.38206518,18.763544,-0.1489025,0.010612328,0.18369034,-0.01959937,-0.12876077,-0.45955276,-0.08018344,0.14797695,-0.12163867,-0.24550398,0.05874447,0.2844009,-0.16493845,-0.0679732,0.19520238,-0.05998392,-0.07124835,-0.13250025,0.0081026275,0.21679728,-0.02393023,-0.11066106,-0.13369994,0.03651885,-0.060534656,0.16054143,0.477461,0.2542345,-0.15924661,-0.23051536,-0.19966014,-0.2909441,-0.027172947,-0.14643842,-0.2008421,0.6043236,-0.12945394,-0.29450768,0.16179433,1.2016321,-0.5477193,-0.3239432,0.3122579,-0.25011572,-0.33270228,0.13981569,-0.12624638,-0.049578164,-0.08615717,0.77182436,0.08572256,-0.027377125,-0.106145464,0.20705532,0.2027534,-0.53033817,0.1305067,-0.46322867,-0.23525144,-0.2274353,-0.00556615,-0.04014396,0.007798192,0.101783775,0.058185432,-0.38817355,0.73511934,0.40243816,-0.022245694,-0.119200446,0.1580031,-0.081598654,-0.21219133,0.29601026,0.012484336,-0.08303952,-0.1302797,0.3216659,0.4777192,0.10930266,-0.16571301,0.19940306,0
0.7332401,1.0823568,-0.06023128,0.3119149,-0.08987045,-0.054895982,-0.1053454,-0.08720162,-0.07234395,0.1753737,-0.09264137,0.4929378,-0.08606776,-0.09375395,0.032721944,0.26315475,0.5457731,-0.043847643,-0.1489025,0.19171228,0.3172447,0.06857666,0.31972787,0.2851853,-0.088260986,0.01801747,-0.04205736,-0.025605472,0.55803853,0.43738866,-0.12508686,-0.0679732,0.22053416,-0.05998392,-0.01906153,-0.13250025,0.644459,0.57456386,0.43518618,-0.11066106,-0.13369994,0.17172399,0.6906317,0.3703267,1.3209383,1.2852674,-0.15924661,-0.13945661,-0.105500475,0.22112991,-0.105873406,-0.14643842,-0.35710186,0.9127798,-0.2337743,-0.02661997,0.5538683,1.4542825,-0.4962347,-0.48834702,0.90732217,0.23377423,0.04550681,0.13896918,1.2634406,0.0903657,-0.07072663,0.53506005,-0.14383353,0.51572716,-0.038035348,0.09748203,0.3361116,-0.5208671,0.27790976,0.25980642,-0.14134778,-0.057835024,0.42386034,0.5351714,0.012252815,0.3416536,0.36086985,0.7185028,0.82742053,0.3940913,0.38472146,0.056243017,-0.12485047,0.057973314,0.8035922,0.9484255,0.40435103,-0.08303952,0.40133944,1.0382634,0.9828437,0.12967013,0.42702422,-0.24074781,0
0.0,0.0,0.0,0.0,0.0,0.0,-0.1053454,-0.08720162,-0.07234395,0.0,0.0,0.0,-0.08606776,-0.09375395,0.0,0.0,0.0,0.0,-0.1489025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0679732,0.0,-0.05998392,0.0,-0.13250025,0.0,0.0,0.0,-0.11066106,-0.13369994,0.0,0.0,0.0,0.0,0.0,-0.15924661,0.0,0.0,0.0,0.0,-0.14643842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08303952,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.10081849,0.08614105,-0.05469508,-0.04396395,-0.015315054,-0.15456827,-0.1053454,-0.08720162,-0.07234395,-0.3247171,-0.122147076,0.20144232,-0.08606776,-0.09375395,0.18958539,-0.03080158,0.50868416,-0.30427313,-0.1489025,-0.094006754,-0.13962035,-0.15211125,-0.18334761,-0.030418351,-0.016312052,0.121926434,0.06405105,-0.37933457,-0.04195037,-0.23518561,-0.24882871,-0.0679732,0.123377554,-0.05998392,-0.15701286,-0.13250025,-0.5534161,-0.3450282,-0.32704067,-0.11066106,-0.13369994,-0.06472848,0.02008937,-0.023783235,-0.23986997,0.40328494,-0.15924661,-0.2126049,-0.39308658,-0.15158765,-0.48165736,-0.14643842,-0.9472745,0.20223811,-0.17255147,-0.13632573,-0.20228729,-0.23452163,-0.16519576,-0.21701244,0.22565304,-0.12365185,-0.32151094,0.20903808,0.30489218,-0.20174445,0.07998096,0.29777548,-0.19984102,0.58089924,0.32666296,0.26324943,0.13884045,0.10927009,-0.4405512,-0.9499086,-0.17340788,-0.21476202,-0.10730161,-0.22603944,-0.064421274,-0.1516954,-0.016308397,-0.22305423,1.7040913,-0.38999754,-0.019915286,-0.20417362,-0.7261369,-0.33955345,-0.64993036,0.6046223,-0.34097686,-0.08303952,-0.13680159,1.030762,-0.021781828,-0.4679984,0.15246534,2.3766072,0
-0.16559295,0.29571497,0.20549522,-0.23137107,-0.1615605,-0.11878558,-0.1053454,-0.08720162,3.5207772,-0.5103829,-0.17342246,-0.1775988,-0.08606776,-0.09375395,0.08720203,-0.09177776,0.61285317,0.41110405,-0.1489025,-0.18853651,-0.24305159,-0.13072203,-0.09847991,-0.34930867,-0.048512995,-0.5010867,-0.17225564,0.16092409,1.1223515,-0.34271175,-0.019588891,-0.0679732,0.03732813,-0.05998392,0.38463175,2.774445,-0.192019,-0.07103256,-0.5248727,-0.11066106,-0.13369994,-0.24657875,27.758438,-0.05912599,-0.3812268,-0.14600213,-0.15924661,-0.20638749,-0.1480575,-0.18239419,-0.77642,2.284146,-0.48999956,0.10609291,0.4304928,-0.006202236,-0.13550392,-0.8944808,-0.8496997,-0.15821287,-0.37212864,-0.040418215,-0.035464063,0.3534711,-0.22962943,-0.24867065,-0.18192227,0.5300219,-0.4063995,-0.17987938,0.46082133,0.35209042,0.26706994,1.1110162,-0.40603128,-1.0513427,-0.34770986,-0.2689883,-0.14677954,0.30563986,0.07712612,0.043968413,-0.004034465,-0.2727831,0.42316288,-0.33647314,0.069678456,-0.13843066,-0.25071508,-0.30757195,-0.34492746,-0.6724786,-0.4822254,-0.08303952,-0.1718002,-0.59153205,0.04517754,-0.3515255,-0.020760898,-0.70224917,0
0.3354325,0.28058714,0.14665577,0.495936,-0.12042005,0.12347104,-0.1053454,-0.08720162,-0.07234395,0.115292326,0.046100255,0.0076063927,-0.08606776,11.149803,-0.15494318,-0.10257931,-0.29719052,-0.10663593,-0.1489025,0.023802506,-0.30259365,-0.049655117,-0.061826684,0.008500211,-0.07816141,-0.2779021,-0.39012572,-0.06633522,-0.32726514,-0.22264361,-0.1864338,-0.0679732,-0.19490248,-0.05998392,-0.11127918,-0.13250025,0.6412299,0.061872426,0.20261182,-0.11066106,-0.13369994,-0.055485986,0.2952567,-0.35957167,-0.99871683,-0.014474572,-0.15924661,-0.41752556,0.17754692,-0.09446278,0.108161196,-0.14643842,0.5264957,-0.36082563,-0.18502226,-0.26244137,-0.13551642,-0.6433975,-0.4868524,-0.33980548,-0.52481484,-0.16896985,-1.1292083,-0.30641875,-0.22635351,-0.05973058,0.1967698,0.9461031,-0.10544586,0.398056,-0.07872261,0.29338723,0.6183433,0.46410152,-0.30212915,0.4632577,0.1210229,-0.15305696,-0.28313294,-0.0170588,-0.46077096,-0.10800962,-0.015295602,-0.019932464,0.059468992,-0.049399953,-0.1894945,-0.22271496,-0.2599676,-0.18832782,-0.18140708,-0.60797966,-0.4202351,-0.08303952,-0.34478596,-0.010155857,-0.05884768,-0.052370485,-0.2864106,-0.24853438,0
0.11842065,0.34974104,-0.569495,0.013702617,-0.055312604,-0.13381186,-0.1053454,-0.08720162,-0.07234395,0.17518689,-0.092434466,-0.07016896,-0.08606776,-0.09375395,-0.2795383,-0.18305485,-0.0052569886,-0.18887205,-0.1489025,0.06560395,0.09957168,0.050543103,-0.23779517,-0.11712403,-0.06987861,-0.17014363,-0.21799584,0.1962394,-0.3127588,0.027515056,-0.111127585,-0.0679732,-0.29787335,-0.05998392,-0.036869563,-0.13250025,-0.023199575,0.04617669,-0.17543644,-0.11066106,-0.13369994,0.0053828196,0.40832973,-0.61975,-0.16824612,0.07996086,-0.15924661,-0.008720656,0.06904353,0.12569511,0.18123646,-0.14643842,0.05858386,-0.30018148,-0.2881422,-0.3856955,-0.2547285,-0.6486595,-0.52626896,-0.27319777,-0.12274515,-0.35043955,-0.6781582,-0.09424234,-0.3069045,-0.11822197,0.4252252,0.24500908,-0.14010021,0.3143959,1.0969453,0.14320874,0.74786747,0.016690869,0.040617947,2.0229347,-0.17209543,-0.2129395,-0.0030185855,-0.085038036,-0.41172123,-0.007382221,0.11264051,0.08078824,0.10931393,0.1281219,-0.034404304,-0.48959416,-0.098776974,-0.33723184,0.080131024,1.1704751,-0.28552386,-0.08303952,-0.32318556,-0.4672514,0.30723873,-0.01389374,-0.22890064,-0.17422943,0
