rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_OR8B12,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_TMEM225,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_OR8B4,methylation_gene__GENE_PNN,rnaseq_gene__GENE_OR4K2,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_GPHB5,methylation_gene__GENE_CASP6,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_OR51A7,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_OR4K15,methylation_gene__GENE_TRIB3,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_EXT1,methylation_gene__GENE_VEGFA,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_ZNF624,methylation_gene__GENE_FRY,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_LCN9,methylation_gene__GENE_CCR4,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_MOS,methylation_gene__GENE_YJU2B,methylation_gene__GENE_YAP1,methylation_gene__GENE_OBFC2B,methylation_gene__GENE_RGS2,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_OR6K2,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_OR9I1,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_NDE1;KIAA0430,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_CNP,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_MAGEB10,rnaseq_gene__GENE_OR2W5,methylation_gene__GENE_BID,methylation_gene__GENE_LRRC20,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_OR4K14,rnaseq_gene__GENE_ATXN3L,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR7G2,methylation_gene__GENE_ATP5E,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_OR5T3,methylation_gene__GENE_LASS5,rnaseq_gene__GENE_PSG7,methylation_gene__GENE_GOPC,methylation_gene__GENE_PDE6A,methylation_gene__GENE_PPP2R5D,rnaseq_gene__GENE_OR1S1,methylation_gene__GENE_LRP2BP,methylation_gene__GENE_CDK5RAP1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,0.36188236,-0.09375395,-0.06940588,-0.030400895,-0.06327252,0.37512636,-0.061702468,-0.06867951,5.9350004,-0.12434906,-0.175216,0.18405713,-0.3309102,0.1348818,0.15346035,-0.16951889,0.047453728,-0.05125228,0.23064291,4.4264455,0.7617472,0.15315995,0.6557903,-0.07527141,-0.030400895,-0.059162382,0.33000132,-0.051938124,-0.09939945,0.4818272,0.34327278,0.47386664,-0.3316831,-0.2157582,-0.10822111,-0.05877857,-0.035036173,-0.084201984,0.14871067,-0.059406396,-0.069542356,-0.3995505,0.30067533,0.29769805,-0.030400896,-0.1653577,-0.14741206,0.77753603,-0.1851329,0.8020264,-0.082632184,-0.14316152,-0.072152846,-0.06859739,0.83914995,-0.41376457,-0.07885677,0.07087298,-0.18492761,-0.18676645,-0.263343,0.30446488,-0.050438117,-0.24544275,0.7981819,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,29.66682,-0.078787245,0.05508806,-0.09375395,6.499733,-0.030400895,-0.06327252,0.38779214,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,0.07216099,-0.3309102,-0.17073378,-0.6014492,-0.16951889,-0.22995704,-0.0075936196,-0.5697412,-0.09926551,-0.057804774,-0.34459332,-0.41832557,7.955814,-0.030400895,-0.059162382,0.62006927,-0.051938124,-0.09939945,-0.36832228,-0.61574864,0.26173994,-0.55247605,-0.2157582,-0.10822111,19.78605,-0.4062858,-0.084201984,-0.34003553,0.24955367,-0.069542356,0.5846303,-0.30156872,-0.27653405,-0.030400896,-0.1653577,-0.14741206,-0.80404365,-0.39638203,-0.2746765,-0.082632184,-0.14316152,-0.072152846,-0.06859739,-0.9388874,-0.8629122,-0.07885677,-0.45911855,-0.18492761,-0.30490544,0.87270844,-0.0068120486,-0.050438117,-0.16473432,-0.62134945,1
11.442419,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.41923362,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.3334045,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,-0.29268792,-0.3309102,-0.23495351,-0.02344199,-0.16951889,-0.3300132,-0.30582115,-0.4579842,-0.09926551,-0.5461516,-0.33035803,-0.31920248,-0.07527141,-0.030400895,-0.059162382,0.12624688,-0.051938124,-0.09939945,-0.6229121,0.3284185,-0.3953722,-0.38984963,-0.2157582,-0.10822111,-0.05877857,-0.52044886,-0.084201984,-0.20189038,-0.95206517,-0.069542356,-0.47360888,-0.1900458,-0.6323357,-0.030400896,-0.1653577,-0.14741206,-0.4669323,-0.008786143,-0.4577368,-0.082632184,-0.14316152,-0.072152846,-0.06859739,0.03550064,-1.1152893,-0.07885677,-0.23693548,-0.18492761,-0.23703855,0.1768518,-0.1448726,-0.050438117,0.7121924,0.03172992,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.15706192,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.11403511,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,0.16804264,-0.3309102,0.26360202,0.58261806,-0.16951889,0.28250474,0.92865384,-0.022669125,-0.09926551,-0.02134801,-0.03270296,16.977419,-0.07527141,-0.030400895,-0.059162382,-0.3097081,-0.051938124,-0.09939945,-0.272925,0.37192392,0.5107447,-0.4065514,-0.2157582,-0.10822111,-0.05877857,0.17854363,-0.084201984,-0.066588126,-0.27538082,-0.069542356,0.1302066,0.0036797028,0.21447335,-0.030400896,1.7176727,-0.14741206,-0.20814203,0.035564743,0.120217554,-0.082632184,-0.14316152,-0.072152846,-0.06859739,0.6999117,0.28809008,-0.07885677,-0.29469705,-0.18492761,-0.13813284,-0.6156067,0.37450778,-0.050438117,0.7348931,0.1880384,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.33125073,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.12802352,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,-0.24822688,0.93404865,-0.2783788,-0.21392961,-0.16951889,-0.28989932,-0.1843051,-0.3458404,-0.09926551,0.46519563,-0.013435239,-0.38734296,-0.07527141,-0.030400895,-0.059162382,-0.29353178,-0.051938124,-0.09939945,-0.11712981,-0.81863666,-0.65297306,-0.33173263,-0.2157582,-0.10822111,-0.05877857,-0.667513,-0.084201984,-0.3150327,0.04094773,-0.069542356,-1.6939074,-0.1752615,-0.22647238,-0.030400896,-0.1653577,-0.14741206,0.43817562,-0.17775714,-0.38270107,-0.082632184,-0.14316152,-0.072152846,-0.06859739,-1.0186439,-0.1900007,-0.07885677,-0.11912536,-0.18492761,-0.4781232,0.62531906,-0.49489924,-0.050438117,-0.14146052,-0.35040656,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,2.2814748,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.20581603,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.10197237,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,0.09846704,-0.3309102,-0.18863861,0.80332845,-0.16951889,1.1712027,0.43371195,-0.10993154,-0.09926551,0.13041346,-0.08600272,-0.0113974,-0.07527141,-0.030400895,-0.059162382,0.42002723,-0.051938124,-0.09939945,-0.3740348,0.87114745,0.99198943,-0.38825276,-0.2157582,-0.10822111,-0.05877857,0.28691253,-0.084201984,-0.09868964,-0.44776422,-0.069542356,0.22046006,-0.10377556,0.2686984,-0.030400896,-0.1653577,-0.14741206,-0.22618856,0.008931163,-0.20360105,-0.082632184,-0.14316152,-0.072152846,-0.06859739,0.18107006,0.28704673,-0.07885677,-0.5496858,-0.18492761,-0.21162026,0.0325615,0.40352193,-0.050438117,0.41180268,-0.29031622,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,29.499832,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,2.6728935,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.14915372,-0.09375395,-0.06940588,-0.030400895,-0.06327252,0.04140262,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,0.47878084,-0.3309102,0.2388579,0.5055419,-0.16951889,-0.093570836,1.8418019,0.03748442,-0.09926551,0.46105212,0.6777469,-0.091064334,-0.07527141,-0.030400895,-0.059162382,0.2939392,-0.051938124,-0.09939945,0.10437643,0.7079774,-0.04919406,-0.421701,7.0586586,-0.10822111,-0.05877857,0.020665038,-0.084201984,0.112116285,-0.15298854,-0.069542356,0.4298014,0.2391726,0.10937657,-0.030400896,-0.1653577,-0.14741206,-0.12849128,0.12295465,0.48425657,-0.082632184,-0.14316152,-0.072152846,-0.06859739,1.162091,0.7580945,-0.07885677,-0.0912711,-0.18492761,0.22269566,0.30529246,1.1453167,-0.050438117,0.12199654,-0.04568205,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,-0.05803116,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,0.09272659,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.3214761,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,-0.011554832,-0.3309102,-0.08953954,-0.30329698,-0.16951889,0.12289606,-0.17836002,-0.23372367,-0.09926551,0.1191499,-0.25072306,-0.02198543,-0.07527141,-0.030400895,-0.059162382,-0.45947966,-0.051938124,4.320285,-0.030735927,-0.53580815,-0.25047988,-0.44399878,-0.2157582,-0.10822111,-0.05877857,0.5869054,-0.084201984,-0.16840427,-0.23670651,-0.069542356,2.1313226,-0.17115928,-0.2830614,-0.030400896,-0.1653577,2.3434784,-0.40225932,-0.22907917,-0.089279756,-0.082632184,-0.14316152,-0.072152846,-0.06859739,-0.016476745,-0.37266234,-0.07885677,-0.005380332,-0.18492761,-0.13458715,0.057072274,-0.3093328,-0.050438117,-0.07709879,-0.4540141,0
-0.08795058,-0.057666454,-0.030400895,-0.08720162,-0.042500064,-0.050521668,-0.067629814,-0.069158584,-0.030400893,-0.11196494,-0.035875507,-0.06331775,-0.07355285,-0.030400895,4.4684606,-0.07421895,-0.04756436,-0.06925289,-0.05562216,-0.06427042,-0.078748696,-0.044386145,-0.13939492,-0.13369994,-0.10445149,-0.051617455,-0.09654722,-0.04061949,-0.10281369,-0.21529208,-0.071920976,-0.039873518,-0.030400895,-0.0679732,-0.078787245,-0.12249072,-0.09375395,-0.06940588,-0.030400895,-0.06327252,-0.0295345,-0.061702468,-0.06867951,-0.10053951,-0.12434906,-0.175216,0.0699102,-0.3309102,-0.057090644,0.49732104,-0.16951889,0.22430259,0.07154202,-0.04518739,-0.09926551,0.036176722,-0.009135867,0.0053541134,-0.07527141,-0.030400895,-0.059162382,0.050085153,-0.051938124,-0.09939945,0.13953227,0.7161504,0.37442306,-0.39103696,-0.2157582,-0.10822111,-0.05877857,0.37145784,-0.084201984,-0.062103976,-0.14209785,-0.069542356,0.19091703,0.0320534,0.160025,-0.030400896,-0.1653577,-0.14741206,0.03582428,0.07321998,-0.048224147,-0.082632184,-0.14316152,-0.072152846,-0.06859739,0.4562749,0.09449424,-0.07885677,-0.116136685,-0.18492761,-0.20680758,0.35096616,0.4799726,-0.050438117,0.55644506,-0.039698705,1
