rank,feature_id,modality
1,rnaseq_gene::GENE:PSG11,rnaseq_gene
2,rnaseq_gene::GENE:SNAR-C4,rnaseq_gene
3,rnaseq_gene::GENE:RBMY1E,rnaseq_gene
4,rnaseq_gene::GENE:TSPY3,rnaseq_gene
5,rnaseq_gene::GENE:C10ORF96,rnaseq_gene
6,methylation_gene::GENE:SCRIB,methylation_gene
7,rnaseq_gene::GENE:SCARNA8,rnaseq_gene
8,rnaseq_gene::GENE:RBMY1A3P,rnaseq_gene
9,rnaseq_gene::GENE:RBMY3AP,rnaseq_gene
10,rnaseq_gene::GENE:RBMY1J,rnaseq_gene
11,rnaseq_gene::GENE:TSPY2,rnaseq_gene
12,rnaseq_gene::GENE:TSPY4,rnaseq_gene
13,methylation_gene::GENE:VEGFB,methylation_gene
14,rnaseq_gene::GENE:FGF6,rnaseq_gene
15,rnaseq_gene::GENE:TECRL,rnaseq_gene
16,rnaseq_gene::GENE:OR10J1,rnaseq_gene
17,rnaseq_gene::GENE:SCARNA23,rnaseq_gene
18,methylation_gene::GENE:RPUSD2,methylation_gene
19,methylation_gene::GENE:LASS5,methylation_gene
20,rnaseq_gene::GENE:LCN9,rnaseq_gene
21,rnaseq_gene::GENE:CSPG4P2Y,rnaseq_gene
22,rnaseq_gene::GENE:LOC646813,rnaseq_gene
23,rnaseq_gene::GENE:CT47A6,rnaseq_gene
24,methylation_gene::GENE:PNN,methylation_gene
25,rnaseq_gene::GENE:RBMY1A1,rnaseq_gene
26,rnaseq_gene::GENE:OR2T1,rnaseq_gene
27,rnaseq_gene::GENE:BCYRN1,rnaseq_gene
28,methylation_gene::GENE:NDUFAF1,methylation_gene
29,rnaseq_gene::GENE:LRRC30,rnaseq_gene
30,rnaseq_gene::GENE:RBMY2FP,rnaseq_gene
31,methylation_gene::GENE:CNP,methylation_gene
32,rnaseq_gene::GENE:RBMY1F,rnaseq_gene
33,methylation_gene::GENE:PRDX6,methylation_gene
34,rnaseq_gene::GENE:PSG2,rnaseq_gene
35,methylation_gene::GENE:VEGFA,methylation_gene
36,methylation_gene::GENE:C19ORF24,methylation_gene
37,rnaseq_gene::GENE:SLC6A5,rnaseq_gene
38,methylation_gene::GENE:EXT1,methylation_gene
39,methylation_gene::GENE:CASP6,methylation_gene
40,methylation_gene::GENE:ZNF721;PIGG,methylation_gene
41,methylation_gene::GENE:ZNF33B,methylation_gene
42,methylation_gene::GENE:YJU2B,methylation_gene
43,rnaseq_gene::GENE:SPACA1,rnaseq_gene
44,rnaseq_gene::GENE:CSRP3,rnaseq_gene
45,methylation_gene::GENE:SORBS1,methylation_gene
46,methylation_gene::GENE:BID,methylation_gene
47,methylation_gene::GENE:ERP29;TMEM116,methylation_gene
48,methylation_gene::GENE:RSPH3,methylation_gene
49,rnaseq_gene::GENE:DEFB136,rnaseq_gene
50,methylation_gene::GENE:NDE1;KIAA0430,methylation_gene
51,rnaseq_gene::GENE:AMBN,rnaseq_gene
52,methylation_gene::GENE:RBP5;CLSTN3,methylation_gene
53,methylation_gene::GENE:LRRC20,methylation_gene
54,methylation_gene::GENE:ZNF596;RPL23AP53,methylation_gene
55,rnaseq_gene::GENE:PSG7,rnaseq_gene
56,methylation_gene::GENE:TNKS2,methylation_gene
57,methylation_gene::GENE:CDK5RAP1,methylation_gene
58,rnaseq_gene::GENE:OR2T27,rnaseq_gene
59,methylation_gene::GENE:CCNG1,methylation_gene
60,methylation_gene::GENE:DGUOK,methylation_gene
61,rnaseq_gene::GENE:VN1R4,rnaseq_gene
62,rnaseq_gene::GENE:C20ORF166,rnaseq_gene
63,rnaseq_gene::GENE:CDY1B,rnaseq_gene
64,rnaseq_gene::GENE:SRY,rnaseq_gene
65,methylation_gene::GENE:CAMK2D,methylation_gene
66,rnaseq_gene::GENE:SUN5,rnaseq_gene
67,methylation_gene::GENE:ADAM17,methylation_gene
68,methylation_gene::GENE:ENTPD6,methylation_gene
69,rnaseq_gene::GENE:TSPY1,rnaseq_gene
70,rnaseq_gene::GENE:CDX4,rnaseq_gene
71,rnaseq_gene::GENE:KRTAP20-4,rnaseq_gene
72,methylation_gene::GENE:NACC1;TRMT1,methylation_gene
73,methylation_gene::GENE:PPP2R5D,methylation_gene
74,rnaseq_gene::GENE:OR4A15,rnaseq_gene
75,rnaseq_gene::GENE:HIST1H4G,rnaseq_gene
76,methylation_gene::GENE:PRELID1;RAB24,methylation_gene
77,methylation_gene::GENE:FRY,methylation_gene
78,methylation_gene::GENE:RPLP2,methylation_gene
79,rnaseq_gene::GENE:KRTAP19-3,rnaseq_gene
80,methylation_gene::GENE:GSR,methylation_gene
81,methylation_gene::GENE:B2M,methylation_gene
82,methylation_gene::GENE:NRXN2,methylation_gene
83,methylation_gene::GENE:NDUFB8,methylation_gene
84,methylation_gene::GENE:PGAP1,methylation_gene
85,rnaseq_gene::GENE:SNORA69,rnaseq_gene
86,rnaseq_gene::GENE:ACCSL,rnaseq_gene
87,rnaseq_gene::GENE:GUCA1C,rnaseq_gene
88,rnaseq_gene::GENE:SCARNA22,rnaseq_gene
89,methylation_gene::GENE:ATP6V1G1,methylation_gene
90,methylation_gene::GENE:TRIB3,methylation_gene
91,methylation_gene::GENE:PIGP;TTC3,methylation_gene
92,methylation_gene::GENE:TCFL5,methylation_gene
93,rnaseq_gene::GENE:DEFB129,rnaseq_gene
94,methylation_gene::GENE:CYP51A1,methylation_gene
95,rnaseq_gene::GENE:SNORA64,rnaseq_gene
96,methylation_gene::GENE:INPP5A,methylation_gene
97,methylation_gene::GENE:ASAH1,methylation_gene
98,methylation_gene::GENE:SLC22A17,methylation_gene
99,rnaseq_gene::GENE:SNORA54,rnaseq_gene
100,methylation_gene::GENE:DIS3L,methylation_gene
