model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v1,v1,binary,success,0.5714285714285714,0.0,0.43229166666666663,0.6913584794003115
tabpfn_v2,v2,binary,success,0.6071428571428571,0.26666666666666666,0.5026041666666667,0.6945179306792116
tabpfn_v2_5,v2_5,binary,success,0.5714285714285714,0.3333333333333333,0.5208333333333334,0.6854325798041081
tabpfn_v2_6,v2_6,binary,success,0.5357142857142857,0.43478260869565216,0.5364583333333334,0.705978422282665
tabpfn_v3,v3,binary,success,0.6071428571428571,0.35294117647058826,0.578125,0.6816552710379546
