rank,feature_id,modality
1,rnaseq_gene::GENE:SNORA70C,rnaseq_gene
2,rnaseq_gene::GENE:CT47A7,rnaseq_gene
3,rnaseq_gene::GENE:CT47A9,rnaseq_gene
4,rnaseq_gene::GENE:CT47A11,rnaseq_gene
5,rnaseq_gene::GENE:SNAR-C3,rnaseq_gene
6,rnaseq_gene::GENE:PRLH,rnaseq_gene
7,rnaseq_gene::GENE:KRTAP19-4,rnaseq_gene
8,rnaseq_gene::GENE:SNORA36C,rnaseq_gene
9,rnaseq_gene::GENE:SPINK14,rnaseq_gene
10,rnaseq_gene::GENE:TEX28,rnaseq_gene
11,rnaseq_gene::GENE:SCARNA27,rnaseq_gene
12,rnaseq_gene::GENE:DEFB127,rnaseq_gene
13,rnaseq_gene::GENE:TTTY22,rnaseq_gene
14,rnaseq_gene::GENE:SPACA1,rnaseq_gene
15,rnaseq_gene::GENE:TTTY6B,rnaseq_gene
16,rnaseq_gene::GENE:MS4A5,rnaseq_gene
17,methylation_gene::GENE:DGUOK,methylation_gene
18,rnaseq_gene::GENE:SPINT4,rnaseq_gene
19,rnaseq_gene::GENE:DEFB110,rnaseq_gene
20,rnaseq_gene::GENE:SNORD115-13,rnaseq_gene
21,rnaseq_gene::GENE:TTTY18,rnaseq_gene
22,rnaseq_gene::GENE:SNAR-I,rnaseq_gene
23,rnaseq_gene::GENE:LCN9,rnaseq_gene
24,rnaseq_gene::GENE:LGALS13,rnaseq_gene
25,rnaseq_gene::GENE:SNORA36A,rnaseq_gene
26,rnaseq_gene::GENE:SNAR-C4,rnaseq_gene
27,rnaseq_gene::GENE:C20ORF71,rnaseq_gene
28,rnaseq_gene::GENE:HES3,rnaseq_gene
29,methylation_gene::GENE:VEGFB,methylation_gene
30,methylation_gene::GENE:TMEM177,methylation_gene
31,rnaseq_gene::GENE:NPS,rnaseq_gene
32,methylation_gene::GENE:HIST1H4C,methylation_gene
33,methylation_gene::GENE:NDUFAF1,methylation_gene
34,rnaseq_gene::GENE:FAM99B,rnaseq_gene
35,methylation_gene::GENE:ZNF596;RPL23AP53,methylation_gene
36,rnaseq_gene::GENE:ADAD1,rnaseq_gene
37,methylation_gene::GENE:FBXL2,methylation_gene
38,methylation_gene::GENE:NSUN5,methylation_gene
39,rnaseq_gene::GENE:XAGE5,rnaseq_gene
40,methylation_gene::GENE:EMP1,methylation_gene
41,methylation_gene::GENE:NRXN2,methylation_gene
42,methylation_gene::GENE:ZNF33B,methylation_gene
43,methylation_gene::GENE:SRD5A1;NSUN2,methylation_gene
44,rnaseq_gene::GENE:CT47A1,rnaseq_gene
45,methylation_gene::GENE:CCRN4L,methylation_gene
46,methylation_gene::GENE:C18ORF19;RNMT,methylation_gene
47,methylation_gene::GENE:TOMM40L,methylation_gene
48,rnaseq_gene::GENE:KRTAP20-3,rnaseq_gene
49,methylation_gene::GENE:GPT2,methylation_gene
50,methylation_gene::GENE:NOC2L;KLHL17,methylation_gene
51,methylation_gene::GENE:TRIB3,methylation_gene
52,methylation_gene::GENE:PTDSS1;MTERFD1,methylation_gene
53,rnaseq_gene::GENE:CT47A6,rnaseq_gene
54,rnaseq_gene::GENE:OR5D16,rnaseq_gene
55,methylation_gene::GENE:AARS;EXOSC6,methylation_gene
56,methylation_gene::GENE:CD27;TAPBPL;LOC678655,methylation_gene
57,methylation_gene::GENE:ZNF787,methylation_gene
58,methylation_gene::GENE:ZBTB12,methylation_gene
59,methylation_gene::GENE:ARL13B,methylation_gene
60,methylation_gene::GENE:TOR1A,methylation_gene
61,methylation_gene::GENE:RNF17,methylation_gene
62,methylation_gene::GENE:PXMP3,methylation_gene
63,methylation_gene::GENE:ICAM1,methylation_gene
64,methylation_gene::GENE:HIST1H1C,methylation_gene
65,rnaseq_gene::GENE:TMEM225,rnaseq_gene
66,methylation_gene::GENE:SREBF2,methylation_gene
67,rnaseq_gene::GENE:EXOC1L,rnaseq_gene
