model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
tabfm_default,0.6777926021347074,0.6686232888580834,0.7135784686371445,0.6935581460157018,0.6870390357978053,0.6163664436438496,0.6517027397208275,0.586620924461845
tabpfn_v2,0.6757683106367317,0.669469102082622,0.7207992362285562,0.6991707590495362,0.691940996582119,0.6094698919197117,0.6507054442509155,0.5848773269117367
tabpfn_v2_5,0.6960112256164888,0.6748500749625187,0.7199554083982085,0.7035163778878257,0.6723331534448642,0.6577457539886773,0.6650394537167708,0.5834874107744098
tabpfn_v2_6,0.6818411851306588,0.6779556650246306,0.7154805832015647,0.7058489389501001,0.7017449181507465,0.6129181677817808,0.6573315429662636,0.5841646717486013
tabpfn_v3,0.6777926021347074,0.6730295566502462,0.7192092091786263,0.699857930299973,0.6968429573664328,0.6094698919197117,0.6531564246430723,0.5847841184141376
