model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v2,v2,binary,success,0.6976744186046512,0.821917808219178,0.5987179487179487,0.5955817330747546
tabpfn_v2_5,v2_5,binary,success,0.6976744186046512,0.821917808219178,0.5858974358974359,0.5959691010457367
tabpfn_v2_6,v2_6,binary,success,0.627906976744186,0.7714285714285715,0.5333333333333333,0.6180309746252834
tabpfn_v3,v3,binary,success,0.6976744186046512,0.821917808219178,0.6282051282051282,0.5938027891522828
