methylation_gene__GENE_TRIM25,methylation_gene__GENE_C18ORF10;KIAA1328,methylation_gene__GENE_DGUOK,methylation_gene__GENE_C14ORF80,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_ADH5,methylation_gene__GENE_GATA6,methylation_gene__GENE_BCL7A,methylation_gene__GENE_ETS1,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_TUBGCP3,methylation_gene__GENE_SIN3A,methylation_gene__GENE_LLPH,methylation_gene__GENE_TM9SF1,methylation_gene__GENE_HSPBP1,methylation_gene__GENE_CRIP2,methylation_gene__GENE_USPL1,methylation_gene__GENE_BRI3,methylation_gene__GENE_CDK11A;CDK11B,methylation_gene__GENE_CYP2R1,methylation_gene__GENE_MRPS34;EME2,rnaseq_gene__GENE_ACTL6B,methylation_gene__GENE_TSPAN12,methylation_gene__GENE_HERC5,methylation_gene__GENE_ACP2;NR1H3,methylation_gene__GENE_SMARCA4,methylation_gene__GENE_APLP2,methylation_gene__GENE_ZNF273,methylation_gene__GENE_FUCA1,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_PTGES3,methylation_gene__GENE_KIAA1328;C18ORF10,methylation_gene__GENE_ATP6V1C1,methylation_gene__GENE_RNF17,methylation_gene__GENE_POM121,methylation_gene__GENE_H3F3B,methylation_gene__GENE_CEP350,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_E2F5,methylation_gene__GENE_LOC100329108;GCSH,methylation_gene__GENE_MSRB2,methylation_gene__GENE_USF1,methylation_gene__GENE_CAMK2D,rnaseq_gene__GENE_KCNK16,methylation_gene__GENE_XKR8,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_GAS2L1,methylation_gene__GENE_TMEM8A;LOC100134368,methylation_gene__GENE_SLC35F2,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_FAM9C,methylation_gene__GENE_POLR1B,methylation_gene__GENE_MDK,methylation_gene__GENE_NMD3,rnaseq_gene__GENE_RHAG,methylation_gene__GENE_NAA20,methylation_gene__GENE_FKBPL,methylation_gene__GENE_TMEM20,methylation_gene__GENE_MXD3,methylation_gene__GENE_RAB28,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_EPR1;BIRC5,rnaseq_gene__GENE_INSL6,methylation_gene__GENE_GADD45B,methylation_gene__GENE_INPP5K;LOC100306951,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_FAM103A1,methylation_gene__GENE_ALOXE3,rnaseq_gene__GENE_SCRT2,methylation_gene__GENE_STAMBP,methylation_gene__GENE_NOC3L,methylation_gene__GENE_MYLIP,methylation_gene__GENE_SC5DL,rnaseq_gene__GENE_SEL1L2,methylation_gene__GENE_OSBP,methylation_gene__GENE_IER3,methylation_gene__GENE_TFDP3,methylation_gene__GENE_TC2N,methylation_gene__GENE_GMFB,methylation_gene__GENE_FAM160A2,methylation_gene__GENE_RNF139,methylation_gene__GENE_SH3RF2,methylation_gene__GENE_SNRPC,rnaseq_gene__GENE_ESRP1,methylation_gene__GENE_PTPN12,methylation_gene__GENE_ERBB2,rnaseq_gene__GENE_HSD3B1,methylation_gene__GENE_PRIM1,methylation_gene__GENE_GLT25D1,methylation_gene__GENE_PHC2,methylation_gene__GENE_SPPL3,methylation_gene__GENE_CUL3,methylation_gene__GENE_PBX4,methylation_gene__GENE_SGSM3,methylation_gene__GENE_PANK1,methylation_gene__GENE_XRCC5,methylation_gene__GENE_TXNL1,rnaseq_gene__GENE_UGT2B10,rnaseq_gene__GENE_XAGE2,rnaseq_gene__GENE_NCRNA00200,target
-0.069453955,-0.18378192,-0.0024091767,0.20701627,-0.22546056,0.13992615,0.048766736,0.14986381,-0.039165087,0.0009847824,0.28556946,0.43049416,-0.22236025,0.15904501,-0.36904627,-0.06750488,-0.029975645,-0.24474142,0.2889925,0.345511,-0.15027347,-0.16482092,1.237881,0.033285465,-0.15953825,0.21852292,0.01744652,-0.32982942,12.181988,-0.29779017,-0.09651646,-0.017184265,-0.22378892,0.09670681,0.040662978,0.1207344,-0.39399302,0.36378267,0.8203122,0.06986143,0.29547837,-0.5874716,0.35329092,-0.21404667,0.40494353,0.02561583,-0.5186344,-0.21956165,-0.26283646,0.040336404,-0.33781904,11.571389,0.45587596,0.0087744165,-0.30877718,-0.0037879946,-0.13373536,-0.0330039,-0.1191376,-0.105771676,-0.12790692,-0.52930236,0.87298495,0.2685085,-0.35895762,-0.29149142,-0.3518773,-0.47851124,-0.2252397,-0.4724236,0.8398441,-0.11885409,-0.2712035,11.489946,0.011748359,-0.4442426,0.23895673,0.46484518,-0.046064507,0.04642998,-0.26246142,-0.19820073,-0.5297176,-0.6793965,0.17643495,-0.45226032,-0.34746942,0.22731708,0.8066145,0.4939371,7.6479745,5.325468,-0.18628629,-0.59844214,7.7958455,-0.6366749,0.22421809,-0.3506713,-0.31089383,-0.2808206,1
-0.05777895,0.1344893,-0.12839665,-0.08934737,-0.12574178,0.00026637348,-0.03346834,0.060397997,-0.17059001,0.066560894,0.103666134,0.19821057,-0.146926,-0.016808983,0.0048587457,-0.11532967,0.0291084,0.10968021,0.04438615,0.44767368,-0.2780411,-0.16482092,-0.20400865,-0.0033644142,-0.11613798,0.46486667,-0.12088319,-0.05543496,0.21188559,0.26876026,-0.05702694,0.033130426,0.047227047,0.21059479,0.04936787,-0.2869825,-0.17883216,-0.17162219,-0.0015153411,-0.25559783,-0.18609913,-0.2059986,-0.03118256,-0.21404667,11.890482,-0.0009431463,-0.12464913,-0.17512105,-0.25367945,-0.14151226,-0.33781904,-0.21691968,-0.06324555,-0.30737382,-0.30877718,-0.43663055,0.05998546,-0.17086263,-0.42525822,0.11069782,-0.12790692,-0.18944888,-0.39434704,-0.29974148,-0.20155877,-0.29149142,0.036404252,-0.27548623,-0.2252397,-0.3064338,-0.23134412,-0.4544458,-0.03750236,-0.21608903,-0.3045584,0.12996008,-1.1611862,-0.28898332,-0.005753335,-0.09524853,0.512043,-0.22403954,-0.38223672,0.009617557,-0.2751315,0.29502967,-0.34746942,0.71777225,-0.21632496,0.2874918,0.38232812,-0.6640404,-0.31376302,0.051875804,-0.27490562,0.33245432,-0.23004618,2.0162973,0.12651247,-0.2808206,1
-0.09539437,-0.10297153,0.010314546,-0.050562747,-0.010657379,0.27899635,0.0032370524,0.24656083,-0.25087315,0.10976471,0.9434866,-0.16262531,0.05909339,-0.061385527,0.09635123,-0.23912533,-0.24252988,0.16365051,3.9012792,-0.43642008,-0.06764148,-0.16482092,-0.27727598,0.10657475,-0.2307964,0.041854437,0.21205384,0.025845323,-0.19041976,0.037286986,-0.21328722,0.18390802,-0.5090095,0.18642402,-0.25376025,-0.23965122,-0.08414244,-0.26390675,0.08634759,0.19533369,-0.21346378,-0.49763748,-0.20011166,3.94794,-0.29953167,-0.669741,-0.004273012,0.47395474,-0.45264244,0.5634705,-0.33781904,-0.25197783,-0.049408197,-0.4937292,-0.30877718,-0.16607325,0.29125923,-0.22820914,-0.65265584,0.20896724,-0.12790692,-0.8810116,0.69396544,0.11460917,2.4202788,-0.29149142,-0.27758816,-0.3461291,-0.2252397,-0.106874816,-0.505149,-0.21237718,-0.3569147,-0.21608903,-0.817386,-0.28994444,-0.40085205,-0.2504853,-0.08280438,-0.42138103,0.059274826,-0.17661968,-0.35106412,1.1651132,0.15301844,-0.5239864,-0.34746942,0.37217763,0.26433852,-8.256453,-0.37134436,-0.24101467,0.061910607,-0.27993232,-0.5463063,-0.31112733,0.50242895,-0.06243853,-0.31089383,-0.2808206,0
-0.07146661,-0.27278903,-0.07760452,-0.17600775,-0.12689817,-0.12854779,-0.22134995,-0.04283694,-0.35828686,-0.20344493,0.060395807,-0.00560355,-0.29099464,-0.08065941,0.08664608,-0.122688875,0.042827018,-0.21687299,-0.009865906,-0.5295714,-0.36903968,-0.16482092,0.75564253,0.437868,0.17372218,-0.34710348,-0.21721767,-0.083474636,-0.10196216,-0.108697586,-0.11269315,0.30332246,-0.42233822,0.17685686,-0.42060128,-0.1501636,-0.009172537,0.25438553,-0.55049366,0.41082707,-0.18305086,-0.25948185,-0.017991515,-0.21404667,-0.20069088,-0.015810732,-0.2853152,0.024934787,-0.3318086,-0.24044596,-0.33781904,-0.25815466,0.36145607,-0.09171026,0.7033176,-0.47035927,-0.017268673,-0.17699899,-0.4227908,-0.6552508,-0.12790692,-1.0312322,-0.39434704,-0.5743614,-0.38389403,-0.29149142,-0.31859863,-0.2597333,-0.2252397,-0.46082017,-0.5665259,-0.43918994,-0.18364082,-0.21608903,-0.9093285,-0.25725,0.08591731,-0.36887518,-0.07689974,0.18036166,-0.0125869615,-0.73087937,-0.40748698,0.12719181,-0.01653058,0.9120214,-0.34746942,-0.24917608,0.17336577,-0.7457336,-0.15263526,0.0009661431,-0.6657196,-0.50909597,0.3685231,-0.45607728,-0.25792277,-0.3506713,-0.31089383,-0.2808206,0
-0.16045791,-0.26588175,-0.14922829,-0.004910185,-0.25798324,-0.050880395,-0.21612142,-0.25643477,-0.36905852,-0.24742706,0.036897205,-0.36236137,-0.10485086,-0.084501855,-0.10879334,0.10865799,-0.049070816,-0.3273518,0.09297064,-0.05501079,-0.4894043,-0.16482092,-0.2045142,-0.29568645,-0.2508505,0.034833923,-0.36250922,0.7458726,-0.21055228,-0.3596246,-0.42170388,-0.24589984,-0.139509,0.12972417,-0.25236863,-0.03351497,-0.5307558,0.2742584,-0.007978119,-0.12755094,0.47553512,-0.6181154,-0.091382496,-0.21404667,0.53867775,-0.24382532,0.268559,-0.0066007357,-0.22296624,-0.21852975,0.48460513,-0.4921369,-0.2806396,-0.26859576,0.81984764,0.0969546,0.10032934,-0.2565966,-0.37302133,-0.022228895,-0.12790692,-1.2202212,-0.39434704,0.067691736,-0.18571778,0.7318372,-0.51588124,-0.39361668,1.3790888,-0.89508,0.19300382,-0.09972709,-0.7136104,-0.21608903,-0.8151532,-0.4927389,-6.2345104,0.11820046,-0.42631352,-0.14144564,0.46779174,-0.041982986,-0.36360645,-8.012761,-0.4268125,-0.37572715,-0.34746942,-0.4696553,0.38779667,0.67194134,0.9184508,-0.4081922,-0.5947728,-0.5938226,-0.42164633,-0.88552314,-0.29047188,0.4463627,-0.31089383,0.091984,1
-0.17275904,-0.25524592,-0.06328917,-0.20695329,0.042791523,-0.1263751,-0.10667735,-0.47165927,-0.23528723,0.20292719,-0.1833272,-0.3158293,-0.2586803,-0.12427772,-0.4520852,-0.4852683,-0.29043993,-0.23791032,0.11477133,12.651638,-0.35742974,-0.16482092,-0.21088257,-0.14263701,-0.44189358,-0.25418425,-0.31587788,-0.48415527,-0.47602606,-0.17233385,-0.21335067,0.88544136,0.012798483,0.3472686,-0.72838736,-0.29783878,-0.08235487,-0.11994657,-0.3582168,-0.2947417,-0.0676392,-0.42994228,-0.2712295,-0.21404667,-0.39331836,-0.25954157,-0.36275214,-0.42612427,-0.24100044,-0.19881672,-0.33781904,-0.6573979,0.22819489,0.027198732,-0.30877718,-0.21231921,0.4701959,-0.310259,-0.5284779,-0.25057188,-0.12790692,7.972552,-0.39434704,-0.31700867,-0.39318237,-0.29149142,-0.27085805,-0.2802238,-0.2252397,-0.32186845,-0.45645168,11.614586,-0.5465077,-0.21608903,-0.49154127,-0.3918512,0.579427,-0.16776747,-0.8147674,-1.0413678,0.438048,-0.073069096,-0.69257724,0.6614173,-0.24810766,-0.52619934,-0.34746942,-0.15994076,-0.2150678,0.42019594,-0.07730032,-0.38311702,11.138673,-0.7795918,-0.38517228,-0.6051439,-0.24803355,-0.3506713,-0.31089383,-0.2808206,0
-0.08883539,-0.10542412,-0.1469239,-0.05660345,0.39908993,0.08593787,0.019546751,0.07006316,-0.024816485,-0.27632278,-0.36314598,0.18688144,0.34094864,-0.20650735,0.35164797,-0.15594268,0.49133757,0.23351192,-0.40134147,0.15209022,0.044721115,-0.16482092,-0.24710348,0.12522534,-0.061348315,-0.56256074,-0.18494125,-0.26569545,0.1544738,-0.41308233,0.40373385,0.17004909,0.115688294,0.3052423,0.45759654,0.073991366,0.044338267,-0.1983097,0.49473417,0.6705643,0.4992523,0.124788165,0.19390655,0.42992353,-0.11660153,-0.42336896,0.21582307,-0.035203137,0.059951268,-0.17499691,0.5945674,-0.043999325,-0.66289586,0.6938574,-0.30877718,0.58380276,0.50532794,-0.19676603,-0.0996764,0.044440895,-0.12790692,-0.72951895,-0.07134871,-0.6064115,-0.053102586,-0.29149142,0.43935823,0.39107835,-0.2252397,0.1812306,0.36623394,-0.029803507,0.2873164,-0.21608903,0.61062217,1.8461972,0.31967366,0.14470717,0.32604408,10.84192,-0.8244882,0.6820756,0.07847456,-0.4072321,-0.17567652,1.5476183,-0.34746942,0.21478806,-0.5653592,0.49687648,-0.15111673,-0.12229121,0.56053597,0.2600642,0.119524665,-0.64323395,-0.030532807,-0.3506713,-0.31089383,-0.2808206,1
0.008429788,0.13903634,-0.04999666,0.23546395,0.09097786,-0.089409165,0.09654864,0.057626896,0.008830308,0.094557375,0.02513899,0.251544,-0.17077379,-0.009338301,-0.006428342,0.53519857,-0.21325023,-0.13200542,-0.21030982,-0.36739096,-0.068381526,-0.16482092,0.48429433,-0.14094353,0.46912256,0.3479931,0.16879076,0.08815662,-0.04461623,0.14692003,0.8545598,-0.30638358,-0.17907347,0.23789634,0.07033513,12.334211,0.7382606,0.07177596,-0.08045995,0.15195687,0.34453967,0.53514147,-0.023087049,-0.21404667,-0.18550146,1.0902479,0.1710355,0.14104451,0.3828176,-0.25777856,-0.33781904,1.1593152,0.48461813,0.53980064,-0.30877718,-0.009749487,-0.003192969,0.13265793,1.1552594,-0.22187689,-0.12790692,0.29129463,-0.39434704,0.2550427,0.40140003,-0.29149142,-0.14914902,-0.2398444,-0.2252397,-0.29644644,-0.24286889,-0.1385343,0.042220123,0.5630136,0.3266698,0.43434778,0.74254966,0.81530666,-0.03785719,-0.4839401,-0.5241919,-0.015817218,0.8366241,0.25518888,0.06527136,0.5563461,-0.34746942,0.19587642,0.014493058,0.49454188,-0.32494265,0.17064138,0.34074885,0.81323844,-0.16300768,0.67148495,1.1273143,-0.3506713,-0.31089383,-0.2808206,1
-0.10843,0.097709425,-0.091532156,0.11299425,-0.14886408,-0.06772446,-0.15078756,-0.028648319,-0.14729102,13.028462,0.12620296,0.14763851,-0.25901812,0.28416073,0.09744613,0.495038,-0.14073448,-0.035215143,-0.179738,0.0988789,-0.13205631,-0.16482092,-0.101591036,-0.15722336,-0.1732638,-0.2082021,-0.2122498,-0.26627544,-0.32331994,-0.15414536,-0.22267552,0.03586059,2.1450646,0.27149564,-0.52163833,-0.32848436,0.04421005,-0.27272633,-0.23470604,-0.0600309,0.38915765,-0.22557393,-0.15970805,-0.21404667,-0.007383479,0.43755737,-0.030725574,-0.21155164,-0.24901499,0.053305242,-0.33781904,0.25470063,0.63389724,0.82680476,-0.30877718,-0.02338032,0.46882877,-0.21620683,0.537468,-0.11075832,-0.12790692,-0.20177492,0.6988845,0.22861797,0.33520916,-0.29149142,-0.25045803,-0.11985509,-0.2252397,0.027996333,11.245887,-0.35383272,0.009018125,-0.21608903,-0.12536189,0.38828677,0.85272384,0.13718398,-0.34843856,-0.047193155,0.3610888,0.22509879,1.2439128,0.7896792,0.21410938,-0.74298733,-0.34746942,-0.859492,-0.09888836,0.5824342,7.4139056,0.23755418,0.3161386,0.3271829,0.39828596,-0.50078547,-0.21757141,0.31785542,-0.31089383,-0.2808206,1
-0.24684529,-0.20483546,-0.13078885,-0.035361774,-0.26126125,-0.1479047,-0.20732503,13.119064,-0.27951857,-0.3159303,0.013187218,-0.22074015,-0.18514667,-0.18647899,-0.5396767,0.23447083,-0.11713072,-0.36276263,-0.26905546,-0.66947865,-0.42532036,0.6263354,-0.5681668,-0.121565215,-0.53984886,-0.63239515,0.5688645,-0.48103768,-0.270328,-0.316324,-0.4390992,-0.34064126,0.30804753,-7.0351205,-0.4433192,-0.21790087,-0.4408942,-0.5595779,-0.3271472,-0.3314215,-0.601497,-0.45352626,-0.6933036,0.18048544,-0.43132576,-0.46137285,-0.3230937,-0.5139881,-0.4690934,-0.07248128,0.9303685,-0.85323876,0.009762686,-0.6425157,-0.043191876,-0.93435544,-0.70343184,-0.02826529,-0.7305223,-0.85833615,11.988398,0.36807677,-0.3169707,-0.52415985,-0.47353655,5.873719,-0.22549784,-0.51684135,-0.2252397,-0.27805558,-0.43442562,-0.5985763,-0.8619298,-0.21608903,-0.7056809,-0.54894924,-0.09316874,-0.057255164,-0.48008066,-0.078635275,1.3532594,-0.09322786,-0.7302707,-0.81890357,-0.358443,-0.39012527,5.14778,-0.91027564,-0.7969003,0.1672872,-0.54711163,-0.4689378,0.3328233,-0.70949715,-0.6135383,0.8536916,-0.7556777,0.7418141,-0.31089383,6.22509,1
-0.21221048,-0.1859081,-0.10800908,-0.11775324,-0.22396703,-0.063763686,-0.36289272,-0.20614989,-0.04532614,-0.09889996,-0.012546681,-0.41309386,-0.094619356,-0.12315328,-0.3272931,-0.43020996,-0.26041418,-0.16476268,-0.2405437,-0.49746585,10.692661,-0.16482092,-0.5517106,-0.036499288,0.1534893,0.11769768,-0.3151803,0.06750541,-0.047671113,-0.07813772,-0.020253984,-0.04935029,-0.7962327,0.123141676,-0.6576519,-0.41444945,-0.5008085,-0.36317912,-0.34985688,-0.4035923,-0.47042406,-0.1765512,-0.78057396,-0.21404667,-0.48736164,-0.332274,-0.45350635,-0.28252578,-0.4027904,-0.03757349,0.6559837,-0.14062163,-0.24031286,-0.31114846,-0.30877718,-0.2752248,-0.928577,-0.2632728,-0.3625641,-0.72273296,-0.12790692,0.13872571,-0.39434704,-0.11276697,-0.5728907,-0.29149142,-0.3585577,-0.4319692,-0.2252397,-0.61976385,-0.9320054,-0.2720087,-0.4465346,0.45915887,0.07882955,-0.66577786,-0.21160506,-0.5838191,-0.49542078,-0.66779697,-0.38616294,-0.07040384,-0.9626822,0.51914966,-0.35282624,-0.6289244,2.4763825,-0.5883606,-0.2591537,0.79291034,-0.7925163,9.718863,-0.1370815,-0.55108273,-0.4504919,-0.66206324,-0.72723114,-0.03872267,-0.31089383,-0.2808206,1
-0.08557032,-0.20615001,-0.13963498,-0.24849693,-0.27933326,-0.119516484,-0.0862388,-0.18031417,-0.16121714,-0.20554675,-0.13520925,-0.07534623,-0.20448437,-0.0111338515,12.809915,-0.028212193,-0.22174278,-0.36311543,-0.41138852,-0.31574684,-0.29948616,-0.16482092,-0.38867307,-0.16081123,-0.24416061,-0.115743734,-0.53487134,-0.46491942,-0.3918651,-0.4356682,-0.27345964,0.1362458,-0.16158986,0.3687507,-0.40572885,0.056918524,-0.041961912,0.21704315,-0.4355277,-0.1964872,-0.5959453,-0.28515223,-0.5232203,0.21747968,-0.1358028,-0.42413443,-0.48704252,-0.36159515,0.3089368,-0.03629352,6.0536056,-0.22786042,-0.22265516,-0.5842594,-0.01828861,0.22364286,-0.6129909,-0.073467724,-0.2701062,-0.8011538,-0.12790692,0.53052753,-0.39434704,-0.13244218,-0.9747486,8.427129,-0.34046066,-0.27051485,-0.2252397,-0.115764424,-0.70204616,-0.15682666,-0.19418243,-0.21608903,-0.34610915,-0.43854097,0.35396084,-0.31371313,0.17273176,0.14611109,-0.48584783,0.45947748,0.030085756,-0.5966889,-0.45104396,-0.31787288,1.0942318,0.41550186,-0.31885952,-0.112312034,-0.47176227,-0.12489239,0.07563143,-0.09516926,-0.40241453,-0.5425671,-0.70625055,8.775992,0.93021965,-0.2808206,1
0.054972365,0.3720383,-0.06588094,13.18333,0.057063986,-0.028882992,-0.08194136,0.11920909,0.06635122,0.031968605,0.051339343,0.018473828,-0.011415003,0.12720278,-0.19792669,12.259976,-0.19658443,-0.061456114,0.37572917,0.019839136,0.5295549,-0.16482092,0.01520626,-0.030383963,0.74376714,0.1979474,-0.20226048,0.19668572,0.18214807,0.13623573,0.13595003,-0.04285939,0.069498286,-2.957683,-0.19452707,0.5011455,-0.04039833,0.0854895,0.09241775,0.31747916,-0.5575529,0.7143503,11.534094,-0.21404667,-0.109196834,0.61898255,0.4091477,0.043050043,0.13986659,-0.18112999,-0.06704248,0.20274934,0.72098726,-0.041482132,-0.30877718,0.63698727,-0.25588962,-0.00078509515,0.9935689,0.9765364,-0.12790692,0.5175336,6.6493673,0.112404935,1.126298,-0.29149142,-0.1669524,1.7085613,0.2021693,0.1301924,1.3967083,0.093985766,-0.1865742,-0.21608903,0.24067357,1.4729476,-0.17827556,-0.12737444,0.72642016,1.1766496,-0.009603702,-0.17418516,0.25010228,-1.0444902,-0.051573012,-0.17313777,-0.34746942,0.08957613,0.30619937,0.033687867,-0.18446441,0.35080576,0.3249781,0.29363084,-0.15182395,0.14865227,0.83846444,1.4621825,1.3381237,6.4515038,0
2.0193717,-0.0858864,-0.14584166,0.37834138,0.023559717,-0.16766977,-0.039472938,0.050326094,0.02086369,0.17500718,0.065564,-0.06447056,-0.16419764,-0.10110223,0.05457942,0.42982706,-0.22848526,0.21066153,0.2920799,0.042055048,0.16194746,-0.16482092,-0.28232858,0.1624317,0.60890776,0.12231594,-0.289128,0.21132918,0.29056028,0.30249166,0.14574438,-0.104040265,-0.04415939,0.20058306,0.14955062,0.45616302,0.2619054,0.045035265,-0.16887616,-0.26834238,-0.094891705,-0.027688969,2.8608575,-0.21404667,-0.027013155,0.08498009,-0.010582133,-0.2502292,0.5730673,-0.11681701,-0.33781904,-0.25399777,1.1363785,-0.33800083,0.12832282,0.20218049,0.62178975,-0.067233644,0.65519375,-0.26161367,-0.12790692,0.07645496,0.42609903,-0.34764352,0.15625168,-0.29149142,0.4921476,-0.11716651,-0.2252397,0.6822717,0.076248206,0.013420628,-0.1794744,-0.21608903,0.70912004,0.5546182,-0.6045788,0.059089128,0.6340723,0.85647583,-0.32037675,-0.5145664,0.32876536,-0.07064187,0.12680075,-0.056112878,-0.34746942,0.43896198,0.42113426,0.5417569,-0.09384558,0.7388159,0.3791802,-0.034489118,-0.23523019,0.17006278,-0.11331213,-0.3506713,-0.31089383,0.5952299,1
-0.037265792,0.06412177,-0.11132465,-0.10415579,0.103911236,-0.17415166,-0.13540907,0.12472072,-0.06421182,-0.0642574,-0.12249603,-0.25543383,-0.23878999,0.08450366,-0.20977888,1.3638381,-0.38088244,-0.21608596,0.22344291,-0.17998503,7.01023,-0.16482092,-0.17529802,0.0035534627,-0.053720668,0.1072007,0.577029,0.78719616,0.075684465,0.0386616,0.38573977,-0.2506124,-0.18449794,0.28764528,-0.29068133,0.5925902,0.4560676,0.3194657,-0.10782094,-0.11942475,-0.10390717,-0.003169601,0.4546259,-0.21404667,-0.19606555,0.14589366,0.36134967,-0.28008282,0.24957079,0.13947909,-0.12600654,0.9758138,0.7134165,0.24717663,-0.30877718,-0.044795323,9.005169,0.02951925,0.72220105,-0.38315395,-0.12790692,0.45739377,-0.19708076,-0.06860467,-0.11671651,-0.29149142,2.2818623,0.5720137,-0.2252397,0.09462162,0.783729,0.29160154,0.019652354,-0.21608903,2.434097,0.3303701,0.0025208013,-0.35800982,0.3819951,0.5974609,-0.34011316,0.018817246,0.13713337,0.46311322,0.037813213,0.028967766,-0.06900359,0.36780104,-0.15268366,0.6631951,-0.46297255,-0.40208924,0.54034126,-0.11302057,-0.4632181,0.1414003,-0.20589966,-0.3506713,-0.31089383,-0.2808206,1
0.1435547,0.23254906,0.09330815,0.47748977,0.19542478,0.23990364,0.5082989,0.76273316,0.5625637,0.6368675,0.10480519,0.3060229,1.7306815,-0.06983596,0.3690876,0.26596224,0.20190907,1.005165,0.6100361,0.39059025,0.41245723,-0.16482092,0.920544,-0.009539424,0.025088804,1.404069,0.30693096,-0.11850047,0.627046,-0.21784854,-0.18983912,0.79677224,0.5338239,-0.075656824,0.6909295,0.89589286,0.32114556,-0.026194407,0.98930335,0.5828806,-0.058313884,0.5542759,0.0020086325,-0.21404667,-0.123316035,0.20281413,0.13698554,0.293652,0.738079,1.2330606,-0.33781904,0.4772666,-0.105309635,1.7518929,0.08057277,0.56374973,-0.05698968,0.15762539,-0.033857096,-0.074271955,-0.12790692,1.0598762,-0.1359287,1.1906358,2.2777395,-0.29149142,0.20151944,0.26926646,-0.2252397,2.1824975,0.19622445,-0.061137274,1.5270663,0.5841494,-0.02322523,0.74420875,-0.75810117,0.3335412,1.0507281,0.6582056,0.3812372,0.7660172,10.053544,0.09862821,0.5966672,-0.117412224,0.8728752,1.1152107,10.6268425,-0.7182356,0.4505028,0.82691693,-0.1999303,1.3345939,0.57538444,0.22065645,0.23456818,0.019020047,-0.31089383,-0.2808206,0
-0.081326164,-0.11543556,-0.1135942,-0.16511677,0.09593886,-0.13148294,-0.023172522,0.10740134,0.026756225,0.3088784,-0.30004957,-0.07209627,-0.21403052,-0.109967224,0.5441685,-0.41132316,-0.1271027,12.790189,-0.1194597,-0.21522573,0.64753765,-0.16482092,-0.16477461,-0.17665721,-0.20899928,0.047635507,-0.016221331,0.57460684,-0.19144157,0.27739087,-0.18759458,0.011335915,1.2664888,0.28464565,0.0019437519,-0.33560792,0.12789004,-0.31958863,0.2163235,-0.076306224,0.060689684,0.17419396,0.112075344,0.9577731,-0.2895167,-0.29364246,0.08948739,-0.0060084714,-0.06377179,-0.4294757,-0.33781904,0.16758223,0.19092926,-0.2564043,-0.30877718,-0.0125367865,0.6328158,0.013120884,11.487324,-0.31711262,-0.12790692,0.4865582,-0.39434704,1.6464401,0.16362663,-0.29149142,0.08663812,0.23121676,-0.2252397,0.3753319,-0.21751887,-0.13891692,0.71360624,-0.21608903,0.8523165,-0.112298705,0.50293624,-0.15305707,0.6637867,0.019722044,-0.26312163,0.16450103,0.3084679,-0.09121103,-0.20000951,-0.71742404,-0.34746942,0.100257404,-0.005906261,0.25505662,0.6658489,0.21423566,-0.14404479,0.2963058,0.37665883,0.62121195,0.94362444,-0.3506713,-0.31089383,-0.2808206,1
-0.2608715,13.265495,-0.17475115,-0.48359373,-0.29741117,-0.19007583,-0.26030263,-0.3550406,-0.23209076,-0.3798725,-0.45343906,-0.37119007,-0.22204,-0.22699372,0.4392453,-0.77042615,-0.3805866,-0.6530285,-0.3989725,-0.43416482,-0.5092163,0.4413503,-0.7572655,-0.27833295,-0.3780038,-0.6023914,0.015526755,-0.4458536,-0.7286858,-0.3365996,-0.3893849,12.459904,-0.19082874,0.035526223,0.17682193,-0.30322272,-0.2975191,-0.22201103,-0.1766285,0.012458986,-0.4724772,-0.4863541,-0.35430327,2.9198182,-0.74664664,-0.7337436,-0.44255105,-0.3712767,-0.6196666,-0.45560548,-0.10402715,-0.6814615,-1.069718,-0.6194137,7.3691998,-0.48472342,-1.1962818,-0.41596234,-0.8929783,-0.6633966,-0.12790692,-0.7650084,0.28134662,-0.52990496,-0.46121925,-0.29149142,-0.33918846,-0.46802863,-0.2252397,10.9126,-0.6569572,-0.39236125,-0.9721687,-0.21608903,-1.0444717,-0.4725458,-2.0133345,-0.46777278,-0.5682721,-0.9727772,-0.7184056,-0.058048114,-0.748082,-0.715546,-0.420554,-0.12781233,-0.34746942,-0.3928149,-1.0787271,-6.8449287,-0.35515192,-0.46762744,-0.23294716,-0.305584,-0.63222986,-0.3437472,-1.3366141,0.006021744,-0.31089383,0.4851636,1
