rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_TMEM109,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_KRTAP19-7,methylation_gene__GENE_ZNHIT2,methylation_gene__GENE_CNOT10,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_COMMD5,methylation_gene__GENE_NEK4,methylation_gene__GENE_HSPD1;HSPE1,methylation_gene__GENE_SPATA13,methylation_gene__GENE_NAA50,methylation_gene__GENE_ZMYM6,methylation_gene__GENE_MIB1,methylation_gene__GENE_MYH10,methylation_gene__GENE_TIGD3,methylation_gene__GENE_CARKD,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_ZKSCAN4,rnaseq_gene__GENE_DCD,methylation_gene__GENE_ZNF639,methylation_gene__GENE_DLEU2;TRIM13,methylation_gene__GENE_DDX21,methylation_gene__GENE_TEF,methylation_gene__GENE_AK2,methylation_gene__GENE_PRKAG1;MLL2,methylation_gene__GENE_RBMS2,methylation_gene__GENE_PRNP,methylation_gene__GENE_FSIP1,methylation_gene__GENE_GCN1L1,methylation_gene__GENE_CFAP418,methylation_gene__GENE_TLL2,methylation_gene__GENE_ZMAT2,methylation_gene__GENE_UBR1,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_PALB2;DCTN5,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_NLK,methylation_gene__GENE_COMMD3,methylation_gene__GENE_MTHFD2,methylation_gene__GENE_POLD3,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_STRAP,methylation_gene__GENE_VPS28,rnaseq_gene__GENE_DEFB123,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_TPCN2,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_TH1L,methylation_gene__GENE_MRPL35,methylation_gene__GENE_RSAD2,methylation_gene__GENE_BLMH,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_TINF2,methylation_gene__GENE_FAH,methylation_gene__GENE_STK10,methylation_gene__GENE_SHCBP1,methylation_gene__GENE_CTSC,methylation_gene__GENE_C6ORF57,methylation_gene__GENE_NUBP1,methylation_gene__GENE_ARPC2,methylation_gene__GENE_TRMT11,methylation_gene__GENE_COPZ1,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_TUBD1;RPS6KB1,methylation_gene__GENE_LAP3,methylation_gene__GENE_CRELD1;IL17RC,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_PDXK,methylation_gene__GENE_FBXL8;TRADD,methylation_gene__GENE_PIP5K1A,methylation_gene__GENE_C19ORF36;MOBKL2A,rnaseq_gene__GENE_SCARNA4,methylation_gene__GENE_RGS2,methylation_gene__GENE_GRPEL2,methylation_gene__GENE_LOC283314;C1RL,methylation_gene__GENE_SART3,methylation_gene__GENE_SKAP2,rnaseq_gene__GENE_UBE2DNL,methylation_gene__GENE_ZNHIT3,methylation_gene__GENE_DTD1,methylation_gene__GENE_C14ORF143;TDP1,methylation_gene__GENE_RBM39,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_NDUFC1,methylation_gene__GENE_C12ORF12,methylation_gene__GENE_SDCBP,methylation_gene__GENE_PCMTD2,methylation_gene__GENE_EML2,methylation_gene__GENE_VWA2,methylation_gene__GENE_BANP,methylation_gene__GENE_ACYP1,methylation_gene__GENE_PACS1,rnaseq_gene__GENE_TEX13A,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454543,-0.045454543,0.026213178,0.123891346,-0.063021496,-0.06425547,0.11366087,0.010354679,0.42945364,-0.08854886,0.20930603,0.77115136,-0.16549222,0.34405574,0.19318482,0.11541811,0.24387312,0.058328282,0.22313906,-0.17174122,-0.08771877,-0.008255056,-0.0040302267,-0.07261519,-0.17810331,-0.24416125,0.8971477,-0.035964943,0.18717764,0.3459178,0.55475944,0.3894572,0.8357188,0.177277,0.58181924,0.9482733,-0.10575867,0.15306064,0.10902377,-0.17391363,-0.06604976,0.034324005,0.03576586,0.15881242,0.109834366,0.9815012,0.23493233,1.0879319,-0.09053003,-0.11734243,-0.017548116,0.6714834,0.7726025,-0.17547643,0.35076898,0.06376371,-0.09292495,0.35929692,0.0032518655,3.461759,0.38041523,0.12509142,0.3700894,0.19455156,0.22928321,-0.090765305,-0.031772554,0.5405498,-0.14536843,2.3254156,-0.23293154,0.073184624,0.029781174,0.3053059,0.3605754,0.008156449,-0.07712625,0.06931686,0.9112744,-0.01896023,17.972397,-0.107129686,-0.12741643,0.16510408,0.49122867,-0.0572387,-0.16317658,-0.27842215,0.28196192,-1.0184381,0.8940539,-0.1570442,1.4669945,0.53272,0.49667037,0.33550772,0.059824392,-0.13164584,1
-0.045454547,-0.045454547,-0.045454543,-0.045454543,0.009785681,-0.1716004,-0.063021496,-0.06425547,0.13559557,0.600855,0.8207895,-0.086659566,-0.36470613,1.7009914,0.6641241,0.5503442,0.72362304,0.21751869,0.18989217,0.5645557,0.16013235,-0.0024329221,-0.044347864,0.23681845,-0.03134677,-0.07261519,0.1782962,0.14572643,1.0684891,-0.08489433,0.8185419,-0.08869567,0.93925047,0.36436123,-0.24995013,0.4791405,1.4132686,-0.37520152,0.15982834,-0.27076194,-0.07909417,-0.040159047,-0.06604976,0.20554264,0.24160112,-0.12017282,-0.42517877,0.6352676,0.29021448,1.5126345,-0.09053003,-0.11734243,0.121402785,0.9998394,3.7179096,-0.010895384,0.75956094,0.080558166,-0.09292495,0.8339191,0.109125085,0.6454124,6.584307,-0.054314177,1.3565855,0.42224076,18.11165,-0.050679732,0.012491868,-0.069065325,-0.48554486,0.29578573,0.2751643,-0.3032198,0.04973634,1.2490774,0.9707161,-0.14802487,-0.07712625,0.11453114,2.9706793,0.05763734,0.39928702,18.189785,-0.12741643,-0.070691526,2.3008494,0.38290974,-0.2686733,-2.1542914,0.5214182,-1.1005594,1.2703476,3.6069574,-0.09245336,0.0876425,0.5112645,1.0534782,-1.840358,-0.13164584,1
-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.060223382,-0.054904364,-0.063021496,-0.06425547,-0.12917063,0.0063300165,0.18604071,-0.10644303,-0.11052783,0.21373604,-0.1372667,0.41996992,-0.04646463,0.005088034,-0.027311742,0.101112574,0.024295857,0.21110554,-0.29235527,-0.33702388,0.09808578,-0.07261519,-0.38549632,-0.29082996,0.15897368,-0.4011718,0.74099326,0.28177342,0.3153794,-0.11603817,0.76980704,0.019352932,-0.023889586,0.31046477,0.15108275,-0.39435655,-0.11124334,-0.10001507,-0.06604976,0.010496432,0.7345488,-0.062347133,-0.10272075,0.3016969,-0.09947893,0.20078841,-0.09053003,-0.11734243,-0.15860812,0.24021968,0.10290072,-0.28919947,0.2659317,-0.76336193,-0.09292495,-0.34887475,-0.17324126,0.005263341,0.2495399,-0.1069755,0.45863554,0.013376881,2.3070347,-0.40121794,-0.42262802,-0.022469189,-0.053284615,0.23647249,-0.10649427,0.14049557,0.14124183,-0.18869087,-0.20791431,-0.28808537,-0.07712625,-0.24842836,0.55956036,-0.02635317,-0.027870137,1.1719373,-0.12741643,-0.20833997,0.624464,-0.4428249,0.15860966,-0.05200178,0.2951104,0.36113498,-0.021122599,0.891688,0.267448,0.42935467,-0.25864524,-0.23020007,0.6135157,-0.13164584,0
-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.026304621,0.20671712,-0.063021496,-0.06425547,-0.122994564,0.40591368,0.32678154,-0.024055734,-0.0015903354,0.43009806,0.21541722,0.32865962,0.631228,0.026608696,0.1814237,-0.013046109,0.22933331,0.16435407,-0.14652123,-0.33843085,0.13203658,-0.07261519,-0.47697106,-0.08885168,0.3931222,-0.07800165,0.7809011,0.26361775,0.16965275,0.52322453,0.09725301,0.342901,-0.07874506,0.0949922,-0.004928933,0.06482622,-0.14663891,-0.14620562,-0.06604976,0.135227,0.89481944,-0.029369744,-1.08576,0.5154483,-0.37941143,0.08192202,-0.09053003,-0.11734243,0.006305497,0.5200759,0.70102066,0.11557208,0.10270285,0.22569966,-0.09292495,0.4583473,1.239707,18.26316,-0.12257877,-0.13269816,0.8392299,-0.00077257457,0.058819678,-0.06554451,-0.03154424,0.22201525,0.047794316,0.977309,-0.56941813,0.363666,0.7183501,0.008651567,-0.14132856,-0.23737662,-0.07712625,0.069039,0.6631787,11.24932,0.41080758,0.34321555,-0.12741643,0.31969345,1.097282,-0.1656516,-0.09133679,0.21973632,0.6648595,0.52030736,0.5217667,0.88277674,1.1409756,0.46383378,-0.63281465,0.61198467,0.37665507,-0.13164584,1
-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.008807681,0.064474486,-0.063021496,-0.06425547,-0.02063643,0.35651994,-0.10538901,-0.10715304,-0.31550097,0.11535538,-0.32477936,0.33951563,0.80400145,0.037746716,0.06772682,0.014157167,-0.016427882,-0.1479742,-0.25991908,0.06588109,0.05214946,-0.07261519,-0.43684644,0.19905609,-0.066095926,-0.11914832,-0.29569808,0.15334834,0.90101355,0.4142284,0.50150406,0.2075083,0.0158276,0.20743784,-0.08200213,-0.026606807,0.0066851904,-0.16781849,-0.06604976,0.15203515,0.26241377,0.79996806,-0.008012196,0.044325214,0.113134556,-0.3970272,-0.09053003,-0.11734243,-0.043292675,-0.11127421,0.07636588,-0.33401728,-0.11392435,0.50607264,-0.09292495,-0.049822733,0.7441453,-0.11828842,0.11969319,0.064565256,0.4025814,0.1120476,1.018752,18.045818,0.06559603,0.51446605,-0.78788316,0.99117106,-0.06655288,-0.14412332,0.2805313,0.18817233,-0.12882556,-0.16954917,-0.07712625,0.055230394,0.35493484,-0.21954498,0.45653853,0.71862376,-0.12741643,-0.002797907,0.23152697,-0.22905914,0.04602785,0.015286276,0.46595922,0.47890323,0.11979711,0.5044232,-0.01315524,0.64886856,0.28700945,0.38732478,0.38266748,-0.13164584,1
-0.045454547,-0.045454547,-0.045454543,-0.045454543,0.021561064,0.026010467,-0.063021496,-0.06425547,0.053487014,0.19691066,0.65709823,-0.09658525,-0.08571555,16.62765,0.31053942,0.5402723,-0.13251951,0.12085747,0.18851575,0.31393233,0.1923492,0.039626066,-0.12734404,-0.037625924,0.04440457,-0.07261519,-0.14207378,20.086838,0.60821337,-0.04402887,-0.08719313,0.28520945,-0.052292623,0.14097163,-0.021996118,0.6234643,0.71096694,0.30841076,5.8739643,0.02656628,-0.029306402,-0.16718751,-0.06604976,0.27460003,0.09809307,0.113734804,-0.0024882632,0.70423585,0.36958387,1.42631,-0.09053003,-0.11734243,0.078458354,1.8551283,-0.115355596,0.0023622944,-0.28118375,0.19867557,-0.09292495,0.63308114,0.08407658,0.4264123,0.908637,0.034533173,0.41062787,0.0345565,-0.005475821,-0.08538192,0.011976436,0.36940554,-0.37884673,1.4756366,0.7790332,0.044678032,0.0313175,0.6705365,0.26170567,-0.005881576,-0.07712625,0.25667304,1.4853156,0.3259138,0.4736735,0.17539129,-0.12741643,-0.021130122,1.9486474,0.22945431,-0.42550346,-0.08746511,0.2238455,-1.1365814,2.5303645,17.74466,0.2051133,-0.17736569,0.9135061,0.522896,1.2946596,-0.13164584,0
-0.045454547,-0.045454547,-0.045454543,-0.045454543,-0.008823827,-0.21389154,-0.063021496,-0.06425547,0.16205356,-0.24740428,-0.3147769,-0.133666,-0.25077528,-0.17538872,-0.325326,0.5249141,-0.29218262,-0.045659754,-0.00071785843,-0.5187829,-0.02651372,-0.17827187,-0.33402637,-0.0456328,-0.23257156,-0.07261519,-0.21421503,0.07734514,-0.64583874,-0.08799398,-0.509517,-0.15239102,-0.021616137,-0.2542429,-0.13361834,-0.111397125,-0.27299696,-0.44944662,-0.29296565,-0.36850947,0.17339885,0.30304617,-0.06604976,0.24023153,0.3370148,0.203275,-0.071227364,-0.71389365,-0.28579336,-0.56893086,-0.09053003,-0.11734243,-0.036171798,0.44579038,-0.6237204,-0.41074753,-0.5442213,-0.25627792,-0.09292495,-0.42912552,-0.08808751,-0.079887465,-0.6567284,-0.034578286,-0.27852258,-0.28320163,0.048147082,-0.0977151,-0.07721394,-0.50025785,-0.74827313,0.074340284,-0.47703978,-0.4620957,-0.3003769,-0.4519718,-0.2624406,-0.18463905,-0.07712625,-0.11580079,-0.05325979,-0.32472986,-0.025596527,0.3659446,-0.12741643,0.031880163,-0.5291579,-0.4902797,-0.35255986,-0.12787645,-0.3707353,0.6740496,-0.06965031,-0.4458927,-0.09618825,-0.21046485,-0.23777711,-0.12728386,-0.19058983,-0.13164584,1
