scope,cancer,endpoint,repeat,fold,seed,n_total,n_train,n_validation,n_test,class_1_train,class_1_validation,class_1_test,patient_overlap_train_test,feature_candidates,features_selected,feature_selection,selected_features_path,train_path,train_metadata_path,validation_path,validation_metadata_path,test_path,test_metadata_path
per_cancer,HNSCC,os_5yr,3,0,42,286,182,46,58,148,41,43,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_00/test_metadata.csv
per_cancer,HNSCC,os_5yr,3,1,42,286,183,46,57,147,36,49,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_01/test_metadata.csv
per_cancer,HNSCC,os_5yr,3,2,42,286,183,46,57,148,37,47,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_02/test_metadata.csv
per_cancer,HNSCC,os_5yr,3,3,42,286,183,46,57,149,34,49,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_03/test_metadata.csv
per_cancer,HNSCC,os_5yr,3,4,42,286,183,46,57,154,34,44,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_03_fold_04/test_metadata.csv
per_cancer,HNSCC,os_5yr,4,0,42,286,182,46,58,153,35,44,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_00/test_metadata.csv
per_cancer,HNSCC,os_5yr,4,1,42,286,183,46,57,148,36,48,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_01/test_metadata.csv
per_cancer,HNSCC,os_5yr,4,2,42,286,183,46,57,148,36,48,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_02/test_metadata.csv
per_cancer,HNSCC,os_5yr,4,3,42,286,183,46,57,151,34,47,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_03/test_metadata.csv
per_cancer,HNSCC,os_5yr,4,4,42,286,183,46,57,153,34,45,0,294286,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/HNSCC/repeat_04_fold_04/test_metadata.csv
per_cancer,LSCC,os_5yr,0,0,42,281,180,45,56,123,35,41,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_00/test_metadata.csv
per_cancer,LSCC,os_5yr,0,1,42,281,179,45,57,124,33,42,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_01/test_metadata.csv
per_cancer,LSCC,os_5yr,0,2,42,281,180,45,56,129,32,38,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_02/test_metadata.csv
per_cancer,LSCC,os_5yr,0,3,42,281,180,45,56,129,32,38,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_03/test_metadata.csv
per_cancer,LSCC,os_5yr,0,4,42,281,180,45,56,126,33,40,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_00_fold_04/test_metadata.csv
per_cancer,LSCC,os_5yr,1,0,42,281,179,45,57,126,32,41,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_00/test_metadata.csv
per_cancer,LSCC,os_5yr,1,1,42,281,180,45,56,128,32,39,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_01/test_metadata.csv
per_cancer,LSCC,os_5yr,1,2,42,281,180,45,56,127,32,40,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_02/test_metadata.csv
per_cancer,LSCC,os_5yr,1,3,42,281,180,45,56,128,31,40,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_03/test_metadata.csv
per_cancer,LSCC,os_5yr,1,4,42,281,180,45,56,124,36,39,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_01_fold_04/test_metadata.csv
per_cancer,LSCC,os_5yr,2,0,42,281,180,45,56,127,30,42,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_00/test_metadata.csv
per_cancer,LSCC,os_5yr,2,1,42,281,179,45,57,130,31,38,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_01/test_metadata.csv
per_cancer,LSCC,os_5yr,2,2,42,281,180,45,56,126,32,41,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_02/test_metadata.csv
per_cancer,LSCC,os_5yr,2,3,42,281,180,45,56,127,34,38,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_03/test_metadata.csv
per_cancer,LSCC,os_5yr,2,4,42,281,180,45,56,128,31,40,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_02_fold_04/test_metadata.csv
per_cancer,LSCC,os_5yr,3,0,42,281,179,45,57,126,29,44,0,296979,100,variance ranking fitted on training rows only,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/selected_features.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/train.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/train_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/validation.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/validation_metadata.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/test.csv,/home/prime/Documents/g3/tab-r1/paper/analysis/generated_folds/per_cancer/os_5yr/LSCC/repeat_03_fold_00/test_metadata.csv
