methylation_gene__GENE_CDCA4,methylation_gene__GENE_TRIM25,methylation_gene__GENE_C18ORF10;KIAA1328,methylation_gene__GENE_C14ORF80,methylation_gene__GENE_LPCAT1,methylation_gene__GENE_ADH5,methylation_gene__GENE_HEXB,methylation_gene__GENE_BCL7A,methylation_gene__GENE_THUMPD3,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_MRPS17,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_MTMR4,methylation_gene__GENE_ZNF747,methylation_gene__GENE_TM9SF1,methylation_gene__GENE_KIAA0101,methylation_gene__GENE_USPL1,methylation_gene__GENE_HSPBP1,methylation_gene__GENE_LLPH,methylation_gene__GENE_HERC5,methylation_gene__GENE_BRI3,rnaseq_gene__GENE_ACTL6B,methylation_gene__GENE_UBE2L6,methylation_gene__GENE_ZNF273,methylation_gene__GENE_CNPY3,methylation_gene__GENE_NCK1,methylation_gene__GENE_UQCRB,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_SH3RF2,methylation_gene__GENE_PTGES3,methylation_gene__GENE_KIAA1328;C18ORF10,methylation_gene__GENE_ATP6V1C1,methylation_gene__GENE_PAPD4,methylation_gene__GENE_CRIP2,methylation_gene__GENE_RNF17,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_GAS2L1,methylation_gene__GENE_CDK11A;CDK11B,methylation_gene__GENE_LOC100329108;GCSH,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_MSRB2,methylation_gene__GENE_FUCA1,methylation_gene__GENE_CEP350,methylation_gene__GENE_SLC35F2,methylation_gene__GENE_RCBTB2,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_TAPBPL;LOC678655,methylation_gene__GENE_LIF,rnaseq_gene__GENE_FAM9C,methylation_gene__GENE_CLDN7,rnaseq_gene__GENE_KLHL1,methylation_gene__GENE_CD27;TAPBPL;LOC678655,methylation_gene__GENE_NAA20,methylation_gene__GENE_RAB28,methylation_gene__GENE_MXD3,methylation_gene__GENE_FKBPL,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_RHAG,rnaseq_gene__GENE_INSL6,methylation_gene__GENE_POLR1B,methylation_gene__GENE_FAM103A1,methylation_gene__GENE_GSTK1,methylation_gene__GENE_GADD45B,rnaseq_gene__GENE_KCNK16,methylation_gene__GENE_ZCCHC9;RNU5E;RNU5D,methylation_gene__GENE_ALOXE3,methylation_gene__GENE_AASS,methylation_gene__GENE_CIDECP;FANCD2,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_TFDP3,methylation_gene__GENE_SC5DL,rnaseq_gene__GENE_SEL1L2,methylation_gene__GENE_GMFB,methylation_gene__GENE_EMP1,methylation_gene__GENE_RNF135,methylation_gene__GENE_NOC3L,methylation_gene__GENE_OSBP,methylation_gene__GENE_FAM160A2,methylation_gene__GENE_FABP7,rnaseq_gene__GENE_DPEP3,methylation_gene__GENE_GBAS,methylation_gene__GENE_STAMBP,methylation_gene__GENE_TRIM60,rnaseq_gene__GENE_GUSBP19,methylation_gene__GENE_ERBB2,methylation_gene__GENE_XRCC5,methylation_gene__GENE_SNORA21;RPL23,rnaseq_gene__GENE_NCRNA00200,methylation_gene__GENE_SPPL3,methylation_gene__GENE_TXNL1,rnaseq_gene__GENE_C19ORF41,rnaseq_gene__GENE_TCF23,methylation_gene__GENE_ASPSCR1,cnv_log2__GENE_EFNB1,cnv_log2__GENE_FAM155B,cnv_log2__GENE_PJA1,cnv_log2__GENE_LINC00269,methylation_gene__GENE_PUS3;DDX25,methylation_gene__GENE_NAAA,rnaseq_gene__GENE_UGT2B10,target
-0.046353027,-0.3017068,-0.18243662,-0.12293833,0.053683452,-0.01720053,-0.11817958,-0.06592238,-0.3570381,0.12312337,-0.15004455,-0.27869058,-0.28485033,-0.54325694,0.08509043,-0.29442933,6.7637315,-0.3963385,0.10726592,-0.04902227,0.026650878,-0.16482092,0.080399185,-0.45661718,-0.39827892,-0.4865477,0.20047063,-0.18907048,-0.6310984,-0.27075493,-0.46825743,-0.6239479,-0.56544566,0.0034763548,0.29620838,-0.7148396,-0.30418417,-0.3778821,-0.28120947,-0.2913015,-0.025400717,-0.33605233,-0.07327166,0.60950226,0.78909767,-0.020381238,-0.7833559,0.42451644,-0.33781904,-0.27926204,-0.22644344,0.2786382,-0.0008412564,0.084298186,-0.20804416,-0.5844573,-0.12790692,-0.30877718,-0.39434704,-0.47224715,-0.048902206,-0.34246647,-0.7302935,-0.21404667,-0.49148476,-0.3933313,0.31967324,-0.60619974,-0.29149142,0.41479254,-0.40042853,-0.21608903,11.302935,-0.27100176,-0.363884,-0.09498472,0.07449351,-0.0030591125,0.45625004,-0.2220974,-0.74027866,-0.22096068,0.06608673,1.9881476,-0.4852479,7.351994,-0.5284517,-0.2808206,-0.8677269,9.107284,-0.31097722,-0.21341658,-0.33784792,10.015234,10.018139,10.005083,10.005083,-0.24306105,-0.7764345,-0.3506713,1
-0.057840135,-0.069453955,-0.18378192,0.20701627,-0.08429808,0.13992615,-0.06074021,0.14986381,0.01298286,-0.18666649,0.29312512,0.0009847824,-0.11750453,-0.08654143,0.15904501,0.000558663,-0.029975645,-0.36904627,-0.22236025,0.033285465,-0.24474142,-0.16482092,0.25999323,-0.32982942,-0.014803887,0.19063309,-0.23537031,-0.29779017,-0.19820073,-0.09651646,-0.017184265,-0.22378892,0.0035715832,-0.06750488,0.09670681,0.36378267,-0.5186344,0.2889925,0.06986143,0.02561583,0.29547837,12.181988,-0.39399302,-0.26283646,0.09485505,0.35329092,-0.35182652,0.31832343,-0.33781904,-0.298452,-0.22644344,-0.35813436,-0.0037879946,-0.105771676,-0.1191376,-0.13373536,-0.12790692,-0.30877718,0.87298495,11.571389,-0.3518773,0.33601287,0.2685085,-0.21404667,-0.13550766,-0.47851124,0.15007357,-0.5407153,-0.29149142,0.23895673,-0.2712035,11.489946,-0.046064507,-0.18614739,-0.29184732,0.8398441,0.011748359,0.04642998,-0.18174168,-0.5163124,-0.2151762,-0.4724236,0.37806416,-0.30220073,-0.45226032,-0.6366749,-0.1881566,-0.2808206,7.6479745,0.22421809,-0.31097722,-0.21341658,0.42141238,0.72925997,0.72993803,0.7214698,0.7214698,0.0145250205,0.13658528,-0.3506713,1
0.002253329,0.009044245,0.073840424,0.007448235,0.060664643,0.11602111,13.174102,-0.042941783,13.144105,-0.20836438,-0.07089972,-0.10956645,-0.10067057,-0.017544039,0.20751604,-0.006931759,-0.18303716,-0.06176113,-0.18756886,0.18571626,-0.029776165,-0.16482092,12.713695,-0.10538309,0.20681939,0.6593804,-0.42572635,-0.164073,5.1463795,0.23037289,-0.33695188,0.7186471,-0.06880393,0.018943487,-0.33014488,0.095847346,-0.03572495,0.13846348,-0.36303726,1.2699463,0.5270789,-0.4090264,-0.31623673,-0.15102369,-0.25507215,0.05115587,2.3724144,0.03553216,-0.33781904,0.1165685,-0.22644344,0.55305225,0.13834606,0.42991897,-0.18534438,0.07455257,-0.12790692,-0.30877718,-0.39434704,0.33357394,-0.32303837,0.30120477,-0.47498995,-0.21404667,-0.058481988,0.27510446,0.3509019,-0.6279174,-0.29149142,-0.10528315,-0.63126415,-0.21608903,-0.14270914,-0.18927798,0.45565584,0.44565308,-0.74615175,0.43590203,-0.54000396,-0.27488074,0.33025026,0.31352827,0.46732453,-0.30220073,-0.5075772,-0.94321674,0.33550537,-0.2808206,1.2009708,0.5958554,-0.31097722,-0.21341658,9.161989,4.355423,4.3569703,4.346711,4.346711,0.024095582,5.9612465,-0.3506713,0
-0.042377174,-0.1818623,-0.27584887,0.013261898,0.063205376,-0.22037664,-0.17901891,-0.2463025,-0.056527365,-0.36419675,-0.21948795,-0.2580417,-0.18265562,-0.36842754,-0.032704975,12.843907,-0.34656212,-0.2589643,-0.18975584,-0.10645457,-0.1463834,-0.16482092,-0.102282666,-0.61558676,0.24307905,-0.3210967,0.1307461,-0.024301503,-0.45259982,-0.11300463,0.4309046,-0.1285002,-0.36532736,-0.38863966,0.19917315,1.1043372,-0.6665694,-0.54947495,-0.30564326,-0.13544208,0.41895297,0.24380523,-0.32803297,-0.41826352,-0.6898939,-0.25059688,-0.52642745,0.012429111,-0.33781904,-0.35719198,-0.22644344,-0.46701354,-0.7769905,0.06845074,-0.49743134,-0.30553523,-0.12790692,0.81049377,-0.39434704,-0.5525898,-0.23391545,-0.6039399,-0.56400645,-0.21404667,-0.035973325,-0.25106096,0.33920103,-0.2654286,-0.29149142,0.28263575,-0.08890869,-0.21608903,-0.5874657,-0.6342702,1.0472459,-0.05834406,-0.1762903,-0.21721894,-0.095422894,-0.5163124,-0.4785921,-0.3225434,0.4619532,-0.30220073,-0.8430786,-0.3699656,-0.13954541,-0.2808206,-0.7419116,-0.10019964,-0.31097722,-0.21341658,-0.31882504,-0.28617653,-0.28574198,-0.29370862,-0.29370862,-0.2396382,-0.13395317,-0.3506713,0
0.06735447,-0.07146661,-0.27278903,-0.17600775,0.11843195,-0.12854779,0.02474854,-0.04283694,0.01125466,-0.32190746,-0.11665585,-0.20344493,-0.05749169,-0.3946161,-0.08065941,-0.30140805,0.042827018,0.08664608,-0.29099464,0.437868,-0.21687299,-0.16482092,0.0237749,-0.083474636,-0.43892795,0.10852226,-0.3525517,-0.108697586,-0.73087937,-0.11269315,0.30332246,-0.42233822,-0.23650722,-0.122688875,0.17685686,0.25438553,-0.2853152,-0.009865906,0.41082707,-0.015810732,-0.18305086,-0.10196216,-0.009172537,-0.3318086,-0.42512253,-0.017991515,-0.17911744,-0.30913526,-0.33781904,-0.058616575,-0.22644344,-0.5064454,-0.47035927,-0.6552508,-0.4227908,-0.017268673,-0.12790692,0.7033176,-0.39434704,-0.25815466,-0.31859863,-0.11628076,-0.5743614,-0.21404667,-0.73231316,-0.2597333,0.063527085,-0.7129895,-0.29149142,0.08591731,-0.18364082,-0.21608903,-0.07689974,0.1148639,-0.061845683,-0.5665259,-0.9093285,0.18036166,-0.07933002,-0.21777104,0.012441292,-0.46082017,0.17840917,-0.30220073,0.9120214,-0.45607728,0.16182731,-0.2808206,-0.15263526,-0.25792277,-0.31097722,-0.21341658,2.0629444,-0.22513936,-0.22469018,-0.23268697,-0.23268697,-0.2223787,-0.20329149,-0.3506713,0
-0.032801583,-0.16045791,-0.26588175,-0.004910185,0.26972097,-0.050880395,-0.06833224,-0.25643477,0.11858968,-0.36952484,-0.23316461,-0.24742706,-0.06148803,0.1655836,-0.084501855,-0.28005132,-0.049070816,-0.10879334,-0.10485086,-0.29568645,-0.3273518,-0.16482092,-0.22980945,0.7458726,-0.5813915,0.14377345,-0.116505675,-0.3596246,-0.041982986,-0.42170388,-0.24589984,-0.139509,-0.45112133,0.10865799,0.12972417,0.2742584,0.268559,0.09297064,-0.12755094,-0.24382532,0.47553512,-0.21055228,-0.5307558,-0.22296624,-0.09695543,-0.091382496,-0.58552206,-0.24474972,0.48460513,-0.2157514,-0.22644344,-0.35129973,0.0969546,-0.022228895,-0.37302133,0.10032934,-0.12790692,0.81984764,-0.39434704,-0.4921369,-0.51588124,-0.61802614,0.067691736,-0.21404667,-0.31130558,-0.39361668,-3.0988977,0.2221858,0.7318372,-6.2345104,-0.7136104,-0.21608903,-0.42631352,-0.46326917,-0.27034545,0.19300382,-0.8151532,-0.14144564,-9.5141115,0.28678036,-0.12810035,-0.89508,0.3032835,4.6768613,-0.37572715,-0.88552314,-0.17943381,0.091984,0.9184508,-0.29047188,-0.31097722,-0.21341658,-0.62741417,-0.18907195,-0.18861413,-0.1966287,-0.1966287,-0.23723875,-0.63952935,0.4463627,1
-0.16618066,-0.08883539,-0.10542412,-0.05660345,-0.3443099,0.08593787,0.24063237,0.07006316,0.5748222,-0.084545515,-0.09774635,-0.27632278,0.10539667,-0.23592626,-0.20650735,0.5719339,0.49133757,0.35164797,0.34094864,0.12522534,0.23351192,-0.16482092,-0.44104543,-0.26569545,0.25019622,-0.06843569,0.012300514,-0.41308233,0.6820756,0.40373385,0.17004909,0.115688294,-0.21285057,-0.15594268,0.3052423,-0.1983097,0.21582307,-0.40134147,0.6705643,-0.42336896,0.4992523,0.1544738,0.044338267,0.059951268,0.4205604,0.19390655,-0.58085465,0.22174565,0.5945674,0.12222074,-0.22644344,1.2451878,0.58380276,0.044440895,-0.0996764,0.50532794,-0.12790692,-0.30877718,-0.07134871,-0.043999325,0.43935823,0.31328735,-0.6064115,0.42992353,0.46457285,0.39107835,0.18864007,-0.13457286,-0.29149142,0.31967366,0.2873164,-0.21608903,0.32604408,-0.013674686,-0.17489575,0.36623394,0.61062217,10.84192,0.1363089,2.642998,-0.62800324,0.1812306,0.3659267,0.90749204,1.5476183,-0.64323395,-0.48020145,-0.2808206,-0.15111673,-0.030532807,-0.31097722,2.6703515,0.30856568,0.019009314,0.019517034,0.011399657,0.011399657,-0.1172395,-0.3380191,-0.3506713,1
-0.002755615,0.086220875,0.2116199,0.16014943,0.02770403,0.32686746,-0.2843614,0.1728461,-0.18154247,0.27200875,0.2280277,0.06687046,-0.13799344,0.0613073,0.05221719,0.43017554,-0.2750913,0.5704739,-0.06313925,-0.0035478466,0.29787245,-0.16482092,-0.15033412,0.03673381,-0.1163461,-0.057961203,-0.40773273,-0.12193469,-0.51589817,-0.20734881,0.24448681,0.022261683,7.871323e-05,0.14608468,-0.40977544,-0.06884494,-0.0856996,0.048546623,0.01335374,0.4482535,-0.20433229,-0.37453347,0.8675187,-0.031617448,0.5369231,-0.52822816,0.36596206,0.17833875,-0.33781904,0.4161679,-0.22644344,0.07443906,0.026336972,0.043170784,0.7234649,0.14898795,-0.12790692,0.03784053,-0.19843705,0.37058994,-0.30217004,0.26163027,0.15201448,-0.21404667,0.18049605,0.4877019,0.52326965,-0.66568613,-0.29149142,0.6177816,0.038266096,-0.21608903,-0.22886962,-0.2191093,-0.29663792,0.31460738,-0.4811242,0.0889492,0.6162072,-0.5163124,0.11576694,-0.05716971,0.114996955,-0.30220073,0.15594016,-0.24310783,-0.6239448,-0.2808206,-0.21523832,0.24579161,1.0056489,-0.21341658,-0.56419915,1.0427691,1.0435224,1.0348992,1.0348992,-0.097016275,0.49420986,-0.3506713,1
-0.088190965,-0.10843,0.097709425,0.11299425,-0.073165305,-0.06772446,-0.061119642,-0.028648319,0.12152371,0.2848447,0.206262,13.028462,5.3111663,-0.10185527,0.28416073,0.20447357,-0.14073448,0.09744613,-0.25901812,-0.15722336,-0.035215143,-0.16482092,0.3364499,-0.26627544,-0.21778448,-0.5684837,-0.07275239,-0.15414536,0.22509879,-0.22267552,0.03586059,2.1450646,-0.32006145,0.495038,0.27149564,-0.27272633,-0.030725574,-0.179738,-0.0600309,0.43755737,0.38915765,-0.32331994,0.04421005,-0.24901499,0.0053243106,-0.15970805,-0.26248413,-0.48898122,-0.33781904,0.86878645,-0.22644344,-0.2427892,-0.02338032,-0.11075832,0.537468,0.46882877,-0.12790692,-0.30877718,0.6988845,0.25470063,-0.25045803,0.11386923,0.22861797,-0.21404667,-0.397947,-0.11985509,0.36015657,0.3214583,-0.29149142,0.85272384,0.009018125,-0.21608903,-0.34843856,-0.41770706,-0.3355659,11.245887,-0.12536189,-0.047193155,0.62920487,-0.5163124,-0.12331229,0.027996333,0.46736443,-0.30220073,-0.74298733,-0.50078547,0.9858389,-0.2808206,7.4139056,-0.21757141,-0.31097722,-0.21341658,-0.24990185,0.92901796,0.8797925,0.92117697,0.92117697,-0.14196594,-0.47863907,0.31785542,1
-0.19145969,-0.24684529,-0.20483546,-0.035361774,0.10148039,-0.1479047,-0.32819563,13.119064,-0.19313844,-0.2733746,-0.29316127,-0.3159303,-0.38229945,-0.20178469,-0.18647899,-0.26954415,-0.11713072,-0.5396767,-0.18514667,-0.121565215,-0.36276263,0.6263354,-0.11093095,-0.48103768,-0.25203294,-0.109039746,0.08490572,-0.316324,-0.09322786,-0.4390992,-0.34064126,0.30804753,-0.43637925,0.23447083,-7.0351205,-0.5595779,-0.3230937,-0.26905546,-0.3314215,-0.46137285,-0.601497,-0.270328,-0.4408942,-0.4690934,-0.22688213,-0.6933036,7.306774,-0.19545357,0.9303685,-0.61215234,-0.22644344,5.619183,-0.93435544,-0.85833615,-0.7305223,-0.70343184,11.988398,-0.043191876,-0.3169707,-0.85323876,-0.22549784,-0.61121976,-0.52415985,0.18048544,-0.45004717,-0.51684135,0.16534168,-0.49753046,5.873719,-0.09316874,-0.8619298,-0.21608903,-0.48008066,-0.21571538,-0.382743,-0.43442562,-0.7056809,-0.078635275,-0.01720733,7.0540257,0.008279103,-0.27805558,-9.47375,-0.30220073,-0.39012527,0.8536916,-0.8604381,6.22509,-0.54711163,-0.7556777,2.6693556,-0.21341658,-0.31396765,-0.52477634,-0.5243991,-0.5322478,-0.5322478,-0.37032577,-0.42418686,0.7418141,1
-0.11132976,-0.07019014,-0.0441725,0.05222303,-0.2446753,0.22293176,0.14508156,-0.009448458,-0.15366662,-0.14272508,-0.2043039,-0.14882986,-0.20310777,0.0021043578,0.085199334,-0.3530161,-0.20954974,-0.05495424,-0.3673926,-0.1433599,-0.15134694,0.46216756,-0.09325175,-0.23952644,-0.49713042,-0.20335071,-0.22375423,-0.09451644,-0.030615501,0.32533816,-0.29352984,0.37370136,-0.41945067,-0.23437804,0.29880092,0.035709843,0.1440524,0.20534247,0.18698032,-0.43071276,-0.16112691,-0.09534233,-0.22363904,-0.5697632,11.91239,-0.3684357,0.054250274,0.16041002,-0.09394174,11.714204,-0.22644344,-0.5084945,-0.09047458,-0.36168513,-0.56136656,-0.45182025,-0.12790692,-0.30877718,-0.39434704,-0.47983295,-0.37929687,-0.21685173,-0.21392605,-0.21404667,-0.47077522,-0.7116046,0.25522095,-0.35649142,-0.29149142,0.3794153,-0.26078144,-0.21608903,-0.14334045,-0.43772572,-0.44851428,-0.31907862,-0.6246657,-0.3500451,0.29555893,-0.2398247,-0.18904938,-0.5214899,-4.5648055,-0.30220073,-0.56841654,-0.5683107,-0.93094414,0.011961644,1.298049,-0.3472134,-0.31097722,-0.21341658,-0.73926395,0.85688317,0.8575918,0.8490606,0.8490606,-0.23906647,-0.20940883,-0.3506713,0
-0.14482135,-0.08557032,-0.20615001,-0.24849693,-0.08756288,-0.119516484,-0.119334824,-0.18031417,-0.1541038,-0.2075969,-0.016849361,-0.20554675,-0.26766637,-0.17797183,-0.0111338515,-0.25939596,-0.22174278,12.809915,-0.20448437,-0.16081123,-0.36311543,-0.16482092,-0.27866203,-0.46491942,-0.54032135,-0.13470694,-0.2840775,-0.4356682,0.45947748,-0.27345964,0.1362458,-0.16158986,-0.5510308,-0.028212193,0.3687507,0.21704315,-0.48704252,-0.41138852,-0.1964872,-0.42413443,-0.5959453,-0.3918651,-0.041961912,0.3089368,0.011838861,-0.5232203,-0.06582062,0.014005446,6.0536056,-0.49079204,-0.22644344,-0.5423007,0.22364286,-0.8011538,-0.2701062,-0.6129909,-0.12790692,-0.01828861,-0.39434704,-0.22786042,-0.34046066,-0.5200469,-0.13244218,0.21747968,-0.5679771,-0.27051485,0.3185035,-0.63032097,8.427129,0.35396084,-0.19418243,-0.21608903,0.17273176,-0.32085294,-0.20226388,-0.70204616,-0.34610915,0.14611109,0.26926973,0.010805318,-0.451508,-0.115764424,0.24828579,-0.30220073,-0.31787288,-0.5425671,-1.1644192,-0.2808206,-0.47176227,-0.70625055,5.0286217,-0.21341658,-0.3971349,0.08282089,0.08334392,0.07519502,0.07519502,-0.15715972,-0.40302575,8.775992,1
-0.15168588,-0.06901718,-0.20281583,-0.024544619,-0.37930268,-0.35279876,-0.043344893,-0.194774,-0.3335964,-0.24805881,-0.14708066,-0.14202406,-0.3408232,0.06009595,-0.09257693,-0.085198075,-0.12774566,-0.1056187,-0.24394758,-0.27179843,-0.37577304,-0.16482092,0.17066415,0.4196213,-0.22582187,-0.2135634,-0.25854722,0.44837186,-0.025067287,0.17659764,-0.35692203,-0.37400427,-0.39790335,-0.027998766,0.27605507,0.14992411,-0.26311558,-0.3188174,-0.31855592,-0.6003342,-0.31764752,-0.10442189,0.25650138,0.04677695,-0.4466418,-0.26979566,-0.17343797,12.160659,-0.33781904,0.017697169,-0.22644344,-0.26514512,-0.3869979,-0.61976874,-0.35977325,0.14293449,-0.12790692,-0.30877718,-0.39434704,-0.35989198,-0.22262089,-0.058788884,-0.052344114,0.5517734,-0.4075516,-0.122297354,0.31628668,-0.25288945,-0.29149142,0.1312967,-0.31172526,-0.21608903,-0.18265057,-0.2589982,-0.302849,-0.29660985,-0.33659762,0.13096072,-0.0028083806,-0.5163124,-0.39492372,-0.24455842,0.3494382,-0.30220073,0.35690263,-0.421187,-0.5906261,-0.2808206,-0.37155163,0.9429105,-0.31097722,-0.21341658,0.051715758,-0.7855715,-0.7852568,-0.7929767,-0.7929767,-0.26953396,0.4072512,-0.3506713,1
-0.12732413,0.054972365,0.3720383,13.18333,-0.1490377,-0.028882992,-0.23672657,0.11920909,0.051312402,0.13266867,0.17825249,0.031968605,0.16575757,5.226473,0.12720278,0.31984955,-0.19658443,-0.19792669,-0.011415003,-0.030383963,-0.061456114,-0.16482092,-0.084738344,0.19668572,-0.035015706,1.3312523,0.029983921,0.13623573,-0.17418516,0.13595003,-0.04285939,0.069498286,0.12902145,12.259976,-2.957683,0.0854895,0.4091477,0.37572917,0.31747916,0.61898255,-0.5575529,0.18214807,-0.04039833,0.13986659,1.0693692,11.534094,0.4691031,0.18416914,-0.06704248,0.54035735,-0.22644344,1.4435055,0.63698727,0.9765364,0.9935689,-0.25588962,-0.12790692,-0.30877718,6.6493673,0.20274934,-0.1669524,-0.33439478,0.112404935,-0.21404667,-0.24724601,1.7085613,0.0781952,-0.09749213,-0.29149142,-0.17827556,-0.1865742,-0.21608903,0.72642016,4.119611,5.3113647,1.3967083,0.24067357,1.1766496,0.3480039,0.018033478,0.66703475,0.1301924,-0.345808,-0.30220073,-0.17313777,0.14865227,-0.20591976,6.4515038,-0.18446441,0.83846444,1.4715462,-0.21341658,-0.03444371,-0.13913244,-0.13866265,-0.1467019,-0.1467019,-0.20447858,-0.44404772,1.4621825,0
-0.04635756,2.0193717,-0.0858864,0.37834138,-0.25092918,-0.16766977,-0.22089197,0.050326094,-0.051578816,-0.065029025,0.06301635,0.17500718,-0.05200271,-0.04900332,-0.10110223,0.13671634,-0.22848526,0.05457942,-0.16419764,0.1624317,0.21066153,-0.16482092,0.39200577,0.21132918,0.32129934,0.299383,-0.37025914,0.30249166,-0.5145664,0.14574438,-0.104040265,-0.04415939,0.71159804,0.42982706,0.20058306,0.045035265,-0.010582133,0.2920799,-0.26834238,0.08498009,-0.094891705,0.29056028,0.2619054,0.5730673,0.29936177,2.8608575,0.004140349,-0.33920816,-0.33781904,0.34670243,-0.22644344,-0.029641107,0.20218049,-0.26161367,0.65519375,0.62178975,-0.12790692,0.12832282,0.42609903,-0.25399777,0.4921476,-0.32766053,-0.34764352,-0.21404667,-0.0054573976,-0.11716651,0.02488915,0.17000344,-0.29149142,-0.6045788,-0.1794744,-0.21608903,0.6340723,-0.11953699,-0.28205672,0.076248206,0.70912004,0.85647583,0.43286875,0.2287291,0.56077534,0.6822717,-0.39716965,-0.30220073,-0.056112878,0.17006278,-0.4630504,0.5952299,-0.09384558,-0.11331213,-0.31097722,-0.21341658,-0.1458656,-0.20294403,-0.20248955,-0.21049727,-0.21049727,-0.18014415,0.06619187,-0.3506713,1
-0.11965707,-0.037265792,0.06412177,-0.10415579,-0.19979574,-0.17415166,-0.041980747,0.12472072,-0.11534982,0.17920348,0.2629185,-0.0642574,-0.028179117,0.1030737,0.08450366,-0.043184277,-0.38088244,-0.20977888,-0.23878999,0.0035534627,-0.21608596,-0.16482092,0.40316707,0.78719616,0.26600552,0.11544284,-0.26422748,0.0386616,0.018817246,0.38573977,-0.2506124,-0.18449794,0.5711064,1.3638381,0.28764528,0.3194657,0.36134967,0.22344291,-0.11942475,0.14589366,-0.10390717,0.075684465,0.4560676,0.24957079,0.5441028,0.4546259,0.4087667,-0.37813863,-0.12600654,-0.22058195,-0.22644344,-0.58372664,-0.044795323,-0.38315395,0.72220105,9.005169,-0.12790692,-0.30877718,-0.19708076,0.9758138,2.2818623,-0.56189924,-0.06860467,-0.21404667,-0.014388009,0.5720137,0.11545161,-0.26137024,-0.29149142,0.0025208013,0.019652354,-0.21608903,0.3819951,-0.38275576,-0.12434635,0.783729,2.434097,0.5974609,0.5290467,-0.06919125,-0.043195497,0.09462162,0.24775158,-0.30220073,0.028967766,0.1414003,-0.11801349,-0.2808206,-0.46297255,-0.20589966,-0.31097722,-0.21341658,-0.30444467,-0.18074869,-0.18028888,-0.18830758,-0.18830758,-0.093336575,0.3230915,-0.3506713,1
-0.12108477,-0.081326164,-0.11543556,-0.16511677,0.06484889,-0.13148294,0.116879426,0.10740134,-0.100621924,0.063885935,-0.0058401884,0.3088784,-0.124869816,1.721396,-0.109967224,-0.13912202,-0.1271027,0.5441685,-0.21403052,-0.17665721,12.790189,-0.16482092,0.24667028,0.57460684,0.34451887,0.50248075,0.06446153,0.27739087,0.16450103,-0.18759458,0.011335915,1.2664888,2.3853102,-0.41132316,0.28464565,-0.31958863,0.08948739,-0.1194597,-0.076306224,-0.29364246,0.060689684,-0.19144157,0.12789004,-0.06377179,0.20375805,0.112075344,0.04184016,-0.15726975,-0.33781904,-0.5115353,-0.22644344,0.059073243,-0.0125367865,-0.31711262,11.487324,0.6328158,-0.12790692,-0.30877718,-0.39434704,0.16758223,0.08663812,1.4011976,1.6464401,0.9577731,-0.13907015,0.23121676,-0.006031111,0.21822925,-0.29149142,0.50293624,0.71360624,-0.21608903,0.6637867,-0.29155815,-0.32730445,-0.21751887,0.8523165,0.019722044,0.443785,-0.19840561,0.21626002,0.3753319,-1.8557929,-0.30220073,-0.71742404,0.62121195,0.02320011,-0.2808206,0.6658489,0.94362444,-0.31097722,-0.21341658,-0.07976605,-0.13913244,-0.13866265,-0.1467019,-0.1467019,-0.11026439,0.19946459,-0.3506713,1
-0.11644632,-0.2608715,13.265495,-0.48359373,-0.34914634,-0.19007583,-0.21530856,-0.3550406,-0.20078142,-0.24848591,-0.14479169,-0.3798725,-0.39923018,-0.59238267,-0.22699372,-0.365275,-0.3805866,0.4392453,-0.22204,-0.27833295,-0.6530285,0.4413503,-0.59781814,-0.4458536,0.30462334,-0.49540597,-0.15522365,-0.3365996,-0.058048114,-0.3893849,12.459904,-0.19082874,0.39300376,-0.77042615,0.035526223,-0.22201103,-0.44255105,-0.3989725,0.012458986,-0.7337436,-0.4724772,-0.7286858,-0.2975191,-0.6196666,-0.6813927,-0.35430327,-0.5956449,-0.093864754,-0.10402715,-0.3634048,-0.22644344,-0.25256738,-0.48472342,-0.6633966,-0.8929783,-1.1962818,-0.12790692,7.3691998,0.28134662,-0.6814615,-0.33918846,-0.75873023,-0.52990496,2.9198182,2.3616788,-0.46802863,-0.17494759,1.0285689,-0.29149142,-2.0133345,-0.9721687,-0.21608903,-0.5682721,-0.5385463,-0.23029989,-0.6569572,-1.0444717,-0.9727772,0.03680395,-0.24900463,-1.8780793,10.9126,0.2796074,-0.30220073,-0.12781233,-0.3437472,-0.98658395,0.4851636,-0.35515192,-1.3366141,-0.31097722,-0.21341658,-0.85839665,0.01346048,0.013966869,0.0058522336,0.0058522336,-0.49353367,-0.63106024,0.006021744,1
