rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_SNORD8,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_SPO11,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_CDK2AP2,methylation_gene__GENE_GPI,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_CASP6,methylation_gene__GENE_SORBS1,methylation_gene__GENE_EXT1,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_FAM41AY1,methylation_gene__GENE_PNN,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_TSPY2,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_OR5M3,rnaseq_gene__GENE_KRTAP27-1,rnaseq_gene__GENE_HES3,methylation_gene__GENE_VEGFA,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_NDE1;KIAA0430,methylation_gene__GENE_ZNF414,methylation_gene__GENE_LPPR2,methylation_gene__GENE_YJU2B,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_FRY,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_PRM2,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_BID,methylation_gene__GENE_PIGC;C1ORF105,rnaseq_gene__GENE_FGF6,methylation_gene__GENE_B2M,methylation_gene__GENE_CYP51A1,methylation_gene__GENE_ASAH1,methylation_gene__GENE_CNP,rnaseq_gene__GENE_MYF5,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_SCRIB,methylation_gene__GENE_PPP2R5D,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_SRY,methylation_gene__GENE_SPSB1,methylation_gene__GENE_ZNF44,methylation_gene__GENE_NSUN5,methylation_gene__GENE_RSPH3,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR4P4,methylation_gene__GENE_ACTR1A;SUFU,methylation_gene__GENE_ERCC8;NDUFAF2,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_ST3GAL1,rnaseq_gene__GENE_C20ORF166,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_DEFB104A,methylation_gene__GENE_GSR,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_ENTPD6,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_FABP9,rnaseq_gene__GENE_DKFZP434L192,methylation_gene__GENE_FGF22,methylation_gene__GENE_ITPA,methylation_gene__GENE_DVL1,methylation_gene__GENE_LASS5,methylation_gene__GENE_TNIP1,methylation_gene__GENE_NAT14,rnaseq_gene__GENE_CRYGC,methylation_gene__GENE_UNC84B,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,0.29696387,0.12295953,0.18294889,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,0.37512636,-0.035036173,0.047453728,-0.08720162,-0.039025616,0.36188236,-0.042500064,0.23064291,-0.061702468,0.30067533,0.7476855,-0.053536013,-0.05008855,-0.089100406,-0.05125228,-0.14113313,-0.07234395,-0.059406396,0.06354901,0.16414265,0.4818272,-0.057666454,0.6557903,-0.08606776,-0.06925289,-0.062246185,-0.09052681,0.7981819,0.77753603,2.1583543,-0.08795058,0.17234565,0.2938332,-0.029027075,0.29769805,-0.105133064,-0.06940588,0.15346035,0.30446488,-0.32059684,-0.06418999,0.18715808,0.1412926,0.66948795,0.28290993,-0.083192356,-0.044886343,0.19357608,0.2398301,-0.21529208,0.5072738,-0.11526267,-0.061940223,-0.048288155,0.022611057,0.63045555,0.3547302,-0.071920976,-0.1851329,-0.19387476,0.19510004,-0.14199477,-0.16218084,-0.12388846,-0.005793088,0.61866623,0.07087298,-0.06140584,-0.0035445255,-0.11783594,-0.41376457,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,30.83582,0.14408222,-0.24767935,0.2519819,-0.04756436,-0.05578467,-0.05803116,-0.07355285,16.361696,-0.07421895,-0.05562216,-0.0679732,0.36113,0.009274068,0.04125374,-0.08720162,-0.039025616,0.4907677,-0.042500064,0.23741616,-0.061702468,0.07336485,0.72762567,-0.053536013,-0.05008855,-0.089100406,-0.028464263,0.22169577,-0.07234395,-0.40123782,-0.02025118,0.3227259,0.28442514,-0.057666454,-0.037045516,-0.08606776,-0.06925289,-0.062246185,-0.09052681,0.60413295,0.42796913,0.015296173,-0.08795058,-0.28682423,-0.13274635,0.39201245,0.029136814,-0.105133064,-0.06940588,-0.17873953,0.3545332,-0.28004757,-0.06418999,0.9433114,0.7085159,0.22245455,0.37521067,-0.083192356,-0.044886343,0.10891759,-0.22329545,-0.21529208,0.70254546,-0.11526267,-0.061940223,-0.048288155,0.5586936,0.38247553,0.054175705,-0.071920976,0.03049759,3.734848,0.51898986,-0.14199477,-0.16218084,-0.07056315,-0.2503479,0.09141373,0.74833775,0.25303626,0.086090766,-0.11783594,0.64894956,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,0.122660324,-9.282046e-05,0.095958374,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,0.6749041,-0.12913686,0.12858088,-0.08720162,-0.039025616,0.15015991,-0.042500064,0.035866335,-0.061702468,0.52512807,0.5220409,-0.053536013,-0.05008855,-0.089100406,0.00917325,0.95313257,-0.07234395,-0.1982971,0.071943,0.14362983,0.3397873,-0.057666454,0.036902376,-0.08606776,-0.06925289,-0.062246185,-0.09052681,0.23157936,0.14811425,-0.07691266,-0.08795058,-0.49928555,0.009004323,-0.03564718,0.1986341,-0.105133064,-0.06940588,-0.4631829,0.061138358,0.18212128,-0.06418999,1.5997264,-0.047881234,0.13947178,0.28620365,-0.083192356,-0.044886343,-0.16327752,0.08621848,-0.21529208,-0.2542429,-0.11526267,-0.061940223,-0.048288155,0.25618434,0.05015323,0.3324791,-0.071920976,-0.19694573,-0.19387476,0.35772586,-0.14199477,-0.16218084,-0.10160985,1.7161317,0.12895803,0.03229946,-0.0018383095,-0.2729198,-0.11783594,0.014464767,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,-0.29906464,-0.4666912,-0.34590235,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,-0.36363637,-0.5453047,-0.13558911,-0.08720162,-0.039025616,-0.15205143,-0.042500064,-0.75217575,-0.061702468,-0.28743303,-0.33982432,-0.053536013,-0.05008855,-0.089100406,-0.27986175,-0.49862137,-0.07234395,0.04168036,-0.36689234,-0.21235238,-0.35483977,-0.057666454,-0.27321768,-0.08606776,-0.06925289,-0.062246185,-0.09052681,-0.010406141,-0.56246346,-0.22299105,-0.08795058,-0.72149104,0.13282725,-0.26375532,-0.51944876,-0.105133064,-0.06940588,-0.1769642,-0.33196715,-0.25933462,-0.06418999,-0.38462898,-0.5461532,-0.08315403,-0.4451424,-0.083192356,-0.044886343,-0.24573499,-0.6893848,-0.21529208,-0.47278947,-0.11526267,-0.061940223,-0.048288155,-0.1941921,-0.44623557,-0.5391271,-0.071920976,-0.8380861,-0.19387476,-0.38135278,-0.14199477,-0.16218084,-0.2509842,-0.34565324,-0.47843224,-1.0877949,-0.29068124,-0.6576378,-0.11783594,-0.57236415,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,0.08251214,-0.39062223,-0.08658419,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,0.050091404,-0.48498088,-0.04530911,-0.08720162,-0.039025616,-0.086983725,-0.042500064,-0.49400833,-0.061702468,-0.19229178,-0.10187517,-0.053536013,-0.05008855,-0.089100406,-0.037318762,-0.073929235,-0.07234395,-0.34823158,-0.25832677,-0.021735957,-0.30813402,-0.057666454,-0.46317843,-0.08606776,-0.06925289,-0.062246185,-0.09052681,-0.10399385,0.15158807,-0.37077317,-0.08795058,-0.2542373,-0.027341252,-0.34584334,-0.18844219,-0.105133064,-0.06940588,-0.5097272,-0.22906293,0.25195435,-0.06418999,0.014804954,-0.54590017,0.035159115,0.05356105,-0.083192356,-0.044886343,-0.25319877,-0.3155332,-0.21529208,-0.088339545,-0.11526267,-0.061940223,-0.048288155,-0.33152962,0.038442627,-0.49415088,-0.071920976,-0.42026007,-0.19387476,0.3315243,-0.14199477,3.4197485,-0.11206811,-0.33984193,0.1755646,-0.4043173,-0.62687105,-0.36277428,-0.11783594,-0.27727357,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,13.4373045,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,-0.12225317,-0.33724922,-0.16173632,-0.04756436,-0.05578467,-0.05803116,-0.07355285,1.5501657,-0.07421895,-0.05562216,29.66682,0.38779214,-0.4062858,-0.22995704,-0.08720162,-0.039025616,0.05508806,-0.042500064,-0.5697412,-0.061702468,-0.30156872,-0.032206632,-0.053536013,-0.05008855,11.295503,-0.0075936196,-0.04141815,-0.07234395,0.24955367,-0.3427577,-0.112781644,-0.36832228,-0.057666454,-0.41832557,-0.08606776,-0.06925289,-0.062246185,-0.09052681,-0.62134945,-0.80404365,-0.28366452,-0.08795058,-0.3136486,-0.17207763,0.66419744,-0.27653405,-0.105133064,6.499733,-0.6014492,-0.0068120486,-0.6882903,-0.06418999,-0.12508641,-0.11395588,-0.30510747,0.363912,-0.083192356,-0.044886343,-0.34465763,-0.51977205,-0.21529208,-0.28232503,-0.11526267,-0.061940223,-0.048288155,-0.31557566,-0.22629943,-0.26187956,-0.071920976,-0.39638203,1.4741709,-0.39243972,-0.14199477,-0.16218084,0.05730465,1.2722404,-0.14505199,-0.45911855,-0.55396444,-0.21582314,-0.11783594,-0.8629122,1
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,-0.17863783,-0.075251706,-0.07527803,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,-0.3334045,-0.52044886,-0.3300132,-0.08720162,-0.039025616,-0.41923362,-0.042500064,-0.4579842,-0.061702468,-0.1900458,-0.66036993,-0.053536013,-0.05008855,-0.089100406,-0.30582115,-0.42164096,-0.07234395,-0.95206517,-0.09608039,-0.29200658,-0.6229121,-0.057666454,-0.31920248,-0.08606776,-0.06925289,-0.062246185,-0.09052681,0.03172992,-0.4669323,-0.35353196,11.442419,0.10679096,-0.11618164,-0.059737857,-0.6323357,-0.105133064,-0.06940588,-0.02344199,-0.1448726,-0.28991085,-0.06418999,-0.028379072,-0.39772284,-0.3817342,-0.27988753,-0.083192356,-0.044886343,0.06372066,-0.24681959,-0.21529208,-0.22376871,-0.11526267,-0.061940223,-0.048288155,-0.18268798,-0.2035684,-0.55395526,-0.071920976,-0.008786143,-0.19387476,-0.54242903,-0.14199477,-0.16218084,-0.15848024,-0.70183337,-0.6034454,-0.23693548,-0.67787576,-0.6373846,-0.11783594,-1.1152893,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,0.2558799,0.061546113,0.1791918,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,-0.11403511,0.17854363,0.28250474,-0.08720162,-0.039025616,-0.15706192,-0.042500064,-0.022669125,-0.061702468,0.0036797028,-0.26756728,-0.053536013,-0.05008855,-0.089100406,0.92865384,-0.07377817,-0.07234395,-0.27538082,0.19526945,0.29585013,-0.272925,-0.057666454,16.977419,-0.08606776,-0.06925289,-0.062246185,-0.09052681,0.1880384,-0.20814203,-0.08525988,-0.08795058,-0.008716016,-0.09363314,-0.4016427,0.21447335,-0.105133064,-0.06940588,0.58261806,0.37450778,-0.2708802,-0.06418999,-0.044819664,-0.02612935,-0.119938105,-0.3715321,-0.083192356,-0.044886343,-0.036150683,0.20620777,-0.21529208,0.15581416,-0.11526267,-0.061940223,-0.048288155,0.19493385,-0.092039905,0.034216244,-0.071920976,0.035564743,-0.19387476,-0.24454752,-0.14199477,-0.16218084,-0.053934734,-0.22887963,-0.22710592,-0.29469705,0.08836852,-0.006983331,-0.11783594,0.28809008,0
-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.039174013,-0.04482511,-0.03489425,-0.035875507,-0.06710228,-0.5345155,-0.48682207,-0.09081804,-0.04756436,-0.05578467,-0.05803116,-0.07355285,-0.09467098,-0.07421895,-0.05562216,-0.0679732,-0.12802352,-0.667513,-0.28989932,-0.08720162,-0.039025616,-0.33125073,-0.042500064,-0.3458404,-0.061702468,-0.1752615,-0.114545524,-0.053536013,-0.05008855,-0.089100406,-0.1843051,-0.12523481,-0.07234395,0.04094773,-0.41535684,-0.12508807,-0.11712981,-0.057666454,-0.38734296,-0.08606776,-0.06925289,-0.062246185,-0.09052681,-0.35040656,0.43817562,0.21281907,-0.08795058,-0.37691867,-0.25319222,-0.042180724,-0.22647238,-0.105133064,-0.06940588,-0.21392961,-0.49489924,-0.41722843,-0.06418999,0.67831725,-0.27481735,-0.19320671,0.7063027,-0.083192356,-0.044886343,-0.3309967,-0.41247788,-0.21529208,-0.6440362,-0.11526267,-0.061940223,-0.048288155,-0.5060736,-0.23640743,-0.50677174,-0.071920976,-0.17775714,-0.19387476,-0.17031978,-0.14199477,-0.16218084,-0.22353634,-0.12336554,0.40990865,-0.11912536,-0.47498173,-0.42433253,-0.11783594,-0.1900007,0
