rank,feature_id,modality
1,rnaseq_gene::GENE:PSG11,rnaseq_gene
2,methylation_gene::GENE:ACPL2,methylation_gene
3,rnaseq_gene::GENE:TSPY4,rnaseq_gene
4,rnaseq_gene::GENE:CT47A6,rnaseq_gene
5,rnaseq_gene::GENE:LOC646813,rnaseq_gene
6,rnaseq_gene::GENE:CDY2B,rnaseq_gene
7,methylation_gene::GENE:GPI,methylation_gene
8,rnaseq_gene::GENE:CSPG4P2Y,rnaseq_gene
9,rnaseq_gene::GENE:GPHB5,rnaseq_gene
10,rnaseq_gene::GENE:SNAR-C4,rnaseq_gene
11,rnaseq_gene::GENE:OR2T1,rnaseq_gene
12,rnaseq_gene::GENE:ONECUT3,rnaseq_gene
13,rnaseq_gene::GENE:TSPY3,rnaseq_gene
14,rnaseq_gene::GENE:VN1R4,rnaseq_gene
15,rnaseq_gene::GENE:OR5B3,rnaseq_gene
16,rnaseq_gene::GENE:ADAD1,rnaseq_gene
17,methylation_gene::GENE:SKIL,methylation_gene
18,methylation_gene::GENE:SCRIB,methylation_gene
19,rnaseq_gene::GENE:SNORA11B,rnaseq_gene
20,methylation_gene::GENE:C18ORF19;RNMT,methylation_gene
21,methylation_gene::GENE:NDUFAF1,methylation_gene
22,rnaseq_gene::GENE:AMBN,rnaseq_gene
23,rnaseq_gene::GENE:OR10J1,rnaseq_gene
24,rnaseq_gene::GENE:CST8,rnaseq_gene
25,rnaseq_gene::GENE:SNORA54,rnaseq_gene
26,rnaseq_gene::GENE:LCE3C,rnaseq_gene
27,rnaseq_gene::GENE:OR4A15,rnaseq_gene
28,rnaseq_gene::GENE:PSG2,rnaseq_gene
29,rnaseq_gene::GENE:PRAMEF16,rnaseq_gene
30,methylation_gene::GENE:TNKS2,methylation_gene
31,rnaseq_gene::GENE:PSG7,rnaseq_gene
32,rnaseq_gene::GENE:GUCA1C,rnaseq_gene
33,rnaseq_gene::GENE:PRAMEF18,rnaseq_gene
34,methylation_gene::GENE:ATP5E,methylation_gene
35,rnaseq_gene::GENE:OR2T29,rnaseq_gene
36,rnaseq_gene::GENE:OR4A5,rnaseq_gene
37,rnaseq_gene::GENE:DEFB132,rnaseq_gene
38,rnaseq_gene::GENE:DEFB129,rnaseq_gene
39,methylation_gene::GENE:C19ORF24,methylation_gene
40,rnaseq_gene::GENE:OR2T6,rnaseq_gene
41,rnaseq_gene::GENE:HSD3B1,rnaseq_gene
42,rnaseq_gene::GENE:TMIGD1,rnaseq_gene
43,methylation_gene::GENE:DDX11,methylation_gene
44,methylation_gene::GENE:MAP3K9,methylation_gene
45,rnaseq_gene::GENE:IQCF5,rnaseq_gene
46,methylation_gene::GENE:SART3,methylation_gene
47,rnaseq_gene::GENE:CT47A7,rnaseq_gene
48,rnaseq_gene::GENE:FAM99A,rnaseq_gene
49,methylation_gene::GENE:RBP5;CLSTN3,methylation_gene
50,rnaseq_gene::GENE:PRAMEF17,rnaseq_gene
51,rnaseq_gene::GENE:SCARNA8,rnaseq_gene
52,methylation_gene::GENE:ZNF672,methylation_gene
53,rnaseq_gene::GENE:SNORA64,rnaseq_gene
54,methylation_gene::GENE:ZNF619,methylation_gene
55,rnaseq_gene::GENE:LINC01020,rnaseq_gene
56,methylation_gene::GENE:ASCC1;C10ORF104,methylation_gene
57,rnaseq_gene::GENE:OR7G2,rnaseq_gene
58,rnaseq_gene::GENE:CABP2,rnaseq_gene
59,rnaseq_gene::GENE:SPACA1,rnaseq_gene
60,methylation_gene::GENE:FADS1;MIR1908,methylation_gene
61,methylation_gene::GENE:KTELC1,methylation_gene
62,rnaseq_gene::GENE:NKX6-2,rnaseq_gene
63,rnaseq_gene::GENE:SCARNA14,rnaseq_gene
64,methylation_gene::GENE:KBTBD7,methylation_gene
65,rnaseq_gene::GENE:MOS,rnaseq_gene
66,methylation_gene::GENE:PARP4,methylation_gene
67,methylation_gene::GENE:TYMP;ODF3B,methylation_gene
68,methylation_gene::GENE:CASKIN2;TSEN54,methylation_gene
69,rnaseq_gene::GENE:FGF4,rnaseq_gene
70,rnaseq_gene::GENE:SRY,rnaseq_gene
71,methylation_gene::GENE:LRRC20,methylation_gene
72,rnaseq_gene::GENE:LINC01591,rnaseq_gene
73,rnaseq_gene::GENE:DAZ1,rnaseq_gene
74,methylation_gene::GENE:SIX5;DMPK,methylation_gene
75,methylation_gene::GENE:SLC22A17,methylation_gene
76,methylation_gene::GENE:ADAR,methylation_gene
77,methylation_gene::GENE:SETD3;CCNK,methylation_gene
78,methylation_gene::GENE:SYPL1,methylation_gene
79,rnaseq_gene::GENE:LYZL1,rnaseq_gene
80,rnaseq_gene::GENE:PRDM14,rnaseq_gene
81,methylation_gene::GENE:PRCP,methylation_gene
82,methylation_gene::GENE:UBE3C,methylation_gene
83,methylation_gene::GENE:CNOT10,methylation_gene
84,rnaseq_gene::GENE:KCNK18,rnaseq_gene
85,methylation_gene::GENE:CORO1A,methylation_gene
86,methylation_gene::GENE:NLK,methylation_gene
87,rnaseq_gene::GENE:IAPP,rnaseq_gene
88,rnaseq_gene::GENE:SPANXN3,rnaseq_gene
89,methylation_gene::GENE:ATP5S;L2HGDH,methylation_gene
90,methylation_gene::GENE:INPP5A,methylation_gene
91,rnaseq_gene::GENE:OR52E2,rnaseq_gene
92,rnaseq_gene::GENE:PSG10,rnaseq_gene
93,rnaseq_gene::GENE:TSPY2,rnaseq_gene
94,rnaseq_gene::GENE:SNORA38B,rnaseq_gene
95,methylation_gene::GENE:FRY,methylation_gene
96,rnaseq_gene::GENE:LINC00635,rnaseq_gene
97,rnaseq_gene::GENE:SPAG11A,rnaseq_gene
98,methylation_gene::GENE:YAP1,methylation_gene
99,methylation_gene::GENE:PKN1,methylation_gene
100,rnaseq_gene::GENE:OR5T3,rnaseq_gene
