rank,feature_id,modality
1,rnaseq_gene::GENE:CT47A7,rnaseq_gene
2,rnaseq_gene::GENE:SUN5,rnaseq_gene
3,rnaseq_gene::GENE:DEFB136,rnaseq_gene
4,methylation_gene::GENE:CCNDBP1,methylation_gene
5,methylation_gene::GENE:ZNHIT2,methylation_gene
6,rnaseq_gene::GENE:SCARNA4,rnaseq_gene
7,rnaseq_gene::GENE:SCARNA8,rnaseq_gene
8,rnaseq_gene::GENE:SCARNA18,rnaseq_gene
9,methylation_gene::GENE:CNOT10,methylation_gene
10,methylation_gene::GENE:IL10RB,methylation_gene
11,methylation_gene::GENE:SNORD84;BAT1,methylation_gene
12,methylation_gene::GENE:MIB1,methylation_gene
13,rnaseq_gene::GENE:SNORA54,rnaseq_gene
14,methylation_gene::GENE:COMMD5,methylation_gene
15,methylation_gene::GENE:TYMP;SCO2,methylation_gene
16,methylation_gene::GENE:HSPD1;HSPE1,methylation_gene
17,rnaseq_gene::GENE:SNORA79,rnaseq_gene
18,methylation_gene::GENE:ZMYM6,methylation_gene
19,methylation_gene::GENE:NEK4,methylation_gene
20,methylation_gene::GENE:NAA50,methylation_gene
21,methylation_gene::GENE:TIGD3,methylation_gene
22,rnaseq_gene::GENE:DCD,rnaseq_gene
23,methylation_gene::GENE:H2AFX,methylation_gene
24,methylation_gene::GENE:TUBA1C,methylation_gene
25,methylation_gene::GENE:GPATCH1,methylation_gene
26,methylation_gene::GENE:ZKSCAN4,methylation_gene
27,methylation_gene::GENE:TEF,methylation_gene
28,methylation_gene::GENE:ZNF639,methylation_gene
29,methylation_gene::GENE:DLEU2;TRIM13,methylation_gene
30,methylation_gene::GENE:PRKAG1;MLL2,methylation_gene
31,methylation_gene::GENE:DDX21,methylation_gene
32,methylation_gene::GENE:FAM177A1,methylation_gene
33,methylation_gene::GENE:CFAP418,methylation_gene
34,methylation_gene::GENE:NF2,methylation_gene
35,rnaseq_gene::GENE:SNORA38,rnaseq_gene
36,methylation_gene::GENE:GCN1L1,methylation_gene
37,methylation_gene::GENE:PRNP,methylation_gene
38,rnaseq_gene::GENE:DEFB123,rnaseq_gene
39,methylation_gene::GENE:PALB2;DCTN5,methylation_gene
40,methylation_gene::GENE:TM7SF2,methylation_gene
41,rnaseq_gene::GENE:TTTY23,rnaseq_gene
42,methylation_gene::GENE:NLK,methylation_gene
43,rnaseq_gene::GENE:SNORA26,rnaseq_gene
44,methylation_gene::GENE:COMMD3,methylation_gene
45,rnaseq_gene::GENE:SNORA16A,rnaseq_gene
46,methylation_gene::GENE:RSAD2,methylation_gene
47,methylation_gene::GENE:BTF3L4;TXNDC12,methylation_gene
48,methylation_gene::GENE:STRAP,methylation_gene
49,rnaseq_gene::GENE:SNORA37,rnaseq_gene
50,methylation_gene::GENE:CCDC34,methylation_gene
51,methylation_gene::GENE:POLD3,methylation_gene
52,rnaseq_gene::GENE:C2ORF27B,rnaseq_gene
53,rnaseq_gene::GENE:SCARNA1,rnaseq_gene
54,methylation_gene::GENE:NUBP1,methylation_gene
55,rnaseq_gene::GENE:DEFB132,rnaseq_gene
56,methylation_gene::GENE:FAH,methylation_gene
57,rnaseq_gene::GENE:SNORA71D,rnaseq_gene
58,methylation_gene::GENE:MRPS34;EME2,methylation_gene
59,methylation_gene::GENE:BLMH,methylation_gene
60,rnaseq_gene::GENE:CSN1S2A,rnaseq_gene
61,methylation_gene::GENE:NIPSNAP1,methylation_gene
62,methylation_gene::GENE:C6ORF57,methylation_gene
63,methylation_gene::GENE:COPZ1,methylation_gene
64,rnaseq_gene::GENE:UBE2DNL,rnaseq_gene
65,rnaseq_gene::GENE:SCARNA22,rnaseq_gene
