rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_CCNDBP1,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_SCARNA4,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_SCARNA18,methylation_gene__GENE_CNOT10,methylation_gene__GENE_IL10RB,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_MIB1,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_COMMD5,methylation_gene__GENE_TYMP;SCO2,methylation_gene__GENE_HSPD1;HSPE1,rnaseq_gene__GENE_SNORA79,methylation_gene__GENE_ZMYM6,methylation_gene__GENE_NEK4,methylation_gene__GENE_NAA50,methylation_gene__GENE_TIGD3,rnaseq_gene__GENE_DCD,methylation_gene__GENE_H2AFX,methylation_gene__GENE_TUBA1C,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_ZKSCAN4,methylation_gene__GENE_TEF,methylation_gene__GENE_ZNF639,methylation_gene__GENE_DLEU2;TRIM13,methylation_gene__GENE_PRKAG1;MLL2,methylation_gene__GENE_DDX21,methylation_gene__GENE_FAM177A1,methylation_gene__GENE_CFAP418,methylation_gene__GENE_NF2,rnaseq_gene__GENE_SNORA38,methylation_gene__GENE_GCN1L1,methylation_gene__GENE_PRNP,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_TM7SF2,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_NLK,rnaseq_gene__GENE_SNORA26,methylation_gene__GENE_COMMD3,rnaseq_gene__GENE_SNORA16A,methylation_gene__GENE_RSAD2,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_STRAP,rnaseq_gene__GENE_SNORA37,methylation_gene__GENE_CCDC34,methylation_gene__GENE_POLD3,rnaseq_gene__GENE_C2ORF27B,rnaseq_gene__GENE_SCARNA1,methylation_gene__GENE_NUBP1,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_FAH,rnaseq_gene__GENE_SNORA71D,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_BLMH,rnaseq_gene__GENE_CSN1S2A,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_C6ORF57,methylation_gene__GENE_COPZ1,rnaseq_gene__GENE_UBE2DNL,rnaseq_gene__GENE_SCARNA22,rnaseq_gene__GENE_SNORA64,methylation_gene__GENE_MC1R,methylation_gene__GENE_LAP3,methylation_gene__GENE_RBMS2,methylation_gene__GENE_CTSC,methylation_gene__GENE_PDXK,methylation_gene__GENE_VPS39,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_CRELD1;IL17RC,methylation_gene__GENE_IQCC,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_FBXL8;TRADD,methylation_gene__GENE_PIP5K1A,methylation_gene__GENE_TH1L,methylation_gene__GENE_RGS2,methylation_gene__GENE_TUBD1;RPS6KB1,rnaseq_gene__GENE_C20ORF185,rnaseq_gene__GENE_SNORA22,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_SART3,rnaseq_gene__GENE_SNORA38B,methylation_gene__GENE_RPL10A,methylation_gene__GENE_HIC1,methylation_gene__GENE_CTTN,rnaseq_gene__GENE_SNORA49,rnaseq_gene__GENE_LINC01591,methylation_gene__GENE_C14ORF143;TDP1,methylation_gene__GENE_C19ORF36;MOBKL2A,rnaseq_gene__GENE_SNORA80,methylation_gene__GENE_C4ORF14;POLR2B,methylation_gene__GENE_EML2,methylation_gene__GENE_PIGL,rnaseq_gene__GENE_PRG3,methylation_gene__GENE_BANP,methylation_gene__GENE_CCNO,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454543,0.123891346,0.11366087,-0.07712625,-0.077656925,-0.08420343,0.010354679,0.05496861,0.42945364,0.24387312,-0.062202632,0.20930603,0.27867046,-0.16549222,-0.09405645,0.11541811,0.77115136,0.19318482,0.22313906,-0.07261519,0.30215257,0.019325279,-0.008255056,-0.0040302267,-0.035964943,-0.17810331,-0.24416125,0.3459178,0.8971477,-0.2416122,0.58181924,0.17975505,-0.06538503,0.177277,0.3894572,-0.09053003,-0.17391363,-0.0014703001,-0.06604976,0.034324005,-0.098405525,0.03576586,-0.16123992,0.35076898,0.9815012,0.23493233,-0.12478135,-0.026134897,0.109834366,-0.12132999,-0.14398706,0.19455156,-0.09292495,0.0032518655,2.1097538,0.6714834,0.06376371,-0.06147661,0.19609515,0.3700894,-0.031772554,-0.12741643,-0.08098747,-0.16189265,0.08383757,2.3254156,0.55475944,0.12509142,0.029781174,0.7920273,0.11325546,-0.23293154,0.5766908,0.073184624,0.3053059,0.3605754,0.7726025,0.06931686,-0.14536843,-0.14157577,-0.20551696,0.14519547,17.972397,-0.096605115,-0.1201566,0.039419405,2.17692,-0.1975971,-0.14762473,-0.0572387,0.008156449,-0.14606114,-0.11132898,1.4669945,-0.03608988,-0.091068126,0.49667037,0.11673414,1
-0.045454547,-0.045454547,-0.045454543,-0.054904364,-0.12917063,-0.07712625,-0.077656925,-0.08420343,0.0063300165,0.10857834,0.18604071,-0.027311742,-0.062202632,-0.11052783,0.19001928,-0.1372667,-0.09405645,0.005088034,0.21373604,-0.04646463,0.024295857,-0.07261519,-0.22055374,-0.108695276,-0.33702388,0.09808578,-0.4011718,-0.38549632,-0.29082996,0.28177342,0.15897368,-0.57193154,-0.023889586,-0.10431009,-0.06538503,0.019352932,-0.11603817,-0.09053003,-0.10001507,-0.12371717,-0.06604976,0.010496432,-0.098405525,0.7345488,-0.16123992,0.2659317,0.3016969,-0.09947893,-0.12478135,-0.18617858,-0.10272075,-0.12132999,-0.14398706,0.013376881,-0.09292495,-0.17324126,-0.1580065,0.24021968,-0.76336193,-0.06147661,-0.18526225,0.45863554,-0.42262802,-0.12741643,-0.08098747,-0.16189265,4.049079,0.23647249,0.3153794,-0.1069755,0.14124183,0.28694847,-0.08260892,-0.10649427,0.26259986,0.14049557,-0.18869087,-0.20791431,0.10290072,-0.24842836,-0.053284615,-0.14157577,-0.20551696,0.27675828,-0.027870137,-0.096605115,-0.22554438,-0.004477646,1.189765,-0.1975971,-0.14762473,-0.4428249,-0.28808537,-0.14606114,-0.12247218,0.267448,0.63568044,-0.091068126,-0.25864524,-0.44978872,0
-0.045454547,-0.045454547,-0.045454543,-0.12793615,-0.029095246,-0.07712625,-0.077656925,-0.08420343,0.030327728,-0.023873253,-0.10767321,0.08352996,-0.062202632,-0.29797605,0.6743571,-0.08663605,-0.09405645,0.0051091565,0.6577973,0.15848231,-0.097748026,-0.07261519,-0.09344332,0.50784725,-0.477956,0.0035393971,-0.39203927,-0.23708917,-0.14077835,-0.25330362,-0.13461225,-0.42465895,-0.092855275,-0.2317041,-0.06538503,0.15309241,0.04582664,-0.09053003,-0.38661298,-0.15560229,-0.06604976,0.32782152,-0.098405525,0.45073083,-0.16123992,0.7401969,0.08257944,0.080714375,-0.12478135,-0.12904312,0.07915886,-0.12132999,-0.14398706,-0.25114623,-0.09292495,-0.17643015,-0.1580065,0.1856196,0.6401416,-0.06147661,-0.34183866,0.31296864,0.028855024,-0.12741643,-0.08098747,-0.16189265,-0.034313805,0.8778921,0.05246144,0.100446306,0.4622815,0.085590996,0.0043736543,0.20993048,0.05495039,-0.19911654,-0.23647025,-0.30565017,-0.41227376,-0.17164518,-0.092183076,-0.14157577,-0.20551696,0.017861012,0.3455983,-0.096605115,0.08762576,0.07722522,0.12773761,-0.1975971,-0.14762473,-0.120225124,-0.3144539,-0.14606114,-0.1612681,-0.32744917,0.80418074,-0.091068126,-0.385534,-0.55831224,1
-0.045454547,-0.045454547,-0.045454543,0.026010467,0.053487014,-0.07712625,-0.077656925,-0.08420343,0.19691066,0.25374874,0.65709823,0.18851575,-0.062202632,-0.08571555,0.10033932,0.31053942,-0.09405645,0.12085747,16.62765,-0.13251951,0.1923492,-0.07261519,0.6359359,0.082860716,-0.037625924,0.04440457,-0.04402887,-0.14207378,20.086838,0.28520945,0.60821337,-0.34187067,0.71096694,0.5551408,-0.06538503,0.6234643,0.14097163,-0.09053003,-0.16718751,-0.019521814,-0.06604976,0.27460003,-0.098405525,0.09809307,-0.16123992,-0.28118375,0.70423585,0.36958387,-0.12478135,-0.040049296,-0.0024882632,-0.12132999,-0.14398706,0.0345565,-0.09292495,0.08407658,-0.1580065,1.8551283,0.19867557,-0.06147661,-0.038159743,0.41062787,0.011976436,-0.12741643,-0.08098747,-0.16189265,0.044550497,1.4756366,-0.052292623,0.034533173,0.0313175,1.0125657,1.1760465,0.7790332,0.51452565,0.044678032,0.6705365,0.26170567,-0.115355596,0.25667304,-0.37884673,-0.14157577,-0.20551696,0.3547596,0.4736735,-0.096605115,0.0013942263,-0.0013648476,1.2584898,-0.1975971,-0.14762473,0.22945431,-0.005881576,-0.14606114,-0.07005649,0.2051133,1.2014711,-0.091068126,0.9135061,-0.036739506,0
-0.045454547,-0.045454547,-0.045454543,0.0057542752,0.066743255,-0.07712625,-0.077656925,-0.08420343,0.026620133,0.15540007,0.0029505189,0.10806374,-0.062202632,-0.30784377,0.4566397,0.19654696,-0.09405645,0.01601754,0.21560349,0.09288953,0.057744913,-0.07261519,0.078390144,-0.06850041,-0.13011433,0.013883447,-0.060972303,-0.064404644,0.24605928,0.22577436,-0.1391421,-0.23002721,-0.043662205,-0.20364346,-0.06538503,0.13371089,0.30003548,-0.09053003,-0.06262213,-0.096599326,-0.06604976,0.22721255,-0.098405525,0.18651515,-0.16123992,1.3006067,0.6707714,-0.021209082,-0.12478135,0.06862429,0.25866687,-0.12132999,-0.14398706,0.44079664,-0.09292495,0.13401742,-0.1580065,-0.21480395,0.09177901,-0.06147661,-0.011247987,-0.2361239,0.038224,-0.12741643,-0.08098747,-0.16189265,-0.120562755,0.25032428,0.29358992,0.24994503,0.4733929,0.17814119,0.02398397,-0.23405688,17.724586,-0.06061791,-0.4424442,-0.44651133,-0.3951858,0.09074532,-0.7816559,-0.14157577,-0.20551696,0.2834788,0.39452362,-0.096605115,-0.2352123,-0.038981043,4.812786,-0.1975971,-0.14762473,-0.13013352,0.10324978,-0.14606114,-0.113162056,1.0713247,0.035765518,-0.091068126,0.16979939,0.11025408,0
-0.045454547,-0.045454547,-0.045454543,-0.21389154,0.16205356,-0.07712625,-0.077656925,-0.08420343,-0.24740428,0.014689917,-0.3147769,-0.00071785843,-0.062202632,-0.25077528,0.057833895,-0.325326,-0.09405645,-0.045659754,-0.17538872,-0.29218262,-0.02651372,-0.07261519,-0.42456496,0.0021444163,-0.0456328,-0.23257156,-0.08799398,-0.21421503,0.07734514,-0.15239102,-0.64583874,-0.42184553,-0.27299696,-0.84237033,-0.06538503,-0.111397125,-0.2542429,-0.09053003,0.30304617,-0.15822075,-0.06604976,0.24023153,-0.098405525,0.3370148,-0.16123992,-0.5442213,-0.71389365,-0.28579336,-0.12478135,-0.016003717,-0.071227364,-0.12132999,-0.14398706,-0.28320163,-0.09292495,-0.08808751,-0.1580065,0.44579038,-0.25627792,-0.06147661,-0.19372441,-0.27852258,-0.07721394,-0.12741643,-0.08098747,-0.16189265,0.1383798,0.074340284,-0.021616137,-0.034578286,-0.3003769,-0.025140867,-0.0735961,-0.47703978,-0.2637369,-0.4620957,-0.4519718,-0.2624406,-0.6237204,-0.11580079,-0.74827313,-0.14157577,-0.20551696,-0.08279824,-0.025596527,-0.096605115,-0.15716588,-0.024598818,-0.10441551,-0.1975971,-0.14762473,-0.4902797,-0.18463905,-0.14606114,-0.1812626,-0.09618825,-0.73669803,-0.091068126,-0.23777711,-0.06416066,1
