model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v1,v1,binary,success,0.994475138121547,0.9969230769230769,0.9969325153374233,0.027388504436006496
tabpfn_v2,v2,binary,success,0.994475138121547,0.9969230769230769,0.9969325153374233,0.023836691126507634
tabpfn_v2_5,v2_5,binary,success,0.994475138121547,0.9969230769230769,0.9969325153374233,0.02388342718795572
tabpfn_v2_6,v2_6,binary,success,0.994475138121547,0.9969230769230769,0.9969325153374233,0.026717744811939104
tabpfn_v3,v3,binary,success,0.994475138121547,0.9969230769230769,0.9969325153374233,0.024159376758501192
