task,model,task_type,status,fit_time_s,predict_time_s,tcga_accuracy,tcga_f1,tcga_roc_auc,tcga_log_loss,cptac_accuracy,cptac_f1,cptac_roc_auc,cptac_log_loss
hnscc_tp53_protein_top500,logistic_regression,binary,success,0.1843855760016595,0.040419139000732685,0.7773279352226721,0.8433048433048433,0.784391005121639,1.0859066552814856,0.8709677419354839,0.9310344827586207,0.45833333333333337,0.5146759474462902
hnscc_tp53_protein_top500,random_forest,binary,success,2.0007080050054356,0.10270766400208231,0.8238866396761133,0.88745148771022,0.8185419334186941,0.4503104923163976,0.8709677419354839,0.9310344827586207,0.4120370370370371,0.5584835777765418
hnscc_tp53_protein_top500,xgboost,binary,success,2.8879145530008827,0.22028871199654532,0.8380566801619433,0.8958333333333334,0.8239036491677336,0.5177930216516927,0.8709677419354839,0.9310344827586207,0.537037037037037,0.6294578390297745
hnscc_tp53_protein_top500,lightgbm,binary,success,0.5596230100018147,0.032706441008485854,0.8299595141700404,0.8900523560209425,0.8087788092189501,0.5754594962119199,0.8709677419354839,0.9310344827586207,0.3842592592592593,0.7548837060255412
hnscc_tp53_protein_top500,catboost,binary,success,14.102471887999855,0.3321771099981561,0.8218623481781376,0.8880407124681934,0.8183618758002561,0.4372016936165506,0.8709677419354839,0.9310344827586207,0.5393518518518519,0.39098177424085606
hnscc_tp53_protein_top500,autogluon,binary,success,52.90023845300311,0.14202927800215548,0.819838056680162,0.8857509627727856,0.8025568181818181,0.47059597140451304,0.8709677419354839,0.9310344827586207,0.7175925925925926,0.40817409749814065
hnscc_tp53_protein_top500,tabpfn_v3,binary,success,2.8064375140020275,17.926752297997155,0.8259109311740891,0.8886010362694301,0.828645166453265,0.407100692725574,0.8709677419354839,0.9310344827586207,0.4606481481481482,0.42279213975293123
hnscc_tp53_top500,logistic_regression,binary,success,0.17606385499675525,0.05819784200139111,0.8076923076923077,0.8667601683029453,0.8135803457106274,0.9368254337211884,0.8478260869565217,0.9156626506024096,0.37916666666666665,0.6577265679025922
hnscc_tp53_top500,random_forest,binary,success,1.872979428004328,0.09861289500622661,0.8340080971659919,0.8937823834196891,0.8301056338028169,0.42576369630691463,0.8695652173913043,0.9302325581395349,0.3104166666666667,0.489708264086879
hnscc_tp53_top500,xgboost,binary,success,2.7603977309991024,0.21676036300050328,0.8279352226720648,0.8885976408912188,0.8249639884763124,0.5280977570254001,0.8695652173913043,0.9302325581395349,0.3458333333333333,0.7507987616079511
hnscc_tp53_top500,lightgbm,binary,success,0.5822196720037027,0.027647951003018534,0.8380566801619433,0.8952879581151832,0.8321462868117797,0.564583021044519,0.8695652173913043,0.9302325581395349,0.5291666666666667,0.7053843151210053
hnscc_tp53_top500,catboost,binary,success,13.179129992000526,0.12992784699963522,0.8279352226720648,0.8908857509627728,0.8114396606914211,0.43153603136734314,0.8695652173913043,0.9302325581395349,0.38333333333333336,0.41554249363233275
hnscc_tp53_top500,autogluon,binary,success,52.96884011400107,0.07837894300246262,0.8360323886639676,0.895483870967742,0.7980353713188221,0.44082822452007386,0.8695652173913043,0.9302325581395349,0.41666666666666663,0.4034272554794586
hnscc_tp53_top500,tabpfn_v3,binary,success,3.003156143000524,18.05109400600122,0.840080971659919,0.8980645161290323,0.8351872599231754,0.38952739825730276,0.8695652173913043,0.9302325581395349,0.30833333333333335,0.4288193003120886
lscc_tp53_biological,logistic_regression,binary,success,0.3218558190019394,0.030470079993392574,0.8433476394849786,0.9110840438489647,0.6718263815038008,0.6025016461195216,0.925531914893617,0.9613259668508287,0.5625,0.3085027125638572
lscc_tp53_biological,random_forest,binary,success,1.395436940001673,0.08452423900234862,0.8733905579399142,0.9316338354577057,0.662531017369727,0.37387824652630486,0.9361702127659575,0.967032967032967,0.5350378787878789,0.6411648117629195
lscc_tp53_biological,xgboost,binary,success,0.9162498420046177,0.08946046500568627,0.8669527896995708,0.927400468384075,0.6393713813068652,0.5415374666590581,0.9361702127659575,0.967032967032967,0.6060606060606062,0.3453583412620324
lscc_tp53_biological,lightgbm,binary,success,0.2800238519994309,0.024234079999587266,0.8733905579399142,0.9311551925320887,0.6608767576509512,0.6343137106904108,0.9361702127659575,0.967032967032967,0.6382575757575757,0.3498661140578753
lscc_tp53_biological,catboost,binary,success,4.906789912001841,0.05597234300148557,0.8669527896995708,0.9284064665127021,0.6259797550120131,0.38012090390834796,0.9361702127659575,0.967032967032967,0.5946969696969697,0.24506234380027633
lscc_tp53_biological,autogluon,binary,success,43.86764063500232,0.07675874800042948,0.8755364806866953,0.9324009324009324,0.6964433416046318,0.3883476825974506,0.9361702127659575,0.967032967032967,0.6553030303030303,0.24903180885937415
lscc_tp53_biological,tabpfn_v3,binary,success,2.467942988005234,16.043046725997556,0.8776824034334764,0.9336437718277066,0.6999881838591516,0.35636321119208586,0.9361702127659575,0.967032967032967,0.6041666666666667,0.23572153609382474
lscc_tp53_protein_biological,logistic_regression,binary,success,0.3105611479950312,0.029914117003499996,0.8369098712446352,0.9075425790754258,0.678285871834259,0.5670732739980407,0.9393939393939394,0.96875,0.489247311827957,0.26415206159775834
lscc_tp53_protein_biological,random_forest,binary,success,1.3287383949973446,0.08841164199839113,0.869098712446352,0.9294797687861271,0.656839576194415,0.37811316556005764,0.9393939393939394,0.96875,0.446236559139785,0.32911265163746034
lscc_tp53_protein_biological,xgboost,binary,success,0.8584959170038928,0.08260575399617665,0.8733905579399142,0.9309941520467836,0.6375595730434439,0.5281181313549119,0.9393939393939394,0.96875,0.4516129032258064,0.3540196102163661
