endpoint,model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
extreme_os,tabfm_default,0.7872340425531915,0.8404255319148937,0.8026373626373626,0.8820582640524297,0.8681318681318682,0.64,0.7540659340659341,0.4851590117654174
