model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v1,v1,binary,success,0.6666666666666666,0.0,0.6409989594172736,0.6350333413864628
tabpfn_v2,v2,binary,success,0.5913978494623656,0.17391304347826086,0.581165452653486,0.6493823850681475
tabpfn_v2_5,v2_5,binary,success,0.5698924731182796,0.09090909090909091,0.5744016649323621,0.6620670953502142
tabpfn_v2_6,v2_6,binary,success,0.6666666666666666,0.0,0.5647762747138397,0.6338844915564732
tabpfn_v3,v3,binary,success,0.6666666666666666,0.0,0.5853277835587929,0.6321349894661419
