model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v1,v1,binary,success,0.6067415730337079,0.0,0.555026455026455,0.6588547587043636
tabpfn_v2,v2,binary,success,0.6067415730337079,0.3137254901960784,0.5698412698412698,0.6621887159624916
tabpfn_v2_5,v2_5,binary,success,0.6629213483146067,0.3181818181818182,0.5783068783068783,0.6536572158836075
tabpfn_v2_6,v2_6,binary,success,0.6179775280898876,0.05555555555555555,0.53994708994709,0.6555837300664691
tabpfn_v3,v3,binary,success,0.6067415730337079,0.0,0.5455026455026455,0.6539498393824705
