experiment,dataset,endpoint,permutation,iteration,n_train,n_test,roc_auc,pr_auc
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,247,1151,247,0.6780594996619338,0.5608282902646717
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,248,1151,247,0.4306964164976335,0.3815982087242883
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,248,1151,247,0.6634888438133875,0.5325407980718253
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,249,1151,247,0.4128465179175118,0.3655111288998777
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,249,1151,247,0.6582150101419878,0.5227307680684585
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,250,1151,247,0.4665314401622717,0.410844745679583
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,250,1151,247,0.6755240027045301,0.5754663417769357
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,251,1151,247,0.5058823529411764,0.4207178370026943
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,251,1151,247,0.6569303583502366,0.5334170244188988
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,252,1151,247,0.5068965517241378,0.4384201857738793
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,252,1151,247,0.6860716700473293,0.5556676820775482
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,253,1151,247,0.5137931034482759,0.4364274112279258
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,253,1151,247,0.674340770791075,0.5293503163491724
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,254,1151,247,0.4118999323867479,0.364045939423277
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,254,1151,247,0.6663286004056794,0.530670298029768
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,255,1151,247,0.4221095334685598,0.3817821022815403
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,255,1151,247,0.6556457065584855,0.5319979762149945
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,256,1151,247,0.4439486139283299,0.3985162838221313
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,256,1151,247,0.6875591615956728,0.5582551712884352
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,257,1151,247,0.497498309668695,0.4242514715301079
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,257,1151,247,0.6768762677484786,0.5349325904296018
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,258,1151,247,0.5183908045977011,0.4539861137234973
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,258,1151,247,0.7077755240027046,0.5923895591894328
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,259,1151,247,0.4753211629479377,0.4058728422024788
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,259,1151,247,0.6862068965517241,0.5598316973579258
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,260,1151,247,0.5890466531440162,0.521992009701917
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,260,1151,247,0.7299526707234617,0.6092766303158677
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,261,1151,247,0.5673427991886411,0.4617233270121411
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,261,1151,247,0.6370182555780933,0.4879396141210238
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,262,1151,247,0.4932386747802569,0.4165188782143713
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,262,1151,247,0.6691683569979715,0.5404770213656291
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,263,1151,247,0.4592292089249493,0.3910488361516446
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,263,1151,247,0.6414131169709263,0.4932849865610171
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,264,1151,247,0.5086544962812711,0.4266537691750965
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,264,1151,247,0.6579107505070994,0.525103929205081
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,265,1151,247,0.5179175118323192,0.4514619460415089
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,265,1151,247,0.7010480054090601,0.5801748148830053
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,266,1151,247,0.4576064908722109,0.3959724968924714
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,266,1151,247,0.6799864773495605,0.5824944881537779
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,267,1151,247,0.4659229208924949,0.386150764814504
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,267,1151,247,0.6861730899256254,0.5544532304511955
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,268,1151,247,0.5363759296822177,0.4380388003741001
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,268,1151,247,0.6880662609871535,0.552891253927196
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,269,1151,247,0.4494929006085193,0.3989263928175045
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,269,1151,247,0.6703853955375253,0.5369464759664053
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,270,1151,247,0.5872210953346856,0.4675388788352395
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,270,1151,247,0.6341784989858011,0.5095761859549303
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,271,1151,247,0.5409060175794456,0.4652981149016072
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,271,1151,247,0.6671399594320486,0.5448028753618601
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,272,1151,247,0.4691007437457741,0.4072827285597007
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,272,1151,247,0.6538201487491548,0.5118619347419413
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,273,1151,247,0.4686950642325896,0.4047887518729051
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,273,1151,247,0.6649425287356323,0.5341205962270046
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,274,1151,247,0.5213657876943881,0.4492094594100161
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,274,1151,247,0.6704530087897228,0.5280465000193928
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,275,1151,247,0.4291413116970926,0.3797297677293881
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,275,1151,247,0.684787018255578,0.5635044451877563
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,276,1151,247,0.5592292089249493,0.4849109576635015
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,276,1151,247,0.6652467883705205,0.5328120739901955
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,277,1151,247,0.4530764029749831,0.380292204154987
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,277,1151,247,0.6548343475321163,0.5392954841014218
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,278,1151,247,0.4768762677484787,0.4052976322820996
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,278,1151,247,0.6908722109533468,0.5829935226947043
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,279,1151,247,0.5248816768086545,0.4441008607618134
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,279,1151,247,0.6741717376605814,0.5378778018963034
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,280,1151,247,0.5496281271129142,0.4520072965499304
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,280,1151,247,0.6497971602434077,0.501544906589698
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,281,1151,247,0.4269776876267748,0.3938475350928876
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,281,1151,247,0.6793103448275862,0.5527717700946799
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,282,1151,247,0.4576064908722109,0.4046877498484001
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,282,1151,247,0.6873225152129817,0.5436680768871154
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,283,1151,247,0.4310344827586207,0.3776346871993784
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,283,1151,247,0.6540906017579445,0.5389737362760201
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,284,1151,247,0.4342799188640973,0.369729067102614
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,284,1151,247,0.735158891142664,0.6191901302730449
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,285,1151,247,0.4160919540229885,0.366996082238048
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,285,1151,247,0.6849898580121704,0.5736513377732155
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,286,1151,247,0.4699121027721433,0.4104946162844713
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,286,1151,247,0.6476673427991887,0.4869017771436723
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,287,1151,247,0.4700473292765382,0.4109409794857567
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,287,1151,247,0.67315753887762,0.5401995569776811
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,288,1151,247,0.4832319134550372,0.4267178493046201
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,288,1151,247,0.6723123732251521,0.5375885100050048
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,289,1151,247,0.5022988505747126,0.4315813966776518
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,289,1151,247,0.6473292765382015,0.5010692342119285
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,290,1151,247,0.5167004732927654,0.4333826848259698
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,290,1151,247,0.6768762677484788,0.5406678897731704
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,291,1151,247,0.4538201487491549,0.4287752074966218
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,291,1151,247,0.6271805273833672,0.4839275657370927
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,292,1151,247,0.5858012170385395,0.4961608927779469
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,292,1151,247,0.7019607843137254,0.5830190238758501
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,293,1151,247,0.4363083164300202,0.3713731179389382
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,293,1151,247,0.6308992562542258,0.5023912468382095
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,294,1151,247,0.4729546991210278,0.4133379756143616
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,294,1151,247,0.6469912102772144,0.5398571546385378
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,295,1151,247,0.4630831643002028,0.3922111791893142
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,295,1151,247,0.6943204868154158,0.5760158635647856
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,296,1151,247,0.4313725490196078,0.3929007537507486
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,296,1151,247,0.6259634888438134,0.4798609975730322
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,297,1151,247,0.4954699121027721,0.4146381276225682
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,297,1151,247,0.6720419202163624,0.5376693008136875
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,298,1151,247,0.5766734279918865,0.4924616312908634
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,298,1151,247,0.6585192697768762,0.4933383899251793
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,299,1151,247,0.5228532792427316,0.4315765192866692
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,299,1151,247,0.6603448275862068,0.507437875163169
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,300,1151,247,0.5193373901284652,0.4320817660756303
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,300,1151,247,0.6638269100743746,0.5235440421492947
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,301,1151,247,0.4672075726842461,0.3815831449350929
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,301,1151,247,0.6374915483434753,0.4992862411582152
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,302,1151,247,0.4421906693711968,0.4017794701963093
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,302,1151,247,0.6954699121027721,0.5462789382288532
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,303,1151,247,0.4773495605138607,0.4386432115007016
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,303,1151,247,0.6836375929682218,0.537313752640306
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,304,1151,247,0.5716024340770791,0.4709349090190604
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,304,1151,247,0.6902974983096686,0.5358750169327565
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,305,1151,247,0.4367139959432048,0.4344424772779601
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,305,1151,247,0.6672075726842461,0.5504590560106594
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,306,1151,247,0.4633536173089925,0.4136211838532208
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,306,1151,247,0.6627789046653144,0.5473367879729146
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,307,1151,247,0.4720757268424611,0.4264466684503204
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,307,1151,247,0.7100743745774172,0.5856690370727499
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,308,1151,247,0.5842461122379987,0.4660974615536404
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,308,1151,247,0.6798174442190669,0.5516328861454589
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,309,1151,247,0.4542258282623394,0.4110689510314453
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,309,1151,247,0.6782285327924275,0.542376154584575
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,310,1151,247,0.5219743069641649,0.43909317788788
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,310,1151,247,0.6544624746450304,0.5210775340621852
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,311,1151,247,0.4885733603786342,0.4066138296259208
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,311,1151,247,0.7083840432724813,0.5852121434715729
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,312,1151,247,0.4657200811359027,0.4089278833951463
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,312,1151,247,0.6776200135226503,0.527383515418165
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,313,1151,247,0.6220419202163624,0.5165973092468878
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,313,1151,247,0.6819810682893847,0.5334722692733176
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,314,1151,247,0.4985125084516565,0.4182630896395884
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,314,1151,247,0.6643002028397565,0.5208884843880083
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,315,1151,247,0.6268424611223801,0.514932321982072
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,315,1151,247,0.6402298850574712,0.5207628493951504
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,316,1151,247,0.4700473292765382,0.4145838961664448
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,316,1151,247,0.6699797160243406,0.5313884384624197
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,317,1151,247,0.5341446923597024,0.4587324570672656
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,317,1151,247,0.6567275185936443,0.5159077123288474
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,318,1151,247,0.5192697768762677,0.4469616397197873
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,318,1151,247,0.6978363759296823,0.5589680298435914
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,319,1151,247,0.404868154158215,0.356369447199767
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,319,1151,247,0.6812711291413116,0.5535567367405712
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,320,1151,247,0.5523326572008114,0.4555487849987656
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,320,1151,247,0.6801217038539554,0.5633137699237356
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,321,1151,247,0.5121703853955375,0.4385325761302069
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,321,1151,247,0.6325895875591617,0.5030665170620653
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,322,1151,247,0.4789046653144016,0.4053264408556308
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,322,1151,247,0.7374577417173767,0.6534360978262387
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,323,1151,247,0.4939824205544287,0.4021115175138479
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,323,1151,247,0.6480730223123732,0.51071255979944
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,324,1151,247,0.4368492224475997,0.3755967079336209
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,324,1151,247,0.6870182555780934,0.5595755722916798
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,325,1151,247,0.4841784989858012,0.4086501769603367
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,325,1151,247,0.6612237998647734,0.5466588356139146
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,326,1151,247,0.4993914807302231,0.4134918046910499
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,326,1151,247,0.6792427315753887,0.5610424526979763
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,327,1151,247,0.5840432724814064,0.4795454314188359
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,327,1151,247,0.6714672075726842,0.5155634059914067
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,328,1151,247,0.4999323867478025,0.4410939568606553
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,328,1151,247,0.6156862745098038,0.4789534227443316
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,329,1151,247,0.5569303583502366,0.4909516634426319
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,329,1151,247,0.7308316430020283,0.6037370006880433
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,330,1151,247,0.4622041920216362,0.4096218921671983
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,330,1151,247,0.6715686274509804,0.5611932028732772
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,331,1151,247,0.4738336713995942,0.3998228639417162
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,331,1151,247,0.6456727518593645,0.5036594554653638
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,332,1151,247,0.437390128465179,0.379383230704153
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,332,1151,247,0.6206558485463152,0.4738612994923036
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,333,1151,247,0.5078431372549019,0.4471372707933249
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,333,1151,247,0.6160919540229886,0.4819512155196811
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,334,1151,247,0.4881676808654496,0.4241728073659995
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,334,1151,247,0.6538877620013522,0.5040800301351389
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,335,1151,247,0.6006761325219743,0.492883878153411
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,335,1151,247,0.6767410412440839,0.5411339249625163
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,336,1151,247,0.5549695740365111,0.438974217626605
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,336,1151,247,0.6262001352265044,0.481846189097264
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,337,1151,247,0.3961798512508451,0.3591766555462694
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,337,1151,247,0.6626098715348209,0.5243777773030127
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,338,1151,247,0.4811359026369169,0.4195118643666544
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,338,1151,247,0.6793103448275863,0.5569475528093867
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,339,1151,247,0.4862068965517241,0.4283563293728512
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,339,1151,247,0.6622041920216362,0.5367493366330992
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,340,1151,247,0.4574712643678161,0.3885470977680025
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,340,1151,247,0.6627450980392158,0.5087099357146789
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,341,1151,247,0.4499661933739013,0.4042411758292191
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,341,1151,247,0.69263015551048,0.5470784498005697
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,342,1151,247,0.4873563218390804,0.4053997629147416
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,342,1151,247,0.6822177146720757,0.564621806837794
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,343,1151,247,0.4279918864097363,0.3728233111812772
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,343,1151,247,0.6804935767410413,0.5344229304366127
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,344,1151,247,0.4899256254225828,0.4304597697969563
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,344,1151,247,0.6668018931710614,0.5257927115743332
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,345,1151,247,0.4419202163624071,0.3969475039533872
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,345,1151,247,0.6581135902636917,0.5032794444679577
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,346,1151,247,0.5150101419878297,0.4248196542625615
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,346,1151,247,0.6809330628803244,0.5618825619133381
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,347,1151,247,0.5357674104124408,0.4493997948183026
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,within_cancer,347,1151,247,0.6951994590939825,0.5769859401184972
pooled_fixed,ALL_core_os_3yr_event_top94_no_cancer_feature,os_3yr,global,348,1151,247,0.5088573360378634,0.424070847509005
