scope,endpoint,cancer,repeat,fold,model_name,n_train,n_validation,n_test,threshold,fit_time_s,predict_time_s,accuracy,balanced_accuracy,f1,sensitivity,specificity,roc_auc,pr_auc,log_loss,brier,artifact_source,model,family,endpoint_label
per_cancer,os_3yr,BRCA,1,1,catboost,321,80,100,0.0714247800333762,1.343072111998481,0.0059679340010916,0.47,0.5235294117647059,0.2535211267605634,0.6,0.4470588235294118,0.5431372549019607,0.2845931733860729,0.4457821707728636,0.1276992860955998,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,1,xgboost,321,80,100,0.0027248647529631,0.1735491400031605,0.006591594999918,0.19,0.496078431372549,0.2568807339449541,0.9333333333333332,0.0588235294117647,0.547843137254902,0.3049176574505488,0.5759682812220961,0.1291950724793028,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,1,lightgbm,321,80,100,0.0014775775657156,0.0772971799997321,0.0057123160004266,0.5,0.4862745098039215,0.21875,0.4666666666666667,0.5058823529411764,0.5266666666666667,0.2598631622844738,0.9133538240824888,0.1362599568186167,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,2,logistic_regression,320,81,100,0.1221625470503651,0.0111034490000747,0.0040073210002447,0.46,0.5771195097037793,0.2285714285714285,0.7272727272727273,0.4269662921348314,0.6608784473953013,0.2243112235088444,0.3560689713868266,0.0994943552745477,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,1,2,random_forest,320,81,100,0.1833333333333333,0.3534102109988453,0.0778822870015574,0.61,0.6613891726251278,0.2909090909090909,0.7272727272727273,0.5955056179775281,0.6894790602655771,0.2544501578095306,0.3431803189044825,0.0983993333333333,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,1,2,catboost,320,81,100,0.150159750685868,2.072685102000833,0.0056174950004788,0.75,0.6205311542390194,0.2857142857142857,0.4545454545454545,0.7865168539325843,0.7425944841675178,0.2978823432288474,0.3180730571212959,0.0916397986823391,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,2,xgboost,320,81,100,0.0423121638596057,0.2214176630004658,0.0057417120005993,0.62,0.6670071501532175,0.2962962962962963,0.7272727272727273,0.6067415730337079,0.7191011235955056,0.2658835285234133,0.3517285262343408,0.099421195664674,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,2,lightgbm,320,81,100,0.0160778260507883,0.0864903530018637,0.0065418499980296,0.73,0.6491317671092951,0.3076923076923077,0.5454545454545454,0.7528089887640449,0.7844739530132788,0.3492039288032583,0.4243810050537512,0.0987075646247408,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,3,logistic_regression,320,81,100,0.0055613221788617,0.0112513710009807,0.0039945469980011,0.21,0.4966124661246612,0.3008849557522124,0.9444444444444444,0.048780487804878,0.6355013550135501,0.2471045251859502,0.5089272016381493,0.1532469080752502,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,1,3,random_forest,320,81,100,0.28,0.3538916619982046,0.0786979739968956,0.76,0.4850948509485095,0.0769230769230769,0.0555555555555555,0.9146341463414634,0.6158536585365855,0.2303475541569518,0.4874556107220328,0.1522312222222226,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,1,3,catboost,320,81,100,0.0784941008162337,2.311473108999053,0.005844118000823,0.5,0.5433604336043361,0.3055555555555556,0.6111111111111112,0.4756097560975609,0.5426829268292683,0.20987123665257,0.5241123265252223,0.1575453897098787,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,3,xgboost,320,81,100,0.0778758153319358,0.2024299810000229,0.0058390080012031,0.76,0.5718157181571816,0.2941176470588235,0.2777777777777778,0.8658536585365854,0.6036585365853657,0.2535858759489381,0.6564407042389542,0.1659389990949903,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,3,lightgbm,320,81,100,0.0004216886111901,0.0861298640011227,0.0061288120014069,0.41,0.5752032520325203,0.3370786516853932,0.8333333333333334,0.3170731707317073,0.551490514905149,0.2052581871410085,1.1535561551684526,0.1835775456330499,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,4,logistic_regression,321,80,100,0.0695588992606126,0.010707833997003,0.0039550920009787,0.32,0.5437665782493368,0.2444444444444444,0.8461538461538461,0.2413793103448276,0.5225464190981433,0.2189128614887005,0.4245267310324079,0.1176211851313732,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,1,4,random_forest,321,80,100,0.0933333333333333,0.3418878719967324,0.0763907190012105,0.29,0.4610963748894783,0.2022471910112359,0.6923076923076923,0.2298850574712643,0.6286472148541115,0.2460587838212131,0.3800667570041974,0.1124404444444446,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,1,4,catboost,321,80,100,0.104976941389524,1.9497126349997416,0.0057812779996311,0.62,0.519893899204244,0.2083333333333333,0.3846153846153846,0.6551724137931034,0.4986737400530504,0.1599566082421289,0.4043412828969115,0.1159274480585862,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,4,xgboost,321,80,100,0.1010710746049881,0.1719486439978936,0.0058451799995964,0.74,0.4907161803713528,0.1333333333333333,0.1538461538461538,0.8275862068965517,0.497789566755084,0.1383792477707324,0.5301520919382247,0.1313274797007753,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,1,4,lightgbm,321,80,100,0.1435466709700135,0.0736778900027275,0.0059852269987459,0.81,0.4982316534040671,0.0952380952380952,0.0769230769230769,0.9195402298850576,0.4544650751547303,0.1577650523770798,0.9124719675787516,0.1398087693124537,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,0,logistic_regression,320,81,100,0.1347159409721721,0.0114753689995268,0.0039432390003639,0.62,0.5474974463738509,0.2083333333333333,0.4545454545454545,0.6404494382022472,0.5607763023493361,0.1605712460746173,0.4042798155065528,0.1096768863322496,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,2,0,random_forest,320,81,100,0.25,0.3500870469979418,0.0749440479994518,0.81,0.534729315628192,0.1739130434782608,0.1818181818181818,0.8876404494382022,0.4719101123595505,0.1534628577351716,0.5109917686775506,0.1060884424444447,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,2,0,catboost,320,81,100,0.1104223848078444,2.133112613999401,0.005980036999972,0.63,0.433605720122574,0.0975609756097561,0.1818181818181818,0.6853932584269663,0.4055158324821247,0.1325172710456519,0.3778077232724039,0.1020272091379751,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,0,xgboost,320,81,100,0.0798474997282028,0.2031133559976297,0.005731082001148,0.71,0.5183861082737486,0.1714285714285714,0.2727272727272727,0.7640449438202247,0.4346271705822268,0.1498019924364596,0.5010522244272206,0.1119041623770501,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,0,lightgbm,320,81,100,0.0036324927806418,0.0787955710002279,0.0061624750014743,0.48,0.4688457609805924,0.1612903225806451,0.4545454545454545,0.4831460674157303,0.4254341164453524,0.1084926873752382,0.7651993712673302,0.1189237407443621,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,1,logistic_regression,321,80,100,0.1656630354933154,0.0115059780000592,0.0044784510027966,0.68,0.4549019607843137,0.1111111111111111,0.1333333333333333,0.7764705882352941,0.4776470588235293,0.1461026456316632,0.4963026006659181,0.1411676180360551,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,2,1,random_forest,321,80,100,0.15,0.3508891479978047,0.0733701530007238,0.58,0.588235294117647,0.3,0.6,0.5764705882352941,0.5537254901960785,0.1899237896822623,0.5658474446209903,0.1305427757777781,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,2,1,catboost,321,80,100,0.0950284193890068,1.543230835999566,0.0058493279975664,0.66,0.5529411764705883,0.2608695652173913,0.4,0.7058823529411765,0.5572549019607843,0.1945091084031176,0.4591465553721311,0.1318859941586448,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,1,xgboost,321,80,100,0.1171911507844924,0.1706780790009361,0.0056775399971229,0.81,0.5588235294117647,0.24,0.2,0.9176470588235294,0.6070588235294118,0.241654166538438,0.5729507678372076,0.1420274935273277,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,1,lightgbm,321,80,100,0.0033485858948756,0.0863270600020769,0.0065611460013315,0.65,0.6019607843137255,0.3137254901960784,0.5333333333333333,0.6705882352941176,0.615686274509804,0.2814495248953711,0.8481989870038931,0.14252168890107,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,2,logistic_regression,320,80,101,0.066381597828633,0.0111843830018187,0.004038410999783,0.3465346534653465,0.5307881773399015,0.25,0.7857142857142857,0.2758620689655172,0.5279146141215108,0.1856280414967489,0.4259695002966968,0.1248684689339383,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,2,2,random_forest,320,80,101,0.3233333333333333,0.3479242479988897,0.0739999850011372,0.8415841584158416,0.4885057471264368,0.0,0.0,0.9770114942528736,0.6223316912972086,0.1906826246450349,0.3948732814811029,0.1197078107810784,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,2,2,catboost,320,80,101,0.1800862820381489,2.04678110399982,0.0060647389982477,0.8613861386138614,0.5899014778325123,0.3,0.2142857142857142,0.9655172413793104,0.6026272577996716,0.3279895069673465,0.3998593383890189,0.1176992431563765,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,2,xgboost,320,80,101,0.0072420760989189,0.2182217619993025,0.006587366999156,0.3168316831683168,0.5435139573070608,0.2580645161290322,0.8571428571428571,0.2298850574712643,0.5443349753694582,0.1958168235423243,0.5453899338346774,0.128982612364094,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,2,lightgbm,320,80,101,0.0005019168088043,0.0909767980010656,0.0062166089992388,0.4653465346534653,0.5997536945812808,0.2894736842105263,0.7857142857142857,0.4137931034482758,0.5960591133004927,0.2253095554161181,0.8478803506451035,0.1313298953371603,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,3,logistic_regression,320,81,100,0.0795868894709561,0.011351002001902,0.0040159370000765,0.42,0.5412605588044184,0.3255813953488372,0.7368421052631579,0.345679012345679,0.5958414554905783,0.2888301210694235,0.5282496544023035,0.1589262223742973,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,2,3,random_forest,320,81,100,0.2333333333333333,0.3504976210024324,0.0750434380024671,0.74,0.5776478232618583,0.3157894736842105,0.3157894736842105,0.8395061728395061,0.6468486029889539,0.2867355355622174,0.4830386914644844,0.1533800000000002,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,2,3,catboost,320,81,100,0.1842474614555662,2.238904988000286,0.005912779000937,0.76,0.4892787524366472,0.0769230769230769,0.0526315789473684,0.925925925925926,0.594541910331384,0.2381310335310923,0.5346069929550932,0.1639098024379659,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,3,xgboost,320,81,100,0.0419286452233791,0.2128705960021761,0.0065060019987868,0.65,0.6026640675763483,0.3636363636363636,0.5263157894736842,0.6790123456790124,0.6673164392462638,0.2845909325196908,0.6184459054230284,0.1720388545721969,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,3,lightgbm,320,81,100,0.0017559215670054,0.0863609250009176,0.0058376859997224,0.56,0.6075373619233269,0.3714285714285714,0.6842105263157895,0.5308641975308642,0.6439246263807668,0.2762420823900198,1.0322644077531715,0.1833123909098857,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,4,logistic_regression,320,81,100,0.2045175256306444,0.0105551820015534,0.0039403330010827,0.79,0.5568181818181819,0.2222222222222222,0.25,0.8636363636363636,0.584280303030303,0.1774805714187233,0.3845061715857434,0.1083841855001911,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,2,4,random_forest,320,81,100,0.11,0.34374040900002,0.074716574003105,0.4,0.5151515151515151,0.2105263157894736,0.6666666666666666,0.3636363636363636,0.5601325757575757,0.2443392031457645,0.3663673245016975,0.1053093333333333,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,2,4,catboost,320,81,100,0.1058522895134965,1.8776202730005025,0.0057685829997353,0.59,0.4791666666666666,0.1632653061224489,0.3333333333333333,0.625,0.4725378787878788,0.1498848639884372,0.3796255615924017,0.1075219734927174,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,4,xgboost,320,81,100,0.0617774799466133,0.2031729499976791,0.0057170250001945,0.76,0.5397727272727273,0.2,0.25,0.8295454545454546,0.5160984848484849,0.1399897259846387,0.4935621574102144,0.1163830232448975,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,2,4,lightgbm,320,81,100,0.0067930893963159,0.0918802529995446,0.0069497590011451,0.71,0.5113636363636364,0.1714285714285714,0.25,0.7727272727272727,0.5142045454545455,0.2579149628062319,0.7598433538318949,0.1129857090630612,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,0,logistic_regression,320,80,101,0.1736039847041363,0.0116799399984302,0.0047378659983223,0.6237623762376238,0.4426328502415458,0.0952380952380952,0.2222222222222222,0.6630434782608695,0.5289855072463767,0.0996864910661385,0.3352227203451551,0.0947810852007547,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,3,0,random_forest,320,80,101,0.1666666666666666,0.3474899379980343,0.074229452999134,0.6534653465346535,0.6594202898550725,0.2553191489361702,0.6666666666666666,0.6521739130434783,0.6606280193236714,0.2662448657516201,0.3063432550020166,0.0829917491749175,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,3,0,catboost,320,80,101,0.061835086349889,2.44052529399778,0.0058389879995957,0.3663366336633663,0.5519323671497585,0.1794871794871795,0.7777777777777778,0.3260869565217391,0.643719806763285,0.2830554840754445,0.2840859241304922,0.0758183126785185,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,0,xgboost,320,80,101,0.0107970843091607,0.2215480019985989,0.005702967999241,0.2871287128712871,0.5585748792270531,0.1818181818181818,0.8888888888888888,0.2282608695652173,0.6461352657004831,0.2145189819723554,0.3173896826402919,0.0808672282932247,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,0,lightgbm,320,80,101,0.0030763087061811,0.0982315590008511,0.006919301002199,0.6039603960396039,0.6322463768115942,0.2307692307692307,0.6666666666666666,0.5978260869565217,0.6533816425120772,0.3162772596852198,0.4268740106698584,0.0757018056309367,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,1,logistic_regression,321,80,100,0.1172138713173372,0.0113419250010338,0.0051300339982844,0.59,0.5657022302591923,0.3492063492063492,0.5238095238095238,0.6075949367088608,0.5485232067510548,0.3202194977138515,0.6885330374766211,0.1763908216669584,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,3,1,random_forest,321,80,100,0.1,0.3455410370006575,0.0759239180006261,0.43,0.5343580470162749,0.3448275862068966,0.7142857142857143,0.3544303797468354,0.5735382760699216,0.2576450184859623,0.6793271797644904,0.1727445535555556,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,3,1,catboost,321,80,100,0.0639782297739188,1.7040738770010648,0.0059211749976384,0.44,0.5581675708257987,0.3636363636363636,0.7619047619047619,0.3544303797468354,0.5949367088607596,0.2919742050816295,0.5903432764268601,0.1784278735052737,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,1,xgboost,321,80,100,0.0068625132553279,0.1886138329973619,0.0066184060015075,0.33,0.5060277275467149,0.3366336633663366,0.8095238095238095,0.2025316455696202,0.5660036166365281,0.2495693076053425,0.7972384050603906,0.1943744493786127,local,XGBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,1,lightgbm,321,80,100,0.0015949772915991,0.0938383110005816,0.0068035399999644,0.53,0.5452079566003616,0.3380281690140845,0.5714285714285714,0.5189873417721519,0.5864978902953586,0.3077795599330575,1.2197213026125149,0.2018492628416577,local,LightGBM,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,2,logistic_regression,320,81,100,0.2607013278115753,0.0105373789992881,0.0040916020006989,0.87,0.5298913043478262,0.1333333333333333,0.125,0.9347826086956522,0.5421195652173914,0.1111805848042782,0.3370684988582119,0.0844057765024375,local,Logistic regression,Linear,3-year OS
per_cancer,os_3yr,BRCA,3,2,random_forest,320,81,100,0.2033333333333333,0.3486954899999546,0.0821361089983838,0.65,0.5244565217391304,0.1463414634146341,0.375,0.6739130434782609,0.4864130434782609,0.119184219552494,0.3316368902546641,0.0895093333333333,local,Random forest,Tree ensemble,3-year OS
per_cancer,os_3yr,BRCA,3,2,catboost,320,81,100,0.1132050216847275,1.851359683998453,0.0058266449996153,0.56,0.4755434782608695,0.12,0.375,0.5760869565217391,0.5516304347826086,0.1077018372476296,0.3005075782752508,0.0813484752876435,local,CatBoost,Boosted tree,3-year OS
per_cancer,os_3yr,BRCA,3,2,xgboost,320,81,100,0.0181660335510969,0.1952612839995708,0.0057628030008345,0.36,0.5380434782608696,0.1578947368421052,0.75,0.3260869565217391,0.5652173913043479,0.1371530127247872,0.3465533775802943,0.0892929969406171,local,XGBoost,Boosted tree,3-year OS
