scope,endpoint,model_name,model,family,n_configurations,n_evaluated,accuracy_mean,balanced_accuracy_mean,f1_mean,sensitivity_mean,specificity_mean,roc_auc_mean,pr_auc_mean,log_loss_mean,brier_mean,accuracy_sd,balanced_accuracy_sd,f1_sd,sensitivity_sd,specificity_sd,roc_auc_sd,pr_auc_sd,log_loss_sd,brier_sd,fit_time_s_median,predict_time_s_median
per_cancer,extreme_os,autogluon,AutoGluon,AutoML,100,100,0.57407903970994,0.5374177767606627,0.5730949977493035,0.5669658520127814,0.507869701508544,0.5764444034872145,0.7234930105919369,0.5767568458559161,0.1797331731494872,0.1497422580345714,0.08867689974365248,0.24213579004460656,0.26728730741578416,0.304055893819717,0.11974218195911886,0.23052508023934665,0.1782030286495863,0.04899906107425647,3.7187729314991884,0.00758018650049045
per_cancer,extreme_os,catboost,CatBoost,Boosted tree,100,100,0.5406637163923009,0.5427825786668371,0.5161169403720131,0.4854942743122617,0.6000708830214125,0.5884357365545828,0.7301443813596373,0.5360905602715323,0.1718964377242715,0.15616922858888102,0.08392458891554991,0.24140981997370442,0.26953826826035326,0.30443859564880543,0.10215865850706281,0.22541483555916575,0.1302251270728065,0.04813936678156118,1.4702368920006847,0.0057498380010656495
per_cancer,extreme_os,lightgbm,LightGBM,Boosted tree,100,100,0.5720312005344794,0.5422719911854492,0.5588234427374228,0.5431305342858637,0.5414134480850349,0.5719729427812248,0.7180212366224784,0.872271629793313,0.20549814307593364,0.16648553618631654,0.07360548717022247,0.24870012646364317,0.2826886703706631,0.2946619304368514,0.09757128606773742,0.23133688298732105,0.2752008713103471,0.05926765848947777,0.04204757150000655,0.006284638999204549
per_cancer,extreme_os,logistic_regression,Logistic regression,Linear,100,100,0.5254733641042726,0.5192966077985787,0.5222932317956657,0.5105076220690902,0.528085593528067,0.5377175886383794,0.6963273821924121,0.591061651638098,0.1850310253373098,0.16449305459283764,0.07936213614197578,0.25620744137294377,0.2731947983067353,0.28218459664056955,0.11485005870622998,0.25141350488123554,0.1657768401087149,0.05451195355787627,0.009813368498726,0.00452801649953465
per_cancer,extreme_os,random_forest,Random forest,Tree ensemble,100,100,0.5373866319599095,0.5434373840752945,0.5257308772901559,0.5056784583580048,0.5811963097925841,0.583028785652883,0.7271666137247322,0.5616451002449658,0.1718403706083788,0.15525438241510844,0.07997335701389043,0.23866251676490496,0.2667963634076834,0.2917929838456825,0.1002920003032726,0.22691392998819912,0.19981240075136872,0.04473089158716693,0.3455080539988557,0.0752229604986496
per_cancer,extreme_os,tabfm_default,TabFM,Foundation model,100,100,0.5174397976283207,0.5554283942742928,0.5087794389754574,0.4770061074595079,0.6338506810890778,0.5983471067559113,0.7340923274278502,0.5352480237498355,0.17282003268172283,0.14190238142685696,0.08625351303139313,0.21318185533841255,0.25224296486727654,0.2776619897051637,0.11611488474106468,0.2293662671624998,0.13795068066416316,0.04849831451100459,0.01279991299998065,2.4969601105003676
per_cancer,extreme_os,tabpfn_v2,TabPFN v2,Foundation model,100,100,0.5209634187291803,0.5536075291147076,0.5096774289177228,0.4745321555146007,0.6326829027148146,0.5969195861337101,0.735212759666384,0.5156247077572214,0.16747752860030324,0.14895709387945,0.07561770332290961,0.2033232847675434,0.25037127541645815,0.29765735296026186,0.10950858805174446,0.22514912481609328,0.11167594594045498,0.04294223286526183,0.19449942499886674,3.7391644844992697
per_cancer,extreme_os,tabpfn_v2_5,TabPFN v2.5,Foundation model,100,100,0.5496735646289177,0.5615849897850045,0.5400704577137807,0.504996980561629,0.61817299900838,0.6017481226472406,0.7396714368416883,0.5170549004412712,0.1677241569035061,0.1429017603066103,0.08357228619669348,0.2091305251219711,0.24640038295277464,0.27963609294969094,0.10888960800221144,0.21834890331372034,0.11279666342367295,0.043452982390827254,0.2291489770013868,4.481254050500866
per_cancer,extreme_os,tabpfn_v2_6,TabPFN v2.6,Foundation model,100,100,0.5632228991756143,0.5622518625083841,0.556212956825474,0.519283312756058,0.60522041226071,0.6046011663741873,0.742156371442145,0.5297487811681969,0.1680787986509923,0.14815283078979496,0.08867068803448325,0.21333605240005873,0.25427407368818633,0.2798278045734849,0.11416305636242798,0.2167251213435672,0.14656540298817378,0.044466264467374964,0.2853959530002612,4.672916239502229
per_cancer,extreme_os,tabpfn_v3,TabPFN v3,Foundation model,100,100,0.5566484413185896,0.5613778384427378,0.5474204955753208,0.5144741492921493,0.6082815275933262,0.6005946830679835,0.7377563384066395,0.5226249495507034,0.16808555238467018,0.14831319295667636,0.09161590458685723,0.22181994973526406,0.2540324069844184,0.2848194503670182,0.11654327284986221,0.22654432684916365,0.13266899816796393,0.0446399701321605,0.5226632164994953,4.162825799499842
per_cancer,extreme_os,xgboost,XGBoost,Boosted tree,100,100,0.5587489164128931,0.5425694486562215,0.5418887140448443,0.5257474989885965,0.5593913983238464,0.5709300254737899,0.7203694483235502,0.6965495243047691,0.19514394668530546,0.17584239716267708,0.08223804100833261,0.255883910662131,0.2893634891174574,0.2832984667396946,0.1111412150851415,0.22655177400910598,0.2137558099771623,0.05817539533884531,0.10959035899941225,0.00620017300025205
per_cancer,os_3yr,autogluon,AutoGluon,AutoML,125,125,0.5487694294634222,0.5148063199573525,0.4658879461357072,0.5158655113625016,0.5137471285522033,0.5222488703504313,0.5383404663423252,0.6704877431632432,0.22615477445353177,0.1293942029225368,0.07990863964465675,0.2054144802407866,0.2647109314371047,0.28322157859048197,0.10875645094837773,0.20873556917097721,0.2130503212903505,0.06211522103937876,4.237036404998435,0.0119493860001966
per_cancer,os_3yr,catboost,CatBoost,Boosted tree,125,125,0.5350421322728792,0.5214067716259614,0.44732437347480114,0.4913417857685913,0.5514717574833315,0.5362498009332969,0.5574330687991016,0.6113568395067782,0.21004127274989265,0.12925027106691228,0.08884409095211486,0.20882791737597692,0.25027482558183317,0.27131710987714713,0.11944133351074131,0.20228842598397145,0.12672900028212386,0.058230914528498164,1.3107339100024546,0.0057805769974947
per_cancer,os_3yr,lightgbm,LightGBM,Boosted tree,125,125,0.543764130758087,0.5218971775422366,0.4491553688928688,0.5027583576172362,0.541035997467237,0.5340893874712263,0.5549558370024975,0.8641857518288696,0.2520890401727546,0.13369477715972614,0.08026270204962166,0.22334540517955903,0.2721997103761643,0.29417562050102664,0.11205294071314918,0.20187692204869156,0.18085017753411542,0.08039703009668354,0.0621158750000176,0.006461496999691
per_cancer,os_3yr,logistic_regression,Logistic regression,Linear,125,125,0.5027776639346382,0.4961061660340978,0.40344822047245055,0.4593938938021039,0.5328184382660917,0.5063222354126564,0.5282356727644898,0.6606051263600651,0.22348760784481075,0.12468603011325372,0.08324168560185538,0.21677984023753633,0.2779258244246701,0.29337202421488423,0.11396222654619131,0.2081051859942608,0.14779110816344848,0.06487108351987404,0.0105783459985104,0.0044054810023226
per_cancer,os_3yr,random_forest,Random forest,Tree ensemble,125,125,0.5409807503429358,0.5207019016716208,0.4666544071056494,0.5260143292376244,0.5153894741056173,0.5432496572218571,0.5534067143908878,0.6184904746687105,0.21048008465285004,0.11962105291349587,0.08394018248447713,0.20963224891285628,0.24997982486238898,0.27689278655190713,0.12098029653491894,0.2000261579209269,0.12332488088568819,0.05804541882984,0.349826950001443,0.0754375399992568
per_cancer,os_3yr,tabfm_default,TabFM,Foundation model,125,125,0.5406296015683945,0.5186695532307898,0.44194358725936256,0.5016844767684607,0.5356546296931188,0.5369774764538059,0.5464080234891259,0.6259965554674662,0.21211698858894631,0.12600261327695259,0.077977288371629,0.23137360969635745,0.2933065844476164,0.29959522730680066,0.10824919329685884,0.20884035523153444,0.15222899322984357,0.06127016810040527,0.0128543139999237,2.714671908001037
per_cancer,os_3yr,tabpfn_v2,TabPFN v2,Foundation model,125,125,0.5547904276498191,0.5367797209975149,0.47639891298413395,0.5325565224650702,0.5410029195299596,0.5522002660166733,0.5581359999684679,0.6035071656163445,0.20815727620031507,0.11388993199253715,0.08686648011564607,0.20795174770449545,0.2506786688051586,0.27791983260264597,0.11000212429153079,0.20709963286340327,0.13006346536629934,0.05774367804379017,0.2142078519991628,4.714299158000358
per_cancer,os_3yr,tabpfn_v2_5,TabPFN v2.5,Foundation model,125,125,0.537291762035536,0.5290774552430312,0.4626651559347861,0.5262423400223428,0.5319125704637198,0.5425034417459793,0.5544598122019964,0.6059602295199756,0.20895889696000766,0.10787564652411535,0.08211991189929409,0.20513564577261115,0.24999242907680272,0.27872778570937584,0.11256734143830081,0.19973198859506114,0.13043340626557304,0.0580072766617535,0.2363679019999836,5.602045903000544
