endpoint,model_name,fpr,tpr,roc_auc
extreme_os,autogluon,0.0,0.0,0.7739511678131499
extreme_os,autogluon,0.00303951367781155,0.0,0.7739511678131499
extreme_os,autogluon,0.00303951367781155,0.014802631578947368,0.7739511678131499
extreme_os,autogluon,0.0060790273556231,0.014802631578947368,0.7739511678131499
extreme_os,autogluon,0.0060790273556231,0.023026315789473683,0.7739511678131499
extreme_os,autogluon,0.00911854103343465,0.023026315789473683,0.7739511678131499
extreme_os,autogluon,0.00911854103343465,0.03618421052631579,0.7739511678131499
extreme_os,autogluon,0.0121580547112462,0.03618421052631579,0.7739511678131499
extreme_os,autogluon,0.0121580547112462,0.03782894736842105,0.7739511678131499
extreme_os,autogluon,0.015197568389057751,0.03782894736842105,0.7739511678131499
extreme_os,autogluon,0.015197568389057751,0.05098684210526316,0.7739511678131499
extreme_os,autogluon,0.0182370820668693,0.05098684210526316,0.7739511678131499
extreme_os,autogluon,0.0182370820668693,0.06085526315789474,0.7739511678131499
extreme_os,autogluon,0.02127659574468085,0.06085526315789474,0.7739511678131499
extreme_os,autogluon,0.02127659574468085,0.06907894736842106,0.7739511678131499
extreme_os,autogluon,0.0243161094224924,0.06907894736842106,0.7739511678131499
extreme_os,autogluon,0.0243161094224924,0.0756578947368421,0.7739511678131499
extreme_os,autogluon,0.02735562310030395,0.0756578947368421,0.7739511678131499
extreme_os,autogluon,0.02735562310030395,0.08223684210526316,0.7739511678131499
extreme_os,autogluon,0.030395136778115502,0.08223684210526316,0.7739511678131499
extreme_os,autogluon,0.030395136778115502,0.09046052631578948,0.7739511678131499
extreme_os,autogluon,0.03343465045592705,0.09046052631578948,0.7739511678131499
extreme_os,autogluon,0.03343465045592705,0.09375,0.7739511678131499
extreme_os,autogluon,0.0364741641337386,0.09375,0.7739511678131499
extreme_os,autogluon,0.0364741641337386,0.10855263157894737,0.7739511678131499
extreme_os,autogluon,0.03951367781155015,0.10855263157894737,0.7739511678131499
extreme_os,autogluon,0.03951367781155015,0.14967105263157895,0.7739511678131499
extreme_os,autogluon,0.04559270516717325,0.14967105263157895,0.7739511678131499
extreme_os,autogluon,0.04559270516717325,0.15296052631578946,0.7739511678131499
extreme_os,autogluon,0.0486322188449848,0.15296052631578946,0.7739511678131499
extreme_os,autogluon,0.0486322188449848,0.18585526315789475,0.7739511678131499
extreme_os,autogluon,0.05167173252279635,0.18585526315789475,0.7739511678131499
extreme_os,autogluon,0.05167173252279635,0.18914473684210525,0.7739511678131499
extreme_os,autogluon,0.0547112462006079,0.18914473684210525,0.7739511678131499
extreme_os,autogluon,0.0547112462006079,0.1924342105263158,0.7739511678131499
extreme_os,autogluon,0.057750759878419454,0.1924342105263158,0.7739511678131499
