model_name,accuracy,f1,roc_auc,pr_auc,sensitivity_event,log_loss
tabfm_default,0.7059527781814547,0.6446001288636181,0.5301225371787418,,,0.5787600483962807
tabpfn_v2,0.6958853453507157,0.5561953249925342,0.4780162302785942,,,0.5557326451035941
tabpfn_v2_5,0.7013131869854539,0.5713942492647105,0.49093965238985654,,,0.5574468884972508
tabpfn_v2_6,0.6990316811754747,0.6278602688328163,0.5443171170493653,,,0.5564366413958715
tabpfn_v3,0.7018178123347013,0.5981231014102516,0.5604982785665635,,,0.5501700285968962
