rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_CSPG4P2Y,methylation_gene__GENE_SCRIB,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_GPI,rnaseq_gene__GENE_LOC646813,methylation_gene__GENE_SHBG;SAT2,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_TRIB3,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_PRAMEF18,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_SULT6B1,rnaseq_gene__GENE_TMIGD1,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_OR10AG1,methylation_gene__GENE_SART3,rnaseq_gene__GENE_MLN,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_ACCSL,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_SNORA69,cnv_log2__GENE_SLC16A2,methylation_gene__GENE_GMCL1,cnv_log2__GENE_RLIM,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_LINC01591,rnaseq_gene__GENE_MT1B,rnaseq_gene__GENE_PRAMEF22,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_SRY,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_SKIL,methylation_gene__GENE_IL4R,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_LYZL1,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_FRY,methylation_gene__GENE_CCNG1,methylation_gene__GENE_SLC22A17,methylation_gene__GENE_ZNF345,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_AKT1,rnaseq_gene__GENE_CABP2,cnv_log2__GENE_PRKG1,methylation_gene__GENE_SIX5;DMPK,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_CNOT10,methylation_gene__GENE_HIST1H1T,rnaseq_gene__GENE_LINC00635,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_NPPB,methylation_gene__GENE_PARP4,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_NRXN2,methylation_gene__GENE_LDLR,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_HES3,rnaseq_gene__GENE_NKX6-2,cnv_log2__GENE_DDX18,methylation_gene__GENE_COASY,rnaseq_gene__GENE_HSD3B1,methylation_gene__GENE_ZNF160,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_FAM194B,cnv_log2__GENE_LOC101927709,cnv_log2__GENE_STEAP3,cnv_log2__GENE_TMEM37,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_RAG2,cnv_log2__GENE_INSIG2,rnaseq_gene__GENE_OR10Z1,methylation_gene__GENE_AP2B1,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_RUNDC2A,target
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.42000514,-0.18882643,-0.04756436,-0.14370757,-0.118157916,-0.07355285,-0.37853003,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.042426284,-0.067629814,-0.08606776,0.048581354,-0.10053951,-0.07234395,-0.44395682,-0.12371241,-0.4709989,4.987946,1.0267808,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.5714156,-0.11664121,-0.3137745,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.4701755,-0.21008295,-0.08561648,0.07698276,-0.1293577,0.08522521,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.489713,-0.42418122,-0.061702468,-0.43353972,-0.19387476,-0.12223998,-0.29508004,-0.296534,-0.037072964,-0.34108895,-0.31244624,-0.07587367,0.034599546,-0.21380801,-0.05562216,-0.13369994,-0.4357201,1.1132033,1.9595822,1.2069749,0.91840875,-0.18210688,0.055845253,-0.17501663,-0.47644755,-0.2157582,-0.089100406,-0.09467098,0.12294199,-0.20727289,-0.41950408,-0.30359328,-0.08720162,-0.12620853,0.13325919,0.14430258,0.14727636,1.1961457,-0.18899952,0.11405617,-0.059134748,0.911712,-0.29131064,-0.13920711,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.0,0.0,-0.04756436,-0.14370757,0.0,-0.07355285,0.0,-0.030400895,-0.030400895,-0.124685876,-0.071920976,0.0,-0.067629814,-0.08606776,0.0,-0.10053951,-0.07234395,0.0,4.3065834,0.0,-0.062246185,1.3093702,-0.1383598,-0.13838363,-0.040199555,-0.07527141,0.0,-0.11664121,0.0,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,0.0,0.0,-0.08561648,0.8337313,0.0,0.84285796,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,0.0,0.0,-0.061702468,-0.43353972,-0.19387476,0.0,0.0,0.0,0.0,0.0,0.0,-0.07587367,-0.0050168443,0.0,-0.05562216,-0.13369994,0.0,0.0,-0.18354331,-0.175216,-0.23330294,0.0,0.0,0.0,0.0,-0.2157582,-0.089100406,-0.09467098,0.20273419,0.0,-0.41950408,0.0,-0.08720162,-0.12620853,0.21272767,0.22491787,0.22805464,0.0,-0.18899952,0.19280508,-0.059134748,0.0,0.0,0.0,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.3354325,-0.32745394,-0.04756436,-0.14370757,0.2256626,-0.07355285,-0.3735483,-0.030400895,-0.030400895,-0.124685876,-0.071920976,0.15057056,-0.067629814,-0.08606776,-0.22264361,-0.10053951,-0.07234395,0.24468789,-0.12371241,-0.33980548,-0.062246185,-1.2656302,6.911289,-0.13838363,-0.040199555,-0.07527141,0.108161196,-0.11664121,-0.19490248,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.034916535,-0.0170588,-0.08561648,1.84964,-0.049399953,1.8599538,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.11127918,-0.024326758,-0.061702468,2.503987,-0.19387476,-0.09681972,-0.22991048,0.5117061,-0.6880743,-0.26763508,0.12710875,-0.07587367,-0.014920943,-0.5166892,-0.05562216,-0.13369994,-0.15494318,0.24494794,-0.18354331,-0.175216,-0.23330294,0.0052076387,-0.6433975,-0.30384535,-0.565077,-0.2157582,-0.089100406,-0.09467098,3.8227797,-0.33911452,-0.41950408,-0.057539668,-0.08720162,-0.12620853,3.8180866,3.8823068,3.8928385,-0.42515302,-0.18899952,3.7655184,-0.059134748,-0.5361659,1.9555659,-0.11126981,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.11842065,-0.1099675,-0.04756436,-0.14370757,0.24621864,-0.07355285,-0.40645617,-0.030400895,-0.030400895,7.2305355,-0.071920976,0.05465133,-0.067629814,-0.08606776,0.027515056,-0.10053951,-0.07234395,-0.16824178,-0.12371241,-0.27319777,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,0.18123646,11.792212,-0.29787335,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.18768018,-0.085038036,-0.08561648,0.8285481,0.1281219,0.83766866,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.036869563,-0.29349545,-0.061702468,-0.43353972,-0.19387476,-0.25795442,-0.18877405,0.08945819,-0.512975,0.08088891,0.72130656,-0.07587367,0.011489987,-0.31209722,-0.05562216,-0.13369994,-0.2795383,0.24701147,-0.18354331,-0.175216,-0.23330294,0.26322126,-0.6486595,-0.24855757,-0.27974704,-0.2157582,-0.089100406,-0.09467098,0.17333706,-0.3222264,-0.41950408,-0.013313298,-0.08720162,-0.12620853,0.1834498,0.19521749,0.19829421,-0.007963269,-0.18899952,0.16379231,-0.059134748,-0.5734886,-0.19784874,-0.6254364,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.48608565,-0.21354017,-0.04756436,-0.14370757,0.06743594,-0.07355285,-0.16973113,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.017960029,-0.067629814,-0.08606776,-0.20130739,-0.10053951,-0.07234395,-0.18295519,-0.12371241,-0.051954675,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.18555234,-0.11664121,-0.0031946327,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.01754523,0.022498649,-0.08561648,0.0,-0.11514374,0.0,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.8320244,-0.21504699,-0.061702468,-0.43353972,-0.19387476,-0.07871951,-0.23335356,-0.18674877,-0.8998018,-0.12537418,-0.061917085,-0.07587367,0.0,-0.48431006,-0.05562216,-0.13369994,-0.31574818,0.38021502,-0.18354331,-0.175216,-0.23330294,0.256938,-0.58773714,-0.2033644,-0.19133896,-0.2157582,-0.089100406,-0.09467098,0.0,-0.47674918,-0.41950408,-0.07620168,-0.08720162,-0.12620853,0.0,0.0,0.0,-0.43057767,-0.18899952,0.0,-0.059134748,-0.29257548,-0.26644412,-0.24980786,1
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.6993614,-0.05181252,-0.04756436,-0.14370757,0.14017914,-0.07355285,-0.22185545,-0.030400895,-0.030400895,-0.124685876,-0.071920976,0.043815434,-0.067629814,-0.08606776,-0.09695345,-0.10053951,-0.07234395,-0.50995636,-0.12371241,-0.17188632,-0.062246185,-0.5269108,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.30679247,-0.11664121,-0.24787076,-0.06859739,1.8060482,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,0.19544977,-0.15934077,-0.08561648,0.51755553,0.06802903,0.52631277,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,0.6094521,-0.16404293,-0.061702468,-0.43353972,-0.19387476,0.09380192,-0.2069634,0.24046919,-0.61735165,-0.032041047,-0.60438716,-0.07587367,0.1369419,-0.056540683,-0.05562216,-0.13369994,0.25714904,0.5962147,-0.18354331,-0.175216,-0.23330294,0.2608966,-0.46478876,-0.31526414,-0.32822347,-0.2157582,-0.089100406,-0.09467098,-1.6408854,-0.2836572,-0.41950408,-0.09732508,-0.08720162,-0.12620853,-1.6234123,-1.6377199,-1.638349,-0.052607954,-0.18899952,-1.6267091,-0.059134748,-0.35088873,-0.2499313,0.49404496,1
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.46063027,-0.111612864,-0.04756436,-0.14370757,0.1391481,-0.07355285,0.15136938,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.06367206,-0.067629814,28.833208,-0.07285323,-0.10053951,29.674759,0.07173298,-0.12371241,0.13211189,-0.062246185,-1.2656302,-0.1383598,-0.13838363,29.978216,-0.07527141,0.22060946,-0.11664121,-0.13295609,-0.06859739,-0.25247434,27.454437,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.0811109,0.21500237,-0.08561648,0.2687615,-0.18304577,0.27722803,-0.07638114,-0.18395357,-0.11366547,22.393738,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.073756196,-0.17949311,-0.061702468,-0.43353972,-0.19387476,-0.24923569,-0.063560605,0.094181016,-0.41757798,0.032461427,-0.073068954,-0.07587367,6.643934,-0.4578563,-0.05562216,-0.13369994,0.119481534,0.13194424,-0.18354331,-0.175216,-0.23330294,0.036927555,-0.31972954,-0.26829067,-0.4468345,-0.2157582,-0.089100406,-0.09467098,1.3870182,-0.27636847,-0.41950408,-0.16504192,-0.08720162,-0.12620853,1.392207,1.4214185,1.4269745,0.2183369,-0.18899952,1.3616046,-0.059134748,-0.41022062,-0.15280138,-0.069418125,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.6574967,0.016506558,-0.04756436,0.8255022,0.16170199,-0.07355285,0.63127977,-0.030400895,-0.030400895,-0.124685876,-0.071920976,0.17241305,-0.067629814,-0.08606776,-0.22888729,-0.10053951,-0.07234395,-0.32824165,-0.12371241,-0.08507484,-0.062246185,1.096895,-0.1383598,-0.13838363,-0.040199555,-0.07527141,0.005523098,-0.11664121,0.4883388,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,0.15624112,0.122141145,-0.08561648,0.1547309,0.14111668,0.16306418,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,0.18694316,-0.11310643,-0.061702468,0.82485616,-0.19387476,0.056068223,-0.23613966,-0.11113405,-0.41854778,0.28745592,-0.6968639,-0.07587367,-1.992439,-0.5235933,-0.05562216,-0.13369994,-0.04171081,0.25193492,1.5399398,-0.175216,-0.23330294,0.29640958,-0.5389754,-0.2777008,-0.29993084,-0.2157582,-0.089100406,-0.09467098,0.0011539209,-0.47965938,0.8766681,-0.0959755,-0.08720162,-0.12620853,0.011965222,0.021258174,0.023983167,0.3692705,-0.18899952,-0.006139522,-0.059134748,-0.13527504,-0.24719335,0.027223887,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,0.8518273,-0.040943146,-0.04756436,-0.14370757,0.047802202,-0.07355285,-0.22164665,-0.030400895,-0.030400895,4.2142415,-0.071920976,0.0069988715,-0.067629814,1.3692472,-0.17318824,-0.10053951,-0.07234395,0.12795596,-0.12371241,-0.2291692,-0.062246185,-1.2656302,4.828783,-0.13838363,-0.040199555,-0.07527141,0.07571595,-0.11664121,-0.028842418,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,1.0910516,-0.06427042,-0.04597636,0.015576643,-0.21876353,-0.08561648,-1.6853082,0.014709253,-1.679125,-0.07638114,1.9089808,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,0.25141442,-0.118457004,-0.061702468,-0.43353972,-0.19387476,0.02282122,0.4810471,0.50950986,-0.48920336,0.15261595,-0.032651335,-0.07587367,10.836668,-0.12613009,-0.05562216,-0.13369994,0.010651681,0.40525198,3.70513,5.2418656,-0.23330294,0.0056777447,-0.5650933,-0.3051114,-0.5590939,-0.2157582,-0.089100406,-0.09467098,0.66888857,-0.33998445,-0.41950408,-0.1698944,-0.08720162,-0.12620853,0.67699087,0.69588095,0.69996995,0.16572301,-0.18899952,0.65286446,-0.059134748,-0.31848252,-0.22144042,-0.593565,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.6781656,1.5407443,-0.04756436,-0.14370757,-0.23900355,-0.07355285,-0.46608853,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.2642127,-0.067629814,1.7243005,-0.117154084,-0.10053951,-0.07234395,-0.109991774,-0.12371241,0.120570615,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.5581887,-0.11664121,-0.253617,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,0.4123485,-0.7238347,-0.08561648,0.20137978,-0.6734198,0.20976757,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.44843146,-0.18819156,-0.061702468,0.3786153,-0.19387476,-0.24839233,-0.08899588,-0.3733056,0.16896145,-0.12565383,-0.9272794,-0.07587367,-0.58275586,0.52897906,-0.05562216,-0.13369994,-0.49835312,0.52621555,-0.18354331,-0.175216,1.6291392,-0.5868161,-0.2151564,-0.14862566,-0.17355943,2.9632127,-0.089100406,-0.09467098,0.14393994,-0.22847006,-0.41950408,-0.33741698,-0.08720162,-0.12620853,0.15417194,0.16551712,0.16853379,-0.13492633,-0.18899952,0.13477956,-0.059134748,-1.2574182,-0.25511214,0.6290395,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.7434675,-0.061367854,-0.04756436,-0.14370757,0.1921349,-0.07355285,-0.07968751,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.28007737,-0.067629814,-0.08606776,0.9747768,-0.10053951,-0.07234395,-0.23130998,-0.12371241,0.6571882,-0.062246185,-0.722027,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.5551775,-0.11664121,-0.45206735,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.18156946,-0.32506633,-0.08561648,-0.7730634,-0.43456632,-0.76581424,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.5115237,-0.18248296,-0.061702468,1.3120143,24.829235,-0.39220828,-0.2179637,-0.5179612,-0.18909034,-0.30915105,-0.1107768,-0.07587367,-0.10075645,0.25990933,-0.05562216,-0.13369994,-0.17732872,0.91937274,-0.18354331,-0.175216,3.8837948,-0.28641415,0.31216475,-0.19826083,0.04745355,-0.2157582,-0.089100406,-0.09467098,0.05574857,-0.24094072,-0.41950408,-0.44068837,-0.08720162,-0.12620853,0.066338375,0.076416,0.07925252,0.23815618,-0.18899952,0.0477413,-0.059134748,0.12591006,-0.25639778,-0.58285105,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.4705117,0.2727791,-0.04756436,-0.14370757,-0.03714657,-0.07355285,-0.100961,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.19803816,-0.067629814,-0.08606776,0.0006599664,-0.10053951,-0.07234395,-0.36880976,-0.12371241,-0.00787343,-0.062246185,0.36332405,-0.1383598,-0.13838363,-0.040199555,-0.07527141,0.08433918,-0.11664121,-0.4723868,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.13870499,-0.39210108,-0.08561648,0.21692939,-0.5746963,0.22533537,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.27317587,0.03703868,-0.061702468,0.21780133,-0.19387476,-0.61950094,-0.14592744,-0.2950999,-0.18608834,-0.5507441,-0.6142786,-0.07587367,1.473995,0.35636967,-0.05562216,-0.13369994,0.37798026,0.4114661,-0.18354331,-0.175216,-0.23330294,-0.20467213,-0.23013923,-0.15696414,-0.21877499,-0.2157582,-0.089100406,-0.09467098,0.16913748,-0.13688123,1.1665541,-0.29574043,-0.08720162,-0.12620853,0.17926726,0.1909746,0.19404273,0.53609097,-0.18899952,0.15964764,-0.059134748,-0.60893804,-0.27297443,-0.58426607,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.4195336,-0.11784697,-0.04756436,-0.14370757,0.07302914,-0.07355285,0.34198192,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.14072308,-0.067629814,-0.08606776,0.21179162,-0.10053951,-0.07234395,0.011225757,-0.12371241,0.61819834,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.42191467,-0.11664121,-0.11022954,-0.06859739,1.8015327,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.18462682,-0.37474245,-0.08561648,0.10808201,-0.5963101,0.1163608,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.28064948,-0.18396041,-0.061702468,-0.43353972,-0.19387476,-0.25078118,-0.17494625,-0.2065074,0.32909104,-0.54327625,-0.9770015,6.510512,0.054407742,0.59542686,-0.05562216,-0.13369994,-0.42589876,-0.12006129,-0.18354331,-0.175216,-0.23330294,-0.015431558,-0.20912103,-0.07825921,-0.27702552,-0.2157582,-0.089100406,-0.09467098,0.16913748,-0.3770016,-0.41950408,-0.33751273,-0.08720162,-0.12620853,0.17926726,0.1909746,0.19404273,-0.46738604,-0.18899952,0.15964764,-0.059134748,-0.5146985,0.13913395,-0.15439805,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.58878267,-0.27287298,-0.04756436,-0.14370757,-0.0743723,30.791517,1.8912591,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.14556403,-0.067629814,-0.08606776,-0.36930743,-0.10053951,-0.07234395,-0.16777626,-0.12371241,-0.094776966,-0.062246185,0.19641747,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.11478318,-0.11664121,-0.28001845,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.20436741,-0.049941774,-0.08561648,0.07698276,-0.19370101,0.08522521,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.6464939,-0.29980922,-0.061702468,0.76959676,-0.19387476,-0.31216842,-0.3181841,-0.47897062,0.5146863,-0.17320995,-0.22331877,-0.07587367,0.018092718,0.28270984,-0.05562216,-0.13369994,-0.30212966,0.11027326,-0.18354331,-0.175216,-0.23330294,-0.2133071,0.3460558,-0.09341205,0.123478316,-0.2157582,-0.089100406,-0.09467098,0.17333706,0.03951484,-0.41950408,-0.36014205,-0.08720162,-0.12620853,0.1834498,0.19521749,0.19829421,-0.23774515,-0.18899952,0.16379231,-0.059134748,-0.9674151,-0.25556874,-0.50061333,0
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.3793578,-0.25152433,-0.04756436,-0.14370757,-0.024415804,-0.07355285,-0.26229075,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.17508344,-0.067629814,-0.08606776,-0.27631557,-0.10053951,-0.07234395,0.042132664,-0.12371241,-0.23301722,-0.062246185,1.7903847,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.3265275,-0.11664121,-0.34862918,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.084126666,0.19999816,-0.08561648,-0.38950604,0.30526128,-0.38180867,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.12810686,-0.16413403,-0.061702468,-0.43353972,-0.19387476,-0.32114688,-0.2714265,-0.4781789,0.0762314,-1.0299122,-0.26415482,-0.07587367,0.14354461,-0.2513624,-0.05562216,-0.13369994,0.1078906,0.39244318,-0.18354331,-0.175216,-0.23330294,-0.14217357,-0.40294734,-0.14705628,0.12944157,-0.2157582,-0.089100406,-0.09467098,0.16913748,-0.25427237,-0.41950408,-0.38110274,-0.08720162,-0.12620853,0.17926726,0.1909746,0.19404273,0.4683113,-0.18899952,0.15964764,-0.059134748,-0.537734,-0.21765913,0.024361763,1
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.30080217,0.033063397,-0.04756436,-0.14370757,0.10077307,-0.07355285,-0.31739616,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.24096833,-0.067629814,-0.08606776,-0.28050226,-0.10053951,-0.07234395,-0.28266782,-0.12371241,-0.25856403,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.15238173,-0.11664121,-0.46490195,-0.06859739,12.992664,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.1526478,0.18642889,-0.08561648,-0.46207094,-0.5549873,-0.4544584,-0.07638114,4.3201914,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.61545885,-0.27847216,-0.061702468,0.9714908,-0.19387476,-0.35621804,-0.2183916,-0.38432926,0.9130406,-1.4326156,-0.51203144,-0.07587367,0.13033916,0.059119657,-0.05562216,-0.13369994,-0.5328074,-0.70144683,-0.18354331,-0.175216,-0.23330294,-0.31951135,-0.5213587,-0.1454819,4.1276436,-0.2157582,-0.089100406,-0.09467098,0.03055104,0.1347124,-0.41950408,-0.29736114,-0.08720162,-0.12620853,0.041243076,0.050958544,0.05374359,-0.3425395,-0.18899952,0.02287323,-0.059134748,-0.8523782,1.8871629,-0.7238938,1
-0.030400895,-0.054831173,-0.035875507,-0.030400893,-0.53511345,-0.1569779,-0.04756436,-0.14370757,0.483466,-0.07355285,0.058200415,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.21995036,-0.067629814,3.99323,-0.29113105,-0.10053951,-0.07234395,-0.123728596,-0.12371241,-0.14178894,-0.062246185,0.13195838,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.7304734,4.780141,-0.22962292,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,-0.2493079,-0.34839538,-0.08561648,0.6419525,-0.22678323,0.6508551,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,-0.09939945,-0.06418999,-0.16951889,-0.069542356,-0.23445465,-0.3001751,-0.061702468,-0.43353972,-0.19387476,-0.33791873,-0.27902701,-0.41428527,-0.08044768,-0.46754777,0.2832035,-0.07587367,0.041202277,0.24502347,-0.05562216,-0.13369994,-0.2662738,1.0221922,-0.18354331,-0.175216,-0.23330294,-0.28245994,-0.12980947,-0.073333986,-0.3599781,3.870654,-0.089100406,-0.09467098,2.3697221,0.19773307,0.9621607,-0.25245798,-0.08720162,6.433581,2.370924,2.4142597,2.421823,-0.20615314,-0.18899952,2.3314598,-0.059134748,-0.53586733,-0.22322634,-0.50152546,0
-0.030400895,4.8258033,-0.035875507,-0.030400893,-0.39384255,-0.16889963,-0.04756436,-0.14370757,-0.020536683,-0.07355285,0.27689978,-0.030400895,-0.030400895,-0.124685876,-0.071920976,-0.12192949,-0.067629814,-0.08606776,0.17084461,-0.10053951,-0.07234395,-0.44759664,-0.12371241,0.5079758,-0.062246185,-1.2656302,-0.1383598,-0.13838363,-0.040199555,-0.07527141,-0.45951676,-0.11664121,-0.10107979,-0.06859739,-0.25247434,-0.083192356,-0.042500064,-0.08846551,-0.06925289,-0.06427042,-0.04597636,0.37121755,-0.31726763,-0.08561648,-0.8093459,-0.0953413,-0.8021391,-0.07638114,-0.18395357,-0.11366547,-0.11066106,-0.08408102,4.9495864,-0.06418999,-0.16951889,-0.069542356,-0.5641824,-0.046644513,-0.061702468,5.6280026,-0.19387476,-0.18376279,-0.2497377,-0.34308124,0.28878498,0.10675645,1.0263867,-0.07587367,0.13364053,0.4358857,-0.05562216,-0.13369994,-0.4118507,0.36028588,2.165363,-0.175216,-0.23330294,-0.10138332,-0.23566882,-0.11262387,0.010742259,-0.2157582,-0.089100406,-0.09467098,0.28672594,-0.35536316,0.17879291,-0.17200704,-0.08720162,-0.12620853,0.29637867,0.3097761,0.31308442,-0.086075604,-0.18899952,0.27569866,-0.059134748,0.2404562,1.2569153,-0.12737726,0
