model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v1,v1,multiclass,success,0.8353909465020576,0.8134565791243483,0.9791199894239007,0.4419343674096525
tabpfn_v2,v2,multiclass,success,0.8950617283950617,0.9051090944717777,0.991807659007901,0.19305946794008785
tabpfn_v2_5,v2_5,multiclass,success,0.8950617283950617,0.9051090944717777,0.9918094204524044,0.20148419734345024
tabpfn_v2_6,v2_6,multiclass,success,0.8950617283950617,0.9050566969007983,0.991807659007901,0.1927936105304527
tabpfn_v3,v3,multiclass,success,0.8950617283950617,0.9050297117878061,0.9918094204524044,0.19070569377905286
