model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
tabfm_default,0.6777926021347074,0.6686232888580834,0.7135784686371445,0.6935581460157018,0.6870390357978053,0.6163664436438496,0.6517027397208275,0.586620924461845
