endpoint,model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
os_3yr,tabfm_default,0.6396761133603239,0.5527638190954773,0.7334009465855308,0.6346862756069223,0.5392156862745098,0.7103448275862069,0.6247802569303583,0.5688656799330186
os_5yr,tabfm_default,0.7159090909090909,0.7844827586206896,0.693755990688758,0.7524300164244813,0.8348623853211009,0.5223880597014925,0.6786252225112968,0.6043761689906713
