model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v2,v2,binary,success,0.7169811320754716,0.0,0.6035087719298246,0.5805018659087904
tabpfn_v2_5,v2_5,binary,success,0.7169811320754716,0.0,0.5947368421052631,0.5763073100094839
tabpfn_v2_6,v2_6,binary,success,0.7358490566037735,0.125,0.5464912280701755,0.5828900590195274
tabpfn_v3,v3,binary,success,0.7358490566037735,0.125,0.5842105263157894,0.5718562154271083
