experiment,dataset,endpoint,control,n_train,n_test,class_0_test,class_1_test,accuracy,balanced_accuracy,f1,sensitivity,specificity,roc_auc,pr_auc,log_loss,brier
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,prevalence_only,655,141,50,91,0.6453900709219859,0.5,0.7844827586206896,1.0,0.0,0.5,0.6453900709219859,0.6502800596190698,0.22887373274631867
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,cancer_identity_only,655,141,50,91,0.7872340425531915,0.7540659340659341,0.8404255319148937,0.8681318681318682,0.64,0.8094505494505495,0.853142544430249,0.49684209654022926,0.16101823009969765
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,source_identity_only,655,141,50,91,0.6453900709219859,0.5,0.7844827586206896,1.0,0.0,0.554945054945055,0.684358194996493,0.6230524595516675,0.21964700337303003
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,cancer_and_source_only,655,141,50,91,0.7872340425531915,0.7540659340659341,0.8404255319148937,0.8681318681318682,0.64,0.8213186813186812,0.8684855809069629,0.48574112736091246,0.15833110756189184
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,structural_zero_pattern,655,141,50,91,0.7872340425531915,0.7540659340659341,0.8404255319148937,0.8681318681318682,0.64,0.8241758241758241,0.8712637700197629,0.4837261729130736,0.15769615693921013
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,linear_molecular,655,141,50,91,0.7446808510638298,0.712087912087912,0.8064516129032258,0.8241758241758241,0.6,0.6651648351648352,0.7297078255114532,0.9159571424889584,0.2221015413517546
