rank,feature_id,modality
1,methylation_gene::GENE:CDCA4,methylation_gene
2,methylation_gene::GENE:S1PR2,methylation_gene
3,methylation_gene::GENE:NHEDC2,methylation_gene
4,methylation_gene::GENE:TRIM25,methylation_gene
5,methylation_gene::GENE:FAM55C,methylation_gene
6,methylation_gene::GENE:C18ORF10;KIAA1328,methylation_gene
7,methylation_gene::GENE:C1ORF216,methylation_gene
8,methylation_gene::GENE:EFHC1,methylation_gene
9,methylation_gene::GENE:GOLIM4,methylation_gene
10,methylation_gene::GENE:BCL7A,methylation_gene
11,methylation_gene::GENE:CLIC4,methylation_gene
12,methylation_gene::GENE:HEXB,methylation_gene
13,methylation_gene::GENE:DNMT3B,methylation_gene
14,methylation_gene::GENE:THUMPD3,methylation_gene
15,methylation_gene::GENE:KIF15;KIAA1143,methylation_gene
16,methylation_gene::GENE:MRPS17,methylation_gene
17,methylation_gene::GENE:ICA1L,methylation_gene
18,methylation_gene::GENE:SIKE1,methylation_gene
19,methylation_gene::GENE:MTMR4,methylation_gene
20,methylation_gene::GENE:SLC22A4,methylation_gene
21,methylation_gene::GENE:MAN2A1,methylation_gene
22,methylation_gene::GENE:TUBGCP3,methylation_gene
23,methylation_gene::GENE:DNAJC18,methylation_gene
24,methylation_gene::GENE:OSBPL8,methylation_gene
25,methylation_gene::GENE:GEMIN6,methylation_gene
26,methylation_gene::GENE:GPRIN1,methylation_gene
27,methylation_gene::GENE:BET1,methylation_gene
28,methylation_gene::GENE:HSPBP1,methylation_gene
29,methylation_gene::GENE:NEO1,methylation_gene
30,methylation_gene::GENE:MRPS34;EME2,methylation_gene
31,methylation_gene::GENE:PRKAG2,methylation_gene
32,rnaseq_gene::GENE:ACTL6B,rnaseq_gene
33,methylation_gene::GENE:UBE2L6,methylation_gene
34,methylation_gene::GENE:CYP2R1,methylation_gene
35,methylation_gene::GENE:BLVRA,methylation_gene
36,methylation_gene::GENE:CNPY3,methylation_gene
37,methylation_gene::GENE:ANUBL1,methylation_gene
38,methylation_gene::GENE:NCK1,methylation_gene
39,methylation_gene::GENE:LHX4,methylation_gene
40,methylation_gene::GENE:ZNF273,methylation_gene
41,methylation_gene::GENE:FIBCD1,methylation_gene
42,methylation_gene::GENE:WWOX,methylation_gene
43,methylation_gene::GENE:SMARCA4,methylation_gene
44,methylation_gene::GENE:PTGES3,methylation_gene
45,methylation_gene::GENE:KLHL7,methylation_gene
46,methylation_gene::GENE:C3ORF59,methylation_gene
47,methylation_gene::GENE:KIAA1328;C18ORF10,methylation_gene
48,methylation_gene::GENE:NAAA,methylation_gene
49,methylation_gene::GENE:ATP6V1C1,methylation_gene
50,methylation_gene::GENE:DLX2,methylation_gene
51,methylation_gene::GENE:MITF,methylation_gene
52,methylation_gene::GENE:HOMER1,methylation_gene
53,methylation_gene::GENE:HACE1,methylation_gene
54,methylation_gene::GENE:ITPR1,methylation_gene
55,methylation_gene::GENE:MAP4K4,methylation_gene
56,methylation_gene::GENE:CLTCL1,methylation_gene
57,methylation_gene::GENE:BBX,methylation_gene
58,methylation_gene::GENE:POM121,methylation_gene
59,methylation_gene::GENE:H3F3B,methylation_gene
60,methylation_gene::GENE:C1ORF85,methylation_gene
61,methylation_gene::GENE:NEK11;ASTE1,methylation_gene
62,methylation_gene::GENE:POLR1B,methylation_gene
63,methylation_gene::GENE:LOC100329108;GCSH,methylation_gene
64,methylation_gene::GENE:MARCH8,methylation_gene
65,methylation_gene::GENE:MSRB2,methylation_gene
66,methylation_gene::GENE:GAS2L1,methylation_gene
67,methylation_gene::GENE:CEP350,methylation_gene
68,methylation_gene::GENE:CYP39A1;SLC25A27,methylation_gene
69,methylation_gene::GENE:TSPYL4,methylation_gene
70,methylation_gene::GENE:FUCA1,methylation_gene
71,methylation_gene::GENE:GALNT11,methylation_gene
72,methylation_gene::GENE:PAPD4,methylation_gene
73,methylation_gene::GENE:LIF,methylation_gene
74,methylation_gene::GENE:TAPBPL;LOC678655,methylation_gene
75,rnaseq_gene::GENE:FAM9C,rnaseq_gene
76,methylation_gene::GENE:KDM5C,methylation_gene
77,methylation_gene::GENE:SSBP2,methylation_gene
78,methylation_gene::GENE:MIR548G;C3ORF26,methylation_gene
79,methylation_gene::GENE:SBNO1,methylation_gene
80,methylation_gene::GENE:RNF17,methylation_gene
81,methylation_gene::GENE:ZNF507,methylation_gene
82,methylation_gene::GENE:ZNF277;DOCK4,methylation_gene
83,methylation_gene::GENE:FCHSD2,methylation_gene
84,methylation_gene::GENE:XKR8,methylation_gene
85,methylation_gene::GENE:NDUFB8,methylation_gene
86,rnaseq_gene::GENE:RHAG,rnaseq_gene
87,methylation_gene::GENE:CD27;TAPBPL;LOC678655,methylation_gene
88,methylation_gene::GENE:TMEM67,methylation_gene
89,methylation_gene::GENE:UBAC2;GPR18,methylation_gene
90,rnaseq_gene::GENE:C21ORF54,rnaseq_gene
91,methylation_gene::GENE:EXTL3,methylation_gene
92,methylation_gene::GENE:CIDECP;FANCD2,methylation_gene
93,methylation_gene::GENE:SH3GLB1,methylation_gene
94,rnaseq_gene::GENE:CRYGD,rnaseq_gene
95,methylation_gene::GENE:GPT2,methylation_gene
96,methylation_gene::GENE:RAB28,methylation_gene
97,rnaseq_gene::GENE:KLHL1,rnaseq_gene
98,methylation_gene::GENE:RNF25;STK36,methylation_gene
99,methylation_gene::GENE:VAMP3,methylation_gene
100,methylation_gene::GENE:FKBPL,methylation_gene
