name,path,task,target,source_cancers,view,samples,features,class_counts,note
BRCA_core_source_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/BRCA_core_source_top100.csv,binary,target,['BRCA'],core,1206,100,"{'TCGA': 1084, 'CPTAC': 122}",Predicts TCGA/CPTAC source; useful as batch-effect and normalization diagnostic.
HNSCC_core_source_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/HNSCC_core_source_top100.csv,binary,target,['HNSCC'],core,631,100,"{'TCGA': 523, 'CPTAC': 108}",Predicts TCGA/CPTAC source; useful as batch-effect and normalization diagnostic.
LSCC_core_source_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/LSCC_core_source_top100.csv,binary,target,['LSCC'],core,595,100,"{'TCGA': 487, 'CPTAC': 108}",Predicts TCGA/CPTAC source; useful as batch-effect and normalization diagnostic.
LUAD_core_source_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/LUAD_core_source_top100.csv,binary,target,['LUAD'],core,624,100,"{'TCGA': 514, 'CPTAC': 110}",Predicts TCGA/CPTAC source; useful as batch-effect and normalization diagnostic.
BRCA_core_os_event_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/BRCA_core_os_event_top100.csv,binary,target,['BRCA'],core,1183,100,"{'0': 1030, '1': 153}",Predicts observed OS event; preliminary only because time-to-event censoring is not modeled.
ESCA_core_os_event_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/ESCA_core_os_event_top100.csv,binary,target,['ESCA'],core,182,100,"{'0': 106, '1': 76}",Predicts observed OS event; preliminary only because time-to-event censoring is not modeled.
HNSCC_core_os_event_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/HNSCC_core_os_event_top100.csv,binary,target,['HNSCC'],core,628,100,"{'0': 375, '1': 253}",Predicts observed OS event; preliminary only because time-to-event censoring is not modeled.
LSCC_core_os_event_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/LSCC_core_os_event_top100.csv,binary,target,['LSCC'],core,590,100,"{'0': 355, '1': 235}",Predicts observed OS event; preliminary only because time-to-event censoring is not modeled.
LUAD_core_os_event_top100,/home/prime/Documents/g3/cancer-exp/datasets_top100/LUAD_core_os_event_top100.csv,binary,target,['LUAD'],core,620,100,"{'0': 410, '1': 210}",Predicts observed OS event; preliminary only because time-to-event censoring is not modeled.
ALL_core_cancer_type_top95,/home/prime/Documents/g3/cancer-exp/datasets_top100/ALL_core_cancer_type_top95.csv,multiclass,target,"['BRCA', 'ESCA', 'HNSCC', 'LSCC', 'LUAD']",core,3238,95,"{'BRCA': 1206, 'HNSCC': 631, 'LUAD': 624, 'LSCC': 595, 'ESCA': 182}",Predicts cancer type across all five cohorts; feature union is built from per-cancer high-variance features.
