rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_CT47A6,methylation_gene__GENE_VEGFA,methylation_gene__GENE_TRIB3,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_SHBG;SAT2,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_OR2T1,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_ENO2,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_LCE3C,methylation_gene__GENE_YAP1,methylation_gene__GENE_SYPL1,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_SART3,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_RBP5;CLSTN3,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_HSD3B1,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_PRAMEF18,methylation_gene__GENE_TM7SF2,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_LRRC20,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_DEFB123,rnaseq_gene__GENE_GUCA1C,methylation_gene__GENE_DCUN1D4,rnaseq_gene__GENE_TEX13A,rnaseq_gene__GENE_SRY,rnaseq_gene__GENE_IQCF5,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_S100G,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_CT47A7,methylation_gene__GENE_ZNF619,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_CST8,rnaseq_gene__GENE_SNORA11B,methylation_gene__GENE_GMCL1,methylation_gene__GENE_ACPL2,cnv_log2__GENE_PRKG1,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_ZNF672,methylation_gene__GENE_SLC25A38,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_OR4A5,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_FABP9,methylation_gene__GENE_PARP4,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_TEX28,methylation_gene__GENE_PCCA,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_ZNF596;RPL23AP53,methylation_gene__GENE_ZNF160,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_LCE3E,methylation_gene__GENE_NRCAM,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_NPPB,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_NANOGNB,rnaseq_gene__GENE_VCY,rnaseq_gene__GENE_CDX4,cnv_log2__GENE_DKK1,cnv_log2__GENE_PRKG1-AS1,rnaseq_gene__GENE_C2ORF27B,rnaseq_gene__GENE_DEFB103A,target
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.44395682,-0.042426284,-0.050053358,-0.37853003,-0.42000514,-0.071920976,-0.06331775,-0.21008295,1.2069749,-0.4709989,0.048581354,-0.10053951,-0.07421895,4.987946,-0.55546826,-0.033128593,-0.281367,-0.07234395,-0.5714156,-0.06940588,-0.3568559,-0.18492761,-0.067629814,-0.2157582,-0.16951889,0.25878137,-0.4490837,-0.41950408,-0.030400898,-0.08606776,-0.29131064,-0.13838363,-0.18586418,-0.13369994,1.0267808,0.056525,-0.17501663,-0.06825314,-0.04597636,-0.10974532,-0.3227621,-0.09973995,-0.06418999,-0.09630276,0.24623789,-0.36230543,-0.08408102,-0.030400895,0.3493679,-0.489713,-0.15146537,-0.082764626,-0.1293577,-0.053945098,0.034599546,-0.1724362,-0.57714856,-0.27403155,-0.040199555,-0.06427042,-0.3137745,-0.14199477,-0.18210688,-0.06925289,-0.030400895,-0.2910912,-0.06859739,-0.078748696,-0.33403492,-0.30359328,-0.078358516,-0.09467098,-0.12899014,-0.28464454,-0.09939945,0.91840875,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.048245728,0.048245728,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.32494888,0.0074901576,-0.050053358,-0.2786655,0.092350625,-0.071920976,-0.06331775,-0.04014396,-0.175216,-0.3239432,0.2844009,-0.10053951,-0.07421895,-0.062246185,-0.3843297,-0.10658879,0.1434852,-0.07234395,-0.027172947,-0.06940588,-0.01959937,-0.18492761,-0.067629814,-0.2157582,-0.16951889,0.050495036,0.89153737,-0.41950408,-0.030400898,-0.08606776,-0.23899792,-0.13838363,-0.055107925,-0.13369994,0.63780445,0.45864293,-0.11694627,-0.06825314,-0.04597636,-0.10974532,-0.09078212,8.365832,-0.06418999,-0.09630276,-0.0068390537,-0.36230543,-0.08408102,-0.030400895,-0.13877614,-0.07124835,-0.15146537,-0.082764626,0.40243816,-0.12945394,0.037900914,-0.1724362,1.3614237,-0.23247673,-0.040199555,-0.06427042,0.19520238,-0.14199477,-0.006114831,-0.06925289,-0.030400895,-0.25205022,-0.06859739,-0.078748696,18.763544,0.17700183,-0.078358516,-0.09467098,-0.12899014,-0.14251764,-0.09939945,-0.23330294,-0.05562216,0.85399127,-0.05755121,-0.110764034,0.05186966,0.05186966,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.29652232,-0.027142093,-0.050053358,-0.28851187,-0.06519572,-0.071920976,-0.06331775,-0.149801,-0.175216,-0.14104235,-0.3622525,-0.10053951,-0.07421895,-0.062246185,-2.780505e-07,-0.43341884,0.084298216,-0.07234395,-0.18832679,-0.06940588,0.024392698,-0.18492761,-0.067629814,-0.2157582,-0.16951889,1.3794713,-0.11474045,0.20300777,-0.030400898,-0.08606776,-0.27814296,-0.13838363,-0.23880965,-0.13369994,-1.2656302,0.102208495,-0.24663201,-0.06825314,-0.04597636,12.43744,0.018052796,-0.09973995,-0.06418999,-0.09630276,-0.5868937,-0.36230543,-0.08408102,-0.030400895,-0.011324143,0.1511935,-0.15146537,-0.082764626,0.15343733,-0.11811929,-0.7511255,-0.1724362,-0.33507076,-0.18937258,-0.040199555,-0.06427042,0.03447325,-0.14199477,-0.40334666,-0.06925289,-0.030400895,-0.20107763,-0.06859739,-0.078748696,-0.27569878,-0.15956119,-0.078358516,-0.09467098,14.232882,-0.04563157,-0.09939945,6.085232,-0.05562216,-0.23784015,-0.05755121,-0.110764034,-0.81425023,-0.81425023,4.4459085,15.229829,1
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.16824178,0.05465133,-0.050053358,-0.40645617,0.11842065,-0.071920976,-0.06331775,-0.085038036,-0.175216,-0.27319777,0.027515056,-0.10053951,-0.07421895,-0.062246185,0.07467741,-0.26031753,0.34974104,-0.07234395,0.18123646,-0.06940588,0.050543103,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.34209743,-0.45999098,-0.41950408,-0.030400898,-0.08606776,-0.19784874,-0.13838363,-0.17294402,-0.13369994,-1.2656302,0.21421124,-0.24855757,-0.06825314,-0.04597636,-0.10974532,-0.05561181,-0.09973995,-0.06418999,-0.09630276,-0.23801616,-0.36230543,-0.08408102,-0.030400895,-0.15432169,-0.036869563,-0.15146537,-0.082764626,0.1281219,-0.2881422,0.011489987,-0.1724362,-0.9626634,0.06819224,-0.040199555,-0.06427042,-0.29787335,-0.14199477,0.26322126,-0.06925289,-0.030400895,-0.27122408,-0.06859739,-0.078748696,-0.18887205,-0.013313298,-0.078358516,-0.09467098,-0.12899014,0.065485865,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.022878202,0.022878202,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,1.125926,0.06635198,-0.050053358,-0.22155608,0.7360438,-0.071920976,-0.06331775,0.1664265,-0.175216,-0.71565366,-0.18938975,-0.10053951,-0.07421895,-0.062246185,-0.2087817,-0.23920889,0.64558065,-0.07234395,0.15420687,-0.06940588,0.17819817,-0.18492761,-0.067629814,-0.2157582,4.1441226,0.08070094,-0.41619307,-0.41950408,-0.030400898,-0.08606776,3.6731546,-0.13838363,-0.14742175,-0.13369994,-1.2656302,-0.23833768,-0.40085018,-0.06825314,-0.04597636,-0.10974532,-0.20040162,-0.09973995,-0.06418999,-0.09630276,-1.5610839,-0.36230543,-0.08408102,-0.030400895,-0.18976843,-0.22186866,-0.15146537,-0.082764626,0.056712516,-0.53846717,0.0,-0.1724362,-0.48495546,-0.016614778,-0.040199555,-0.06427042,-0.09764349,-0.14199477,0.11084446,-0.06925289,-0.030400895,-0.3214584,-0.06859739,-0.078748696,-0.32729807,-0.10562656,-0.078358516,-0.09467098,-0.12899014,0.006540159,-0.09939945,3.1658154,-0.05562216,1.317451,-0.05755121,-0.110764034,0.0,0.0,4.1570387,-0.13368,1
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.50995636,0.043815434,-0.050053358,-0.22185545,0.6993614,-0.071920976,-0.06331775,-0.15934077,-0.175216,-0.17188632,-0.09695345,-0.10053951,-0.07421895,-0.062246185,1.1000164,-0.2543313,0.18628347,-0.07234395,-0.30679247,-0.06940588,0.18274668,-0.18492761,-0.067629814,-0.2157582,-0.16951889,0.08694548,-0.1391671,-0.41950408,-0.030400898,-0.08606776,-0.2499313,-0.13838363,-0.05869205,-0.13369994,-0.5269108,0.06401667,-0.31526414,-0.06825314,-0.04597636,-0.10974532,0.050386842,8.715712,-0.06418999,-0.09630276,-1.2346673,0.010867562,-0.08408102,-0.030400895,-0.058140285,0.6094521,-0.15146537,-0.082764626,0.06802903,0.0030290142,0.1369419,-0.1724362,-0.89713955,-0.020110417,-0.040199555,-0.06427042,-0.24787076,-0.14199477,0.2608966,-0.06925289,-0.030400895,-0.31826964,-0.06859739,-0.078748696,0.08501158,-0.09732508,-0.078358516,-0.09467098,-0.12899014,0.03936207,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.16058764,0.16058764,-0.23449756,-0.13368,1
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,0.07173298,-0.06367206,-0.050053358,0.15136938,0.46063027,-0.071920976,4.062913,0.21500237,-0.175216,0.13211189,-0.07285323,-0.10053951,-0.07421895,-0.062246185,0.048713055,-0.39305496,0.4559784,29.674759,0.22060946,-0.06940588,-0.14316349,-0.18492761,-0.067629814,-0.2157582,-0.16951889,0.20644848,-0.4341944,-0.41950408,-0.030400898,28.833208,-0.15280138,-0.13838363,-0.11815274,-0.13369994,-1.2656302,0.10478623,-0.26829067,-0.06825314,-0.04597636,-0.10974532,-0.027532272,-0.09973995,-0.06418999,-0.09630276,-0.60762244,-0.36230543,-0.08408102,-0.030400895,0.05602471,-0.073756196,-0.15146537,-0.082764626,-0.18304577,-0.27787414,6.643934,-0.1724362,-0.5437581,-0.22472303,29.978216,-0.06427042,-0.13295609,-0.14199477,0.036927555,-0.06925289,-0.030400895,-0.10669179,-0.06859739,-0.078748696,-0.1870167,-0.16504192,-0.078358516,-0.09467098,-0.12899014,0.94059277,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,1.9254428,1.9254428,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.32824165,0.17241305,-0.050053358,0.63127977,0.6574967,-0.071920976,-0.06331775,0.122141145,-0.175216,-0.08507484,-0.22888729,-0.10053951,-0.07421895,-0.062246185,0.07038765,0.27350214,0.5858626,-0.07234395,0.005523098,-0.06940588,0.37636018,1.3938508,-0.067629814,-0.2157582,-0.16951889,-0.14583611,-0.15610987,0.8766681,-0.030400898,-0.08606776,-0.24719335,-0.13838363,-0.10083342,-0.13369994,1.096895,0.061495643,-0.2777008,-0.06825314,-0.04597636,-0.10974532,0.06691707,-0.09973995,-0.06418999,-0.09630276,-1.2704357,5.330562,-0.08408102,-0.030400895,-0.18382262,0.18694316,-0.15146537,-0.082764626,0.14111668,-0.03528909,-1.992439,-0.1724362,-0.22227417,-0.07947871,-0.040199555,-0.06427042,0.4883388,-0.14199477,0.29640958,-0.06925289,-0.030400895,-0.3017005,-0.06859739,-0.078748696,-0.20326476,-0.0959755,-0.078358516,-0.09467098,-0.12899014,0.49506626,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,-2.176849,-2.176849,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,0.12795596,0.0069988715,-0.050053358,-0.22164665,0.8518273,-0.071920976,-0.06331775,-0.21876353,5.2418656,-0.2291692,-0.17318824,-0.10053951,-0.07421895,-0.062246185,-0.08742074,-0.43396285,0.4552776,-0.07234395,0.07571595,-0.06940588,0.07990849,-0.18492761,-0.067629814,-0.2157582,-0.16951889,0.02214351,-0.034138396,-0.41950408,-0.030400898,1.3692472,-0.22144042,-0.13838363,-0.0045038485,-0.13369994,-1.2656302,0.09919804,-0.3051114,-0.06825314,-0.04597636,-0.10974532,-0.027774964,-0.09973995,-0.06418999,-0.09630276,-1.0995593,-0.36230543,-0.08408102,-0.030400895,-0.11898717,0.25141442,-0.15146537,-0.082764626,0.014709253,-0.21700618,10.836668,-0.1724362,-0.12528296,-0.15526477,-0.040199555,-0.06427042,-0.028842418,-0.14199477,0.0056777447,1.0910516,-0.030400895,-0.18076758,-0.06859739,-0.078748696,-0.050561674,-0.1698944,-0.078358516,-0.09467098,-0.12899014,0.48800957,-0.09939945,-0.23330294,-0.05562216,2.3996065,-0.05755121,-0.110764034,11.905754,11.905754,2.8091958,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.23130998,-0.28007737,-0.050053358,-0.07968751,-0.7434675,-0.071920976,-0.06331775,-0.32506633,-0.175216,0.6571882,0.9747768,-0.10053951,-0.07421895,-0.062246185,0.24002151,-0.15843798,-0.616469,-0.07234395,-0.5551775,-0.06940588,-0.667391,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.51516134,-0.75151765,-0.41950408,-0.030400898,-0.08606776,-0.25639778,-0.13838363,-0.22013192,-0.13369994,-0.722027,-0.20367517,-0.19826083,-0.06825314,-0.04597636,-0.10974532,-0.28931868,-0.09973995,-0.06418999,-0.09630276,0.83413523,0.47738007,-0.08408102,-0.030400895,-0.050664973,-0.5115237,-0.15146537,-0.082764626,-0.43456632,0.13167642,-0.10075645,-0.1724362,-0.73429394,-0.31367388,-0.040199555,-0.06427042,-0.45206735,-0.14199477,-0.28641415,-0.06925289,-0.030400895,-0.24176142,-0.06859739,-0.078748696,0.701356,-0.44068837,-0.078358516,-0.09467098,-0.12899014,-0.5152704,-0.09939945,3.8837948,-0.05562216,-0.23784015,-0.05755121,-0.110764034,-0.10033552,-0.10033552,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.1475977,-0.03375798,-0.050053358,-0.32817477,-0.6978688,-0.071920976,-0.06331775,-0.12338219,-0.175216,1.2918766,-0.30195194,-0.10053951,-0.07421895,-0.062246185,-0.3354401,-0.08054861,-0.7312457,-0.07234395,-0.3084401,-0.06940588,-0.14849941,-0.18492761,-0.067629814,-0.2157582,3.016659,-0.4247656,0.057429742,0.011922153,-0.030400898,-0.08606776,-0.28585628,-0.13838363,-0.24419907,-0.13369994,0.69899696,-0.16097085,-0.17170025,-0.06825314,-0.04597636,-0.10974532,-0.29878637,-0.09973995,-0.06418999,-0.09630276,0.75656205,-0.36230543,-0.08408102,-0.030400895,-0.051226787,-0.21705079,-0.15146537,-0.082764626,-0.40109837,0.46803826,0.041202277,-0.1724362,-0.02672764,-0.20361449,-0.040199555,-0.06427042,-0.1005684,-0.14199477,-0.16480844,-0.06925289,-0.030400895,-0.27183473,-0.06859739,-0.078748696,-0.2583954,-0.36327496,-0.078358516,-0.09467098,-0.12899014,-0.34399262,-0.09939945,1.38752,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.055493593,0.055493593,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.08162943,-0.21405904,-0.050053358,1.0499516,-0.63219464,-0.071920976,-0.06331775,-0.33672377,-0.175216,-0.17838591,0.4978273,-0.10053951,-0.07421895,-0.062246185,-0.8067352,0.028131628,-0.5603811,-0.07234395,-0.39633793,-0.06940588,-0.28168178,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.63658166,-0.896814,-0.41950408,-0.030400898,-0.08606776,-0.25371075,-0.13838363,-0.25066057,-0.13369994,0.26123154,-0.21245512,-0.1759424,-0.06825314,-0.04597636,-0.10974532,-0.39454994,-0.09973995,-0.06418999,-0.09630276,0.3556836,-0.36230543,-0.08408102,-0.030400895,-0.27978873,-0.22006887,-0.15146537,-0.082764626,-0.3721626,-0.13524777,0.061010472,-0.1724362,-0.98626226,-0.09844216,-0.040199555,-0.06427042,-0.29229003,-0.14199477,-0.15945598,-0.06925289,-0.030400895,-0.23497353,-0.06859739,-0.078748696,-0.27724463,-0.2855715,-0.078358516,-0.09467098,-0.12899014,-0.21760583,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.07723719,0.07723719,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.36880976,-0.19803816,-0.050053358,-0.100961,-0.4705117,-0.071920976,-0.06331775,-0.39210108,-0.175216,-0.00787343,0.0006599664,-0.10053951,-0.07421895,-0.062246185,-0.91900814,0.42032796,-0.49667794,-0.07234395,0.08433918,-0.06940588,0.00092559436,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.41645756,-0.09959576,1.1665541,-0.030400898,-0.08606776,-0.27297443,-0.13838363,-0.17469487,-0.13369994,0.36332405,-0.10073773,-0.15696414,-0.06825314,-0.04597636,-0.10974532,-0.36729628,-0.09973995,-0.06418999,-0.09630276,0.41463923,-0.36230543,-0.08408102,-0.030400895,-0.08975385,-0.27317587,-0.15146537,-0.082764626,-0.5746963,0.08934017,1.473995,-0.1724362,0.6391972,-0.17672348,-0.040199555,-0.06427042,-0.4723868,-0.14199477,-0.20467213,-0.06925289,-0.030400895,-0.25015077,-0.06859739,-0.078748696,-0.20730563,-0.29574043,-0.078358516,-0.09467098,-0.12899014,-0.5297848,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,1.6282804,1.6282804,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.086712934,-0.21486416,-0.050053358,-0.3864114,-0.7673051,-0.071920976,-0.06331775,-0.1844835,-0.175216,0.5169347,-0.40416834,-0.10053951,-0.07421895,-0.062246185,-0.64464027,-0.40943858,-0.011355152,-0.07234395,-0.8530565,-0.06940588,-0.34217426,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.62761307,-0.942715,-0.41950408,-0.030400898,-0.08606776,-0.24320033,-0.13838363,-0.22822966,-0.13369994,-0.013040702,-0.7943886,-0.10811289,-0.06825314,-0.04597636,-0.10974532,-0.31678388,-0.09973995,-0.06418999,-0.09630276,0.59967095,-0.10591212,-0.08408102,-0.030400895,-0.21668898,-0.06725184,-0.15146537,-0.082764626,-0.12651764,-0.0711947,-0.028126404,-0.1724362,-0.81186604,-0.22841458,-0.040199555,-0.06427042,-0.32805303,-0.14199477,0.1553034,-0.06925289,-0.030400895,-0.11938352,-0.06859739,-0.078748696,-0.19817995,-0.1572408,-0.078358516,-0.09467098,-0.12899014,-0.2194084,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,-0.020608993,-0.020608993,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,30.791517,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.16777626,-0.14556403,-0.050053358,1.8912591,-0.58878267,-0.071920976,-0.06331775,-0.049941774,-0.175216,-0.094776966,-0.36930743,-0.10053951,-0.07421895,-0.062246185,-0.47492495,-0.21406208,-0.2835445,-0.07234395,-0.11478318,-0.06940588,-0.2567498,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.16351378,-0.4587079,-0.41950408,-0.030400898,-0.08606776,-0.25556874,-0.13838363,-0.23171514,-0.13369994,0.19641747,-0.4373916,-0.09341205,-0.06825314,-0.04597636,-0.10974532,-0.21149437,-0.09973995,-0.06418999,-0.09630276,1.5015839,-0.36230543,-0.08408102,-0.030400895,-0.4326759,-0.6464939,5.957249,-0.082764626,-0.19370101,-0.2552392,0.018092718,-0.1724362,-0.25164625,-0.10878987,-0.040199555,-0.06427042,-0.28001845,-0.14199477,-0.2133071,-0.06925289,-0.030400895,-0.16344428,-0.06859739,-0.078748696,-0.16678005,-0.36014205,-0.078358516,-0.09467098,-0.12899014,-0.34009025,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.030126065,0.030126065,-0.23449756,-0.13368,0
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,0.042132664,-0.17508344,-0.050053358,-0.26229075,-0.3793578,-0.071920976,-0.06331775,0.19999816,-0.175216,-0.23301722,-0.27631557,-0.10053951,-0.07421895,-0.062246185,-0.6680588,0.040606864,-0.66140723,-0.07234395,-0.3265275,-0.06940588,-0.30005404,-0.18492761,-0.067629814,-0.2157582,-0.16951889,-0.4640844,-0.42924792,-0.41950408,-0.030400898,-0.08606776,-0.21765913,-0.13838363,-0.22711082,-0.13369994,1.7903847,-0.18367986,-0.14705628,-0.06825314,-0.04597636,-0.10974532,-0.3118671,-0.09973995,-0.06418999,-0.09630276,0.11992697,-0.36230543,-0.08408102,-0.030400895,-0.03176023,-0.12810686,-0.15146537,-0.082764626,0.30526128,0.2612492,0.14354461,-0.1724362,-0.09858754,-0.061095506,-0.040199555,-0.06427042,-0.34862918,-0.14199477,-0.14217357,-0.06925289,-0.030400895,0.017676227,-0.06859739,-0.078748696,-0.1857452,-0.38110274,-0.078358516,-0.09467098,-0.12899014,-0.25432056,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.1678355,0.1678355,-0.23449756,-0.13368,1
-0.08720162,-0.04061949,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.07355285,-0.044386145,-0.030400895,-0.039873518,-0.054831173,-0.030400896,-0.035875507,-0.061702468,-0.030400895,-0.030400895,-0.123728596,-0.21995036,-0.050053358,0.058200415,-0.53511345,-0.071920976,-0.06331775,-0.34839538,-0.175216,-0.14178894,-0.29113105,-0.10053951,-0.07421895,-0.062246185,-0.49378666,-0.20278606,-0.8371746,-0.07234395,-0.7304734,-0.06940588,-0.062580235,-0.18492761,-0.067629814,3.870654,-0.16951889,0.0069263917,-0.34573975,0.9621607,-0.030400898,3.99323,-0.22322634,-0.13838363,-0.16453537,-0.13369994,0.13195838,-0.29305136,-0.073333986,-0.06825314,-0.04597636,-0.10974532,-0.34729388,-0.09973995,-0.06418999,-0.09630276,-0.31123286,-0.36230543,-0.08408102,-0.030400895,-0.30048645,-0.23445465,-0.15146537,-0.082764626,-0.22678323,0.35788107,0.041202277,-0.1724362,0.6996549,-0.1342568,-0.040199555,-0.06427042,-0.22962292,-0.14199477,-0.28245994,-0.06925289,-0.030400895,-0.26400414,-0.06859739,-0.078748696,-0.31915525,-0.25245798,-0.078358516,-0.09467098,-0.12899014,-0.47821268,-0.09939945,-0.23330294,-0.05562216,-0.23784015,-0.05755121,-0.110764034,0.055493593,0.055493593,-0.23449756,-0.13368,0
