experiment,dataset,endpoint,partition_type,partition_value,control,n_train,n_test,class_0_test,class_1_test,accuracy,balanced_accuracy,f1,sensitivity,specificity,roc_auc,pr_auc,log_loss,brier,feature_space_warning
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,BRCA,linear_molecular,669,268,197,71,0.2835820895522388,0.4991778079645385,0.4146341463414634,0.9577464788732394,0.04060913705583756,0.5025738185457925,0.2918837308203381,1.6197464736568024,0.5048974615708414,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,BRCA,structural_zero_pattern,669,268,197,71,0.26492537313432835,0.5,0.41887905604719766,1.0,0.0,0.5062558089654678,0.268730292200967,1.6171027443527564,0.5779912917879999,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,HNSCC,linear_molecular,693,244,34,210,0.3442622950819672,0.5450980392156862,0.4117647058823529,0.26666666666666666,0.8235294117647058,0.5420168067226891,0.8901957765929465,1.3776831815368102,0.47435228392843665,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,HNSCC,structural_zero_pattern,693,244,34,210,0.860655737704918,0.5,0.9251101321585903,1.0,0.0,0.5548319327731092,0.8709289520632725,0.5335826929877983,0.17488905844393687,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,LSCC,linear_molecular,715,222,52,170,0.7477477477477478,0.5015837104072398,0.8541666666666666,0.9647058823529412,0.038461538461538464,0.5242081447963801,0.7929297148253681,0.6517377435183038,0.20044401841824164,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,LSCC,structural_zero_pattern,715,222,52,170,0.7657657657657657,0.5,0.8673469387755102,1.0,0.0,0.5528280542986425,0.7929696513287844,0.5564094791569203,0.1873727710553572,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,LUAD,linear_molecular,734,203,46,157,0.645320197044335,0.49404597064525063,0.7707006369426752,0.7707006369426752,0.21739130434782608,0.5018000553863196,0.7886494033594996,0.898335217100902,0.25449064054474574,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_cancer_out,LUAD,structural_zero_pattern,734,203,46,157,0.7733990147783252,0.5,0.8722222222222222,1.0,0.0,0.5270008307947937,0.7848538459124887,0.5492914179474818,0.17708582545332122,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_source_out,CPTAC,linear_molecular,863,74,5,69,0.7567567567567568,0.4057971014492754,0.8615384615384616,0.8115942028985508,0.0,0.5971014492753624,0.9530488592571891,0.633314874927601,0.213747826058114,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_source_out,CPTAC,structural_zero_pattern,863,74,5,69,0.9324324324324325,0.5,0.965034965034965,1.0,0.0,0.39999999999999997,0.9224194857168694,0.5225996494778415,0.16703841484134718,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_source_out,TCGA,linear_molecular,74,863,324,539,0.6245654692931634,0.5012311321835131,0.7682403433476395,0.9962894248608535,0.006172839506172839,0.6129635355825832,0.7396927229059692,1.1479931355262438,0.3347363851349262,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
extreme,ALL_core_extreme_os_death_lt3yr_survival_ge5yr_top75_no_cancer_feature,extreme_os,leave_one_source_out,TCGA,structural_zero_pattern,74,863,324,539,0.6245654692931634,0.5,0.7689015691868759,1.0,0.0,0.4003727753727754,0.6242726826093906,1.2026450252057437,0.3421377923645416,Features were preselected before this stress test; use the repeated-validation utility for fold-internal selection.
