model_name,accuracy,f1,roc_auc,log_loss
tabpfn_v2,0.6757683106367317,0.669469102082622,0.7207992362285562,0.5848773269117367
tabpfn_v2_5,0.6960112256164888,0.6748500749625187,0.7199554083982085,0.5834874107744098
tabpfn_v2_6,0.6818411851306588,0.6779556650246306,0.7154805832015647,0.5841646717486013
tabpfn_v3,0.6777926021347074,0.6730295566502462,0.7192092091786263,0.5847841184141376
