dataset,model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
ALL_core_os_3yr_event_top94_no_cancer_feature,tabpfn_v2,v2,binary,success,0.6356275303643725,0.5544554455445545,0.7283299526707235,0.5700497307450201
ALL_core_os_3yr_event_top94_no_cancer_feature,tabpfn_v2_5,v2_5,binary,success,0.6761133603238867,0.5652173913043478,0.7427315753887762,0.5658191629937124
ALL_core_os_3yr_event_top94_no_cancer_feature,tabpfn_v2_6,v2_6,binary,success,0.6477732793522267,0.5714285714285714,0.7357674104124408,0.5680494490971473
ALL_core_os_3yr_event_top94_no_cancer_feature,tabpfn_v3,v3,binary,success,0.6396761133603239,0.5615763546798029,0.730764029749831,0.5678559577038507
ALL_core_os_5yr_event_top75_no_cancer_feature,tabpfn_v2,v2,binary,success,0.7159090909090909,0.7844827586206896,0.713268519786389,0.5997049230784534
ALL_core_os_5yr_event_top75_no_cancer_feature,tabpfn_v2_5,v2_5,binary,success,0.7159090909090909,0.7844827586206896,0.6971792414076408,0.6011556585551072
ALL_core_os_5yr_event_top75_no_cancer_feature,tabpfn_v2_6,v2_6,binary,success,0.7159090909090909,0.7844827586206896,0.6951937559906888,0.6002798944000554
ALL_core_os_5yr_event_top75_no_cancer_feature,tabpfn_v3,v3,binary,success,0.7159090909090909,0.7844827586206896,0.7076543886074216,0.6017122791244244
