model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
tabfm_default,0.6844558327175806,0.6108027573652397,0.5376822868419586,0.6257800546419227,0.6674290348859314,0.3627730294396961,0.5151010321628138,0.6088946113655995
