rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_TSPY3,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_RBMY1E,methylation_gene__GENE_ZNF33B,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_RBMY1A1,methylation_gene__GENE_NDUFB8,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_FRY,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_TSPY2,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_CST8,methylation_gene__GENE_CASP6,methylation_gene__GENE_ZNF787,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_RBMY2FP,methylation_gene__GENE_USP14,rnaseq_gene__GENE_TSPY4,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_OBFC2B,methylation_gene__GENE_PNN,methylation_gene__GENE_EXT1,methylation_gene__GENE_BID,methylation_gene__GENE_YJU2B,methylation_gene__GENE_ACPL2,methylation_gene__GENE_SORBS1,methylation_gene__GENE_NDE1;KIAA0430,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_RSPH3,methylation_gene__GENE_CNP,rnaseq_gene__GENE_OR2T27,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_LASS5,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_SCARNA18,rnaseq_gene__GENE_CDY1B,methylation_gene__GENE_NACC1;TRMT1,methylation_gene__GENE_ADAR,rnaseq_gene__GENE_LGALS13,rnaseq_gene__GENE_SULT6B1,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_B2M,rnaseq_gene__GENE_DAZ1,methylation_gene__GENE_PPP2R5D,rnaseq_gene__GENE_MYL1,methylation_gene__GENE_H3F3B,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_RBMY1F,methylation_gene__GENE_RGS2,methylation_gene__GENE_GMCL1,methylation_gene__GENE_ASCC1;C10ORF104,methylation_gene__GENE_NT5C3L,methylation_gene__GENE_INPP5A,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_TNKS2,methylation_gene__GENE_ZNF444,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_CCNG1,methylation_gene__GENE_ADK;AP3M1,methylation_gene__GENE_ZNF563,rnaseq_gene__GENE_CPS1-IT1,cnv_log2__GENE_RLIM,methylation_gene__GENE_QTRT1,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_PLEKHB2,methylation_gene__GENE_ENTPD6,methylation_gene__GENE_ARPC1A,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_AP2B1,methylation_gene__GENE_ASAH1,rnaseq_gene__GENE_SSX3,rnaseq_gene__GENE_OTUD6A,methylation_gene__GENE_SLC22A17,methylation_gene__GENE_GSR,methylation_gene__GENE_NRCAM,rnaseq_gene__GENE_OR2W5,methylation_gene__GENE_ACTR1A;SUFU,rnaseq_gene__GENE_S100G,cnv_log2__GENE_SLC16A2,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_TOR1A,methylation_gene__GENE_PMS1;ORMDL1,target
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.36239222,-0.050053358,-0.030400895,-0.36428732,-0.030400895,-0.07355285,-0.044386145,-0.8981402,-0.04061949,-0.16951889,-0.32456043,-0.078748696,-0.4364149,-0.061702468,-0.33467212,-0.15146537,-0.07504381,-0.29056436,-0.078358516,-0.039873518,-0.25137588,-0.035875507,-0.7112911,-0.054831173,-0.3137201,-0.25813255,-0.0961684,-0.2188424,1.1187282,-0.15492414,0.08871684,-0.33306053,0.15928626,-0.6946983,-0.082764626,-0.21529208,-0.21428785,-0.32834876,-0.050521668,-0.3019585,-0.64545304,-0.17925987,-0.100127526,-0.030400895,-0.44582415,-0.011864464,-0.070756495,-0.1383598,-0.07419646,-0.47923973,-0.08408102,-0.27494234,-0.15378062,-0.769735,-0.124081664,-0.067629814,-0.030400896,-0.06395672,-0.04704998,-0.65839106,-0.19410992,-0.15705833,-0.17532776,-0.04597636,-0.3224223,-0.059356015,-0.4368463,-0.37603897,-0.6202794,-0.32562947,-0.3367885,-0.059905637,-0.114638045,0.30317435,-0.26424983,-0.08156231,-0.7199796,-0.043785445,-0.1181216,-0.37231815,0.18042213,0.1918373,-0.17225634,-0.1489025,-0.19951127,-0.2169762,-0.42889103,-0.14741206,-0.4326878,-0.36230543,0.29467753,-0.29744008,-0.24639392,0.20760511,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.44099957,-0.050053358,-0.030400895,-0.44431823,-0.030400895,-0.07355285,-0.044386145,-0.21879378,-0.04061949,4.2335544,-0.31597027,-0.078748696,-0.55050933,-0.061702468,-0.28381503,-0.15146537,-0.23880231,16.301805,-0.078358516,-0.039873518,-1.0953187,-0.035875507,0.036437355,-0.054831173,-0.23347089,-0.4681086,-0.12199231,-0.2075262,-0.17570762,-0.08342807,0.046908993,-0.35495588,0.023349283,-0.28600496,-0.082764626,1.3074613,-0.33480045,-0.88257056,-0.050521668,-0.3808992,-0.13162681,-1.0281965,-0.100127526,-0.030400895,-0.480992,-0.2454049,-0.070756495,-0.1383598,-0.19037579,-0.34584475,-0.08408102,-0.24633953,-0.15378062,-0.22866142,-0.20129882,-0.067629814,-0.030400896,-0.5598443,-0.10033569,-0.7137067,-0.24061275,-0.2146853,-0.23220703,-0.04597636,-0.15012142,-0.16679887,12.618615,-0.5995268,-0.4640458,-0.3866781,-0.22020814,-0.25162905,-0.114638045,0.100793004,-0.34973952,-0.08156231,-0.47586393,0.10860237,-0.027436996,0.012172828,0.032415003,-0.26873463,-0.17225634,-0.1489025,-0.37868473,-0.26300862,-0.11674608,-0.14741206,-0.3069648,-0.36230543,0.09253238,-0.3656318,-0.4204829,0.052455503,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.39624175,-0.050053358,-0.030400895,-0.06350161,-0.030400895,-0.07355285,-0.044386145,-0.668023,-0.04061949,-0.16951889,-0.14815354,-0.078748696,-0.21457852,-0.061702468,-0.23745358,-0.15146537,-0.28876132,-0.3783195,-0.078358516,-0.039873518,-0.5583075,-0.035875507,-0.8944557,-0.054831173,-0.36321226,-0.15744139,0.1128004,-0.1650766,-0.09010811,0.024909494,-0.092560716,0.21345262,0.41907427,-0.42540354,-0.082764626,-0.21529208,-0.26985133,-0.21311884,-0.050521668,-0.318075,-0.21351148,-0.36178827,-0.100127526,-0.030400895,-0.01665852,-0.00950386,-0.070756495,-0.1383598,-0.11174579,-0.08171895,-0.08408102,-0.37827018,-0.15378062,-0.10563062,-0.15146397,-0.067629814,-0.030400896,-0.49364084,-0.16970551,-1.1580436,-0.21613644,0.24410333,-0.21364214,-0.04597636,-0.35408413,-0.021683687,-0.39703834,-0.38582337,-0.08081478,-0.29094258,-0.28629008,-0.35666257,-0.114638045,0.1319286,-0.2109788,-0.08156231,-0.4386885,-0.6374412,0.10283816,0.05111868,0.14295848,-0.21255673,-0.17225634,-0.1489025,0.15232375,-0.23556685,0.14387925,-0.14741206,0.079814345,-0.36230543,0.12363164,-0.18348527,-0.28241384,-0.016919047,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,0.38361412,-0.050053358,-0.030400895,0.12752372,-0.030400895,-0.07355285,-0.044386145,1.3743658,-0.04061949,2.7700946,-0.31669882,-0.078748696,-0.12877665,-0.061702468,-0.3743751,-0.15146537,0.16556792,16.893436,-0.078358516,-0.039873518,-0.26636374,-0.035875507,-0.07931639,-0.054831173,-0.29657936,-0.37349904,0.1179881,-0.037675414,0.2673852,-0.16117516,0.31415188,-0.11120524,0.86194205,1.2563165,-0.082764626,1.6090611,-0.48988152,0.08267096,-0.050521668,-0.31865907,-0.59749097,-0.105210915,-0.100127526,-0.030400895,-0.7175451,-0.2681922,-0.070756495,-0.1383598,0.5966099,-0.1075847,-0.08408102,-0.1601619,-0.15378062,0.901891,-0.07694216,-0.067629814,-0.030400896,-0.42674682,0.077123724,-0.546451,-0.08574177,0.1921771,-0.17449105,-0.04597636,-0.15098785,0.45056227,10.447189,-0.04433173,-0.60914165,-0.05354829,0.03748753,14.375784,-0.114638045,1.1126997,0.35097343,-0.08156231,0.07662376,-0.32219177,0.8087603,-0.0042424705,0.23198132,-0.061137997,-0.17225634,-0.1489025,0.02613307,-0.121361054,0.1913743,-0.14741206,0.44981563,-0.36230543,1.1032581,-0.2204514,0.28894848,0.75330293,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.21413319,-0.050053358,-0.030400895,-0.11361721,-0.030400895,-0.07355285,-0.044386145,0.36224303,-0.04061949,-0.16951889,-0.1826221,-0.078748696,-0.1259963,-0.061702468,-0.28367072,-0.15146537,-0.009147396,-0.043223895,-0.078358516,-0.039873518,0.26643288,-0.035875507,-0.46224445,-0.054831173,-0.26106364,0.71173215,0.39753833,-0.11211047,-0.39752474,0.21772237,-0.42640892,0.029732337,-0.20693915,0.38087603,-0.082764626,-0.21529208,-0.12885132,-0.24568608,-0.050521668,4.5245523,-0.21658462,-0.116245784,-0.100127526,-0.030400895,0.23350877,-0.07112818,-0.070756495,-0.1383598,-0.21397853,-0.20848545,-0.08408102,0.4412493,-0.15378062,0.26118797,-0.20314494,-0.067629814,-0.030400896,3.3355296,-0.23186451,-0.7183466,-0.1254833,-0.12811165,-0.14026846,-0.04597636,-0.21721233,27.177147,-0.19158706,-0.45945725,-1.0860082,0.24201545,-0.12367163,0.050960865,-0.114638045,-1.5130686,-0.27552563,-0.08156231,-0.3887517,-0.2564191,0.4954387,-0.41422838,-1.1779432,0.08075896,-0.17225634,-0.1489025,-0.27385798,-0.41320774,0.3365227,-0.14741206,0.02928636,-0.36230543,-1.5194457,12.081593,-0.21936706,0.31337038,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.3399505,-0.050053358,-0.030400895,-0.3391565,-0.030400895,-0.07355285,-0.044386145,-0.32290798,-0.04061949,-0.16951889,-0.3284734,-0.078748696,-0.23125458,-0.061702468,-0.08695534,-0.15146537,-0.12649131,-0.16053376,-0.078358516,-0.039873518,-0.87733394,-0.035875507,-0.08159729,-0.054831173,-0.3434727,-0.41582987,-0.18886787,-0.19357915,0.19349979,-0.24954012,-0.27676424,0.05225125,0.048764803,-0.13180627,-0.082764626,-0.21529208,-0.1476649,-0.48184565,-0.050521668,-0.32749942,-0.39145485,-0.3783528,-0.100127526,-0.030400895,0.0075333663,-0.07861933,-0.070756495,4.9695745,-0.2502252,-0.21710455,-0.08408102,-0.48462662,0.791306,-0.00034668786,-0.18440436,-0.067629814,-0.030400896,-0.42657915,-0.08542248,-0.7114352,-0.2101323,-0.26727894,-0.16603062,-0.04597636,-0.23424207,-0.07489104,0.05539618,0.27495274,-0.42655036,-0.25972936,-0.16658325,-0.22526693,-0.114638045,0.02814329,-0.31413653,-0.08156231,-0.1420502,-0.2770617,-0.50000685,-0.016004225,-0.039304208,-0.14890128,-0.17225634,-0.1489025,-0.32792556,0.32387874,-0.39337987,-0.14741206,-0.53065753,1.4462225,0.019967465,-0.18789676,-0.16695084,0.103902094,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.4340964,-0.050053358,-0.030400895,-0.42382142,-0.030400895,-0.07355285,-0.044386145,-0.14382014,-0.04061949,-0.16951889,-0.4369577,-0.078748696,-0.014087525,-0.061702468,-0.14360549,-0.15146537,0.1471029,0.19992252,-0.078358516,-0.039873518,-0.09541599,-0.035875507,0.30756745,-0.054831173,-0.383238,-0.501761,-0.19484656,-0.07508992,-0.075980045,-0.20332271,-0.23210946,-0.26349398,0.30558008,0.5689996,-0.082764626,-0.21529208,0.2083889,-0.20688044,-0.050521668,-0.3147152,-0.34277692,-0.4671882,-0.100127526,-0.030400895,-0.23558751,-0.19349518,-0.070756495,-0.1383598,-0.079723656,-0.034155373,-0.08408102,-0.39967892,-0.15378062,-0.72356486,-0.23608151,-0.067629814,-0.030400896,2.2701693,-0.13031046,-0.4539083,-0.24781865,-0.06158596,-0.14079076,-0.04597636,-0.24796906,-0.14815167,-0.37525678,0.046957906,-0.5146398,-0.2627322,0.2675065,-0.20300877,-0.114638045,-0.028938627,-0.18111481,-0.08156231,-0.5144856,0.16729537,0.04667624,-0.15690519,0.009932601,-0.14590773,-0.17225634,-0.1489025,-0.22950047,0.63260424,-0.5920336,-0.14741206,-0.5876033,-0.36230543,-0.03704783,0.011129292,0.10220043,-0.10723651,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.35520467,-0.050053358,-0.030400895,0.09822424,-0.030400895,-0.07355285,-0.044386145,-0.027890343,-0.04061949,-0.16951889,-0.3472933,-0.078748696,-0.12577996,-0.061702468,-0.36685842,-0.15146537,-0.26585042,0.16668008,-0.078358516,-0.039873518,-1.2515546,-0.035875507,0.18116973,-0.054831173,-0.23189256,-0.016185347,-0.26189902,-0.16773687,-0.2987017,-0.2369024,-0.36147323,-0.1767623,-0.41619617,0.19603194,-0.082764626,-0.21529208,-0.37754917,-0.32357284,-0.050521668,-0.2562258,-0.5637041,-0.42160875,-0.100127526,-0.030400895,-0.39636222,-0.2404866,-0.070756495,-0.1383598,-0.41899914,-0.18947619,-0.08408102,-0.6423438,-0.15378062,-0.63758856,-0.10076125,-0.067629814,-0.030400896,-0.27306065,-0.44018772,-0.9201468,-0.20024413,-0.16526644,-0.18572056,-0.04597636,-0.39722767,0.056714766,-0.318363,-0.06016694,-0.54491407,-0.3042397,-0.35410523,-0.38194382,-0.114638045,0.06965741,-0.22733507,-0.08156231,0.046630688,-0.1746741,-0.43888763,-0.12307908,-0.0680623,-0.34964097,-0.17225634,-0.1489025,-0.3905745,0.140888,-0.32976034,-0.14741206,-0.42981702,-0.36230543,0.061433133,-0.31543475,0.21440272,-0.4020982,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.016924795,-0.050053358,-0.030400895,0.13297318,-0.030400895,-0.07355285,-0.044386145,0.45826608,-0.04061949,-0.16951889,0.08300414,-0.078748696,1.043584,-0.061702468,-0.22541118,-0.15146537,-0.2557328,1.2930456,-0.078358516,-0.039873518,4.6316566,-0.035875507,29.29692,-0.054831173,-0.411749,0.8563045,0.6410611,5.4504695,0.3051995,-0.10961626,0.7517386,-0.120811805,19.580269,0.6993718,-0.082764626,-0.21529208,0.9915089,0.334938,-0.050521668,-0.28363416,0.35056865,-0.45440924,-0.100127526,-0.030400895,25.581837,1.0845667,-0.070756495,-0.1383598,-0.36692888,0.123742454,-0.08408102,-0.18365973,-0.15378062,10.737269,-0.15184495,-0.067629814,-0.030400896,-0.23907445,0.56733763,2.7478342,-0.26525506,-0.116141796,-0.11926094,3.5158021,-0.26553142,-0.13995911,0.91771156,0.05252469,-0.20185319,0.050545517,0.68521756,0.10576738,-0.114638045,0.4277167,-0.032562785,-0.08156231,-0.48420405,0.10226126,0.3638394,0.27846095,-0.18922827,-0.0011998652,-0.17225634,-0.1489025,-0.38353485,-0.5569794,-0.50636417,-0.14741206,-0.19967498,5.9747167,0.41907454,-0.21428691,-0.061058085,22.537617,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.02641899,-0.050053358,-0.030400895,0.6941105,-0.030400895,-0.07355285,-0.044386145,0.75301236,-0.04061949,-0.16951889,0.077656105,-0.078748696,-0.13299637,-0.061702468,-0.06602715,-0.15146537,0.1648263,0.2866427,-0.078358516,-0.039873518,-0.10756457,-0.035875507,0.5936883,-0.054831173,0.10510638,0.09926275,0.058012713,-0.18690678,-0.1387421,0.12071327,0.006089218,0.1230917,0.12990154,0.27813864,-0.082764626,-0.21529208,-0.118080765,-0.10179313,-0.050521668,0.20512794,0.08316866,0.43213797,-0.100127526,-0.030400895,0.21618825,-0.08228597,-0.070756495,-0.1383598,0.2473688,0.77057093,-0.08408102,0.62086564,-0.15378062,1.4819361,0.05760297,-0.067629814,-0.030400896,-0.36265266,0.017079115,0.16723445,-0.09785953,-0.12966865,-0.1623119,-0.04597636,-0.045340117,0.3115035,0.562919,0.36941478,0.59486187,-0.046842523,0.2072135,0.28823388,-0.114638045,0.1734427,-0.10425641,-0.08156231,0.44854462,0.26404253,-0.12000747,-0.013823607,0.83463484,0.10769291,-0.17225634,-0.1489025,-0.27209398,0.4741328,-0.040448755,-0.14741206,0.8312585,-0.36230543,0.1650973,0.27318087,-0.22856842,0.9713957,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,0.013807043,-0.050053358,-0.030400895,-0.007036095,-0.030400895,-0.07355285,-0.044386145,0.3184116,-0.04061949,-0.16951889,-0.07514216,-0.078748696,-0.057868373,-0.061702468,0.005745246,-0.15146537,0.19417675,-0.19657044,-0.078358516,-0.039873518,-0.91583276,-0.035875507,-0.29622427,-0.054831173,-0.010827497,-0.5269826,-0.10909155,-0.19670783,0.3239146,0.39786434,-0.19177146,0.15581396,0.22371987,0.60720706,-0.082764626,-0.21529208,0.0916251,0.2964635,-0.050521668,4.3666344,0.4475747,-0.1715372,-0.100127526,-0.030400895,0.43107262,-0.0020093962,-0.070756495,-0.1383598,0.18675672,-0.12834683,-0.08408102,0.038777705,4.664276,-0.06363329,0.011512879,-0.067629814,-0.030400896,-0.33641928,0.16877572,-0.29426503,-0.10577714,0.09981997,0.12932035,-0.04597636,0.36891943,0.484118,-0.44839343,-0.05017029,-0.48410535,-0.18751992,-0.014019217,-0.034818538,-0.114638045,-0.4337013,-0.026983988,-0.08156231,0.29155797,0.12996612,0.20634224,0.24904385,-0.007714251,0.4383812,0.377322,-0.1489025,-0.14105639,-0.13990079,0.067208,-0.14741206,0.4582093,-0.36230543,-0.44133812,0.06346931,-0.64187783,0.09432096,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,0.23674323,-0.050053358,-0.030400895,-0.1383656,-0.030400895,-0.07355285,-0.044386145,-0.32847843,-0.04061949,-0.16951889,-0.06716991,-0.078748696,-0.14964515,-0.061702468,-0.19125445,-0.15146537,0.27236673,0.021605937,-0.078358516,-0.039873518,-0.29656637,-0.035875507,-0.023311984,-0.054831173,0.10312571,-0.2608306,-0.13117643,-0.095106006,0.16613169,-0.27627993,-0.11952993,0.49608305,0.02262782,0.037790373,-0.082764626,-0.21529208,-0.23316608,-0.19001679,-0.050521668,-0.31408733,-0.45899206,-0.60646164,-0.100127526,-0.030400895,-0.05955439,0.021861453,-0.070756495,-0.1383598,-0.12566943,0.003592401,-0.08408102,-0.028148305,-0.15378062,-0.27404135,-0.14804843,-0.067629814,-0.030400896,-0.44864288,0.19882485,-0.711067,-0.078942336,-0.10721342,-0.042452283,-0.04597636,0.0177221,0.4712483,-0.05531553,-0.024972528,-0.65468925,-0.3090897,-0.29341885,-0.11680058,-0.114638045,0.1163608,-0.1726196,-0.08156231,-0.21593484,-0.06663557,0.19989732,0.34644935,0.041371066,0.05894936,-0.17225634,-0.1489025,0.014552057,-0.3136844,0.067500666,-0.14741206,0.36685428,-0.36230543,0.10808201,-0.015714247,-0.48021543,-0.048587464,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,1.8281121,-0.050053358,-0.030400895,15.102105,-0.030400895,-0.07355285,-0.044386145,3.5243478,-0.04061949,-0.16951889,3.7843564,-0.078748696,1.9245535,-0.061702468,-0.028886752,-0.15146537,2.815834,3.359624,-0.078358516,-0.039873518,-2.0047295,-0.035875507,2.1300566,-0.054831173,4.4018655,-0.31904212,-0.0022960287,-0.36752564,3.3774269,3.0294182,-0.59978724,0.31412202,4.0582376,2.714905,-0.082764626,-0.21529208,1.4272074,1.9985156,-0.050521668,0.5840847,4.1960053,3.941546,-0.100127526,-0.030400895,-1.2166504,-0.43640858,-0.070756495,-0.1383598,2.821273,3.261601,-0.08408102,2.7389362,-0.15378062,2.1152337,3.7824774,-0.067629814,-0.030400896,0.21802829,3.6252599,2.0788455,1.1931134,4.1581855,0.17683579,-0.04597636,2.6602113,4.1643286,3.1164174,3.9454308,1.8562703,1.1169478,2.1691153,2.6713786,-0.114638045,-0.4544584,2.4588482,-0.08156231,3.3607023,2.8577363,4.8438244,0.40771466,-0.06344927,4.5853057,-0.17225634,-0.1489025,2.6762776,3.7549617,2.632369,-0.14741206,3.3909416,-0.36230543,-0.46207094,3.0237055,0.6382723,4.479826,0
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,0.021759355,-0.050053358,-0.030400895,-0.16380341,-0.030400895,-0.07355285,-0.044386145,-0.12394736,-0.04061949,-0.16951889,0.009126206,-0.078748696,1.3954035,-0.061702468,-0.2766508,-0.15146537,-0.31211096,-0.43298587,-0.078358516,-0.039873518,0.91611314,-0.035875507,-0.0038100616,-0.054831173,-0.17255001,-0.44852436,0.27168763,0.0783912,0.012746436,-0.086453825,0.049007926,0.37861356,-0.21530196,-0.057053,-0.082764626,-0.21529208,-0.5477409,-0.2555387,-0.050521668,-0.32297778,0.3531601,0.08247012,-0.100127526,-0.030400895,-0.18127675,0.022160694,-0.070756495,-0.1383598,0.49684268,-0.09461231,-0.08408102,-0.3994595,-0.15378062,-0.10647392,0.07738259,-0.067629814,-0.030400896,-0.33036822,0.17368664,0.031658318,-0.19268171,-0.4603857,0.058544938,-0.04597636,0.01771046,0.037507433,-0.14506306,0.16685534,-0.6981903,-0.2520648,-0.19855666,0.03601206,-0.114638045,-0.77100354,-0.1418741,-0.08156231,-0.04033646,-0.0894158,-0.37357986,0.060497604,0.42632017,-0.19431202,-0.17225634,-0.1489025,-0.039361313,-0.5216838,-0.046729673,-0.14741206,-0.07255009,-0.36230543,-0.77824664,-0.032786746,-0.50472736,-0.5545047,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.20417063,-0.050053358,-0.030400895,0.009444373,-0.030400895,-0.07355285,-0.044386145,-0.1969808,-0.04061949,-0.16951889,-0.014330725,-0.078748696,0.41586018,-0.061702468,0.00036141006,-0.15146537,0.19770847,-0.501857,-0.078358516,-0.039873518,0.5779956,-0.035875507,-0.3012218,-0.054831173,0.09724225,-0.15546031,0.10074755,-0.058711067,0.499051,-0.5373125,0.32449758,0.14503372,0.0104070045,-0.5498546,-0.082764626,-0.21529208,-0.02582903,0.1198986,-0.050521668,-0.2173417,0.18254484,-0.6981073,-0.100127526,-0.030400895,0.3536326,0.1484602,-0.070756495,-0.1383598,0.54744893,0.6594753,-0.08408102,-0.091303796,-0.15378062,-0.7408661,-0.28801015,-0.067629814,-0.030400896,0.8964238,-0.17828126,12.138913,-0.1981858,-0.3206751,0.066453405,-0.04597636,0.35964644,0.053923793,-0.41679135,0.62383187,-0.35567442,-0.24291141,-0.23350167,0.05055015,-0.114638045,0.21495682,0.10436893,-0.08156231,0.18483052,-0.45638615,-0.54006207,0.105276465,-0.1591677,0.024999974,-0.17225634,5.8314095,-0.20659177,0.023313494,0.38675207,-0.14741206,0.21919721,-0.36230543,0.20656298,0.14719138,-0.442681,0.61858785,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.5452504,-0.050053358,-0.030400895,9.400099,-0.030400895,-0.07355285,-0.044386145,-0.21103525,-0.04061949,-0.16951889,-0.04938687,-0.078748696,-0.22295006,-0.061702468,-0.10439054,-0.15146537,-0.37841266,-0.34401995,-0.078358516,-0.039873518,-0.16668728,-0.035875507,-0.18102479,-0.054831173,-0.26716128,0.0353316,-0.049059037,-0.00402079,0.45875162,-0.3748512,0.42286786,0.08446265,-0.25518894,-0.14725053,-0.082764626,-0.21529208,-0.5575176,0.0059876656,-0.050521668,-0.31258652,0.09545022,-0.18778257,-0.100127526,-0.030400895,0.11094326,0.063059956,-0.070756495,-0.1383598,-0.31697997,-0.47514045,-0.08408102,-0.21031003,-0.15378062,-0.24538463,-0.20585823,-0.067629814,-0.030400896,-0.4408165,0.16908208,-0.97371924,-0.19421014,-0.28133184,-0.003378041,-0.04597636,-0.053274672,-0.16619584,-0.29424444,-0.32566747,-0.74205875,-0.34284914,0.035782274,-0.0041370215,-0.114638045,0.022954024,-0.2188102,-0.08156231,-0.32838485,-0.312027,-0.23612459,-0.0051045474,-0.20823291,-0.14755785,-0.17225634,-0.1489025,0.6630552,-0.39869747,2.2246068,-0.14741206,-0.05831016,-0.36230543,0.014784255,-0.36901993,-0.28735736,-0.034744356,1
-0.057666454,-0.030400895,-0.030400893,-0.030400895,-0.030400895,-0.04756436,-0.26624307,-0.050053358,-0.030400895,0.21293558,-0.030400895,-0.07355285,-0.044386145,0.35240227,-0.04061949,-0.16951889,0.123582594,-0.078748696,0.026753819,-0.061702468,-0.113592036,-0.15146537,-0.124689065,0.993282,-0.078358516,-0.039873518,-0.1276041,-0.035875507,-0.17568429,-0.054831173,-0.021665303,-0.10007365,0.19164093,-0.01282034,-0.23602267,0.05847979,0.081839405,0.096239306,-0.35347807,0.47598746,-0.082764626,-0.21529208,-0.0015494197,-0.3546758,-0.050521668,-0.12724826,-0.29908758,0.4690216,-0.100127526,-0.030400895,0.3041074,-0.044916,-0.070756495,-0.1383598,0.27284333,-0.09506715,-0.08408102,-0.2329402,-0.15378062,-0.52200985,-0.16808999,-0.067629814,-0.030400896,1.2866067,-0.36396214,1.2720659,-0.12936056,-0.17117396,-0.16068867,-0.04597636,-0.023614483,-0.21721326,0.45028943,0.268674,-0.36691633,-0.32171762,-0.15135826,-0.13397682,-0.114638045,0.22533537,-0.22264268,-0.08156231,0.19964817,-0.0761244,-0.02866092,-0.13211349,0.56695753,-0.20281994,-0.17225634,-0.1489025,-0.3892823,0.4734396,-0.20410737,-0.14741206,-0.13290283,-0.36230543,0.21692939,0.07817179,-0.22101976,0.11943113,1
