endpoint,cancer,model_name,n_fold_runs,accuracy_mean,balanced_accuracy_mean,f1_mean,sensitivity_mean,specificity_mean,roc_auc_mean,pr_auc_mean,log_loss_mean,brier_mean,fit_time_s_mean,predict_time_s_mean,n_train_mean,n_validation_mean,n_test_mean,accuracy_std,balanced_accuracy_std,f1_std,sensitivity_std,specificity_std,roc_auc_std,pr_auc_std,log_loss_std,brier_std
extreme_os,ALL,catboost,25,0.7511434747980431,0.7305622293101227,0.8047263165792475,0.7999458270102189,0.6611786316100268,0.7818914053267046,0.8392068357033619,0.5238597234226133,0.16908102545342513,2.0434732197203265,0.006812906319973948,599.6,150.0,187.4,0.03362508770906557,0.023653190958183853,0.03685027583489644,0.07248566167030251,0.06310748563735168,0.02626935776349851,0.036594962878488214,0.03860081041513318,0.014500607387074897
extreme_os,ALL,lightgbm,25,0.7375014222323358,0.7095610775383396,0.7946981960075381,0.8016655805229882,0.6174565745536911,0.7618629155058563,0.819800346524522,0.8332793339313147,0.20185752575908444,0.16479984635938305,0.007657471840066096,599.6,150.0,187.4,0.046592601934431856,0.030132678436212767,0.05518487446739651,0.10254861728743916,0.0793273131106531,0.03392967113411203,0.03884616646621012,0.1058661887152642,0.018854152953063332
extreme_os,ALL,logistic_regression,25,0.5201297075890318,0.5262971857672443,0.5580355018606645,0.515433733627791,0.5371606379066975,0.5223343995245217,0.6694064520005096,0.7929725363235935,0.26071801339649875,0.014530011880560727,0.004493985759909212,599.6,150.0,187.4,0.0644164010443224,0.03622003748304583,0.15246495683945283,0.19812422706551136,0.21493459780667498,0.0422379809027501,0.0461276233813478,0.06978792151698666,0.015065391306352831
extreme_os,ALL,random_forest,25,0.7489520992149278,0.723437773625752,0.8043741503877816,0.8104753020957429,0.6364002451557611,0.7807536384474087,0.846769889490898,0.5440668841027937,0.17014944808468546,0.3746497736802848,0.07456876235955856,599.6,150.0,187.4,0.04533308527011552,0.030372319682279172,0.048637541477533595,0.09266566132396219,0.06805005309772322,0.028068235949699573,0.02918794665825477,0.05412380038314032,0.013800495491630989
extreme_os,ALL,xgboost,25,0.747099783820685,0.7161328448830168,0.8052404650680982,0.8170777240036982,0.6151879657623354,0.7679974430846654,0.8285559580070125,0.6482040915864193,0.18894323730651444,0.27053152360022065,0.006943054600123963,599.6,150.0,187.4,0.03640189098656046,0.027292574983419436,0.040627340648175816,0.07868326965035329,0.07432818224818201,0.03150066551893331,0.039658560998152896,0.07041294259179576,0.01671030133673745
extreme_os,BRCA,catboost,25,0.5767295597484277,0.5244926960725477,0.27574895155920226,0.3887661291237142,0.660219263021381,0.5663651308420113,0.37102861598821557,0.608478568089168,0.20201326402048358,1.4585552786402696,0.0058724899600201275,171.4,43.0,53.6,0.12943795032087024,0.06556860131541375,0.16188727596061042,0.26797917022777157,0.24705913389637932,0.05724308998849227,0.08452167407221274,0.09250563220436511,0.0357612920064352
extreme_os,BRCA,lightgbm,25,0.597582110412299,0.5357620857654761,0.31641682113207703,0.40019028151071495,0.6713338900202374,0.5432098494347825,0.34688773779141635,1.0091780915708735,0.24845121685423777,0.04420198371983128,0.006237754719768364,171.4,43.0,53.6,0.11413083678722995,0.07050580471591787,0.13046424099004814,0.223633773221106,0.21696224182385881,0.07437448263515192,0.08277309138782417,0.25089858189328373,0.04044770134626395
extreme_os,BRCA,logistic_regression,25,0.4894199860237596,0.4736447552835723,0.27217830495507894,0.4367665392742792,0.5105229712928655,0.4548322909562543,0.28930691793991636,0.7312473389471462,0.23109916811818457,0.00997024855998456,0.004238081920193472,171.4,43.0,53.6,0.1523384330897536,0.060966175775175824,0.12898358894321832,0.3040777916256203,0.29866572789870605,0.08362000844135543,0.08844457555597368,0.1503507607365067,0.04060459678834276
extreme_os,BRCA,random_forest,25,0.5602795248078266,0.534205047267565,0.3107066666197761,0.4588286515685896,0.6095814429665404,0.5685540994791541,0.3654091328988428,0.6139561764560609,0.19952484603556173,0.3466687547210313,0.07560983315997868,171.4,43.0,53.6,0.13282868030091685,0.06219298683943717,0.15196802665316886,0.2873283955334248,0.2645463063443489,0.06351535047310225,0.0859499920981218,0.08801735979631133,0.028029230296528308
extreme_os,BRCA,xgboost,25,0.5761146051712089,0.5234179313788028,0.3044596569477193,0.4070507112426617,0.6397851515149439,0.5417976248418149,0.3603596671663295,0.8024730859989307,0.2328916601296329,0.12994238752027737,0.006163168719795021,171.4,43.0,53.6,0.13907711389274277,0.06323932112926094,0.12628870081616084,0.24937082671672814,0.25624306689419984,0.0817931600971886,0.08236136743133671,0.17563931264190144,0.04075523595927604
extreme_os,HNSCC,catboost,25,0.5165646258503401,0.5937006945464867,0.5941415761330385,0.4858314035229878,0.7015699855699856,0.693553834747867,0.9332242045861459,0.40075089863593155,0.11845254026265227,1.7651374940802633,0.005795301000616696,156.12,39.08,48.8,0.17997439772426027,0.0802885048317801,0.21697442485416696,0.25287986060082956,0.3028490630576705,0.06991141093375597,0.0289842144957398,0.09741196743825369,0.03094452965257616
extreme_os,HNSCC,lightgbm,25,0.5632142857142857,0.5903849975408623,0.6461163733610715,0.5554265607382901,0.6253434343434343,0.6647865102815183,0.9271528737098437,0.7950631684698173,0.13861994594332597,0.0560434295602317,0.006398141159734177,156.12,39.08,48.8,0.18960701068416794,0.06677377450243988,0.2116564642767462,0.2749049213133513,0.3384761714562222,0.0746540780461913,0.030132438183120946,0.2696502723512121,0.03871903342960976
extreme_os,HNSCC,logistic_regression,25,0.5415646258503402,0.5364144742603858,0.6327711169616037,0.539088688780512,0.5337402597402597,0.6014187982419636,0.8949717611082009,0.41759173171787156,0.11976241459436748,0.009978824999852752,0.004342934239830308,156.12,39.08,48.8,0.19018731606237146,0.08047925530498327,0.2188919053437582,0.2490315094589157,0.2740705080533967,0.10579907401708596,0.050087277850570516,0.09719429211793343,0.030160813882207854
extreme_os,HNSCC,random_forest,25,0.5054251700680272,0.5900056383977182,0.5833224169356523,0.47392325370741345,0.7060880230880231,0.6716111045888169,0.9255891714590456,0.3874512113879669,0.11724583767951731,0.34691782263995263,0.0751231431192718,156.12,39.08,48.8,0.18571190904252408,0.07837147584539061,0.21798394042367175,0.25189408626347665,0.2793533777304989,0.07928573817516378,0.032864966342398404,0.07499401346025768,0.02548870068115948
extreme_os,HNSCC,xgboost,25,0.5623469387755101,0.6060960444391199,0.6495568491473057,0.5527866054727565,0.6594054834054833,0.6880866103266808,0.9304880035876876,0.4870931205246596,0.1256804663464403,0.10910014164008314,0.006094167120609149,156.12,39.08,48.8,0.19600324303612376,0.07148951324501968,0.20405045478165004,0.2626373881293729,0.29550174876099383,0.07451976591479717,0.0327435895861777,0.13590954918553816,0.033223104150162004
extreme_os,LSCC,catboost,25,0.5508484848484848,0.5586445217616944,0.6171975658939757,0.5441329773673228,0.5731560661560661,0.5824968531904666,0.8294080116356186,0.5624406362121396,0.1830909153013557,1.279391796599957,0.0057293337998271,141.76,35.84,44.4,0.13143817861051385,0.08204737437616519,0.17292217673694002,0.2522309251259037,0.3150528675680997,0.09088962182388484,0.07049499501008767,0.09920263574897718,0.036452078001160584
extreme_os,LSCC,lightgbm,25,0.6054747474747475,0.5366183210497727,0.6991336042093613,0.6751511720140752,0.3980854700854701,0.544012375268823,0.7946862677858617,0.8477630498100818,0.21708097186390352,0.03754446096019814,0.006100180719658916,141.76,35.84,44.4,0.13154906931246538,0.06597557606342173,0.1662818096631842,0.2285043331653614,0.23485813689887833,0.06720776643333412,0.06490070570928713,0.2161892393619227,0.04027451172603058
extreme_os,LSCC,logistic_regression,25,0.5596161616161617,0.5522347579247484,0.6399204906482298,0.57253200891199,0.531937506937507,0.5825016597403215,0.8091506978225516,0.5725904309079071,0.18457973138102848,0.009740575359464808,0.00459397707963938,141.76,35.84,44.4,0.11650453336791664,0.06458023758929504,0.16570023967147057,0.21631179946017456,0.259212706245569,0.09478393328072834,0.08180942160741767,0.10064854754690826,0.03548916036304114
