model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v2,v2,binary,success,0.813953488372093,0.8974358974358975,0.6857142857142857,0.45265569350208706
tabpfn_v2_5,v2_5,binary,success,0.813953488372093,0.8974358974358975,0.6285714285714286,0.46530418124002176
tabpfn_v2_6,v2_6,binary,success,0.813953488372093,0.8974358974358975,0.65,0.45178829646150886
tabpfn_v3,v3,binary,success,0.813953488372093,0.8974358974358975,0.625,0.4609216928856071
