model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v2,v2,binary,success,0.7159090909090909,0.7844827586206896,0.713268519786389,0.5997049230784534
tabpfn_v2_5,v2_5,binary,success,0.7159090909090909,0.7844827586206896,0.6971792414076408,0.6011556585551072
tabpfn_v2_6,v2_6,binary,success,0.7159090909090909,0.7844827586206896,0.6951937559906888,0.6002798944000554
tabpfn_v3,v3,binary,success,0.7159090909090909,0.7844827586206896,0.7076543886074216,0.6017122791244244
