model_name,accuracy,f1,roc_auc,log_loss
tabpfn_v2,0.6713540874267211,0.5117146123105454,0.5210281346529835,0.5820725198540844
tabpfn_v2_5,0.6773850225764302,0.5286023059462966,0.5050844622513558,0.5852283399235974
tabpfn_v2_6,0.6748500161208979,0.5913423276886366,0.5239887159134361,0.586275032321277
tabpfn_v3,0.6779457174089275,0.5583010305524535,0.5419677842658787,0.5786757033056558
