scope,endpoint,cancer,repeat,fold,model_name,n_train,n_validation,n_test,status,threshold,threshold_source,fit_time_s,predict_time_s,accuracy,balanced_accuracy,f1,sensitivity,specificity,roc_auc,pr_auc,log_loss,brier,prediction_path,error_type,error_message,traceback_path
per_cancer,os_3yr,BRCA,0,1,tabfm_default,320,81,100,success,0.12327179312705994,validation split balanced accuracy,0.013633202000164601,4.723660661000395,0.61,0.5340531561461794,0.23529411764705882,0.42857142857142855,0.6395348837209303,0.5577242524916943,0.18047985786916548,0.40391397684228814,0.12026433091913918,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_01/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,1,autogluon,320,81,100,success,0.22212937474250793,validation split balanced accuracy,4.389824771000349,0.011546737000571738,0.77,0.4775747508305648,0.08,0.07142857142857142,0.8837209302325582,0.4269102990033222,0.12859508090087327,0.4947898014502678,0.13556610708719286,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_01/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,tabpfn_v2,320,81,100,success,0.12425154447555542,validation split balanced accuracy,0.2717830120000144,7.631075119000343,0.72,0.553030303030303,0.2222222222222222,0.3333333333333333,0.7727272727272727,0.5350378787878788,0.1486444461147047,0.3676267105515786,0.10583695175688292,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,tabpfn_v2_5,320,81,100,success,0.10975544154644012,validation split balanced accuracy,0.24505880000015168,7.060779106999689,0.66,0.5549242424242424,0.22727272727272727,0.4166666666666667,0.6931818181818182,0.53125,0.1751994003801931,0.3679598879991821,0.10568226473583256,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,tabpfn_v2_6,320,81,100,success,0.10120304673910141,validation split balanced accuracy,0.3129878510007984,7.486250612999356,0.47,0.4829545454545454,0.18461538461538463,0.5,0.4659090909090909,0.5104166666666666,0.16336928391936978,0.3686253241939317,0.10620784535689336,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,tabpfn_v3,320,81,100,success,0.10637429356575012,validation split balanced accuracy,0.5207506160004414,6.121993397000551,0.64,0.5795454545454546,0.25,0.5,0.6590909090909091,0.5227272727272727,0.1719099065861039,0.36806365441894073,0.1064962153081452,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,tabfm_default,320,81,100,success,0.08896087855100632,validation split balanced accuracy,0.013385214000663836,4.519355895999979,0.55,0.42045454545454547,0.11764705882352941,0.25,0.5909090909090909,0.4422348484848485,0.1308758369823645,0.3904924054704068,0.11118255817059193,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,2,autogluon,320,81,100,success,0.12284623086452484,validation split balanced accuracy,4.32970950500021,0.014344608000101289,0.5,0.5,0.1935483870967742,0.5,0.5,0.5047348484848485,0.13343902343902342,0.36743316146709953,0.10571096678234353,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_02/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,tabpfn_v2,320,81,100,success,0.10993430018424988,validation split balanced accuracy,0.29203653300100996,7.989485634001539,0.54,0.5491071428571428,0.28125,0.5625,0.5357142857142857,0.49702380952380953,0.1706601701633232,0.4563946371150134,0.13841740545043943,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,tabpfn_v2_5,320,81,100,success,0.10711751878261566,validation split balanced accuracy,0.2400285959993198,6.961271238000336,0.55,0.5550595238095238,0.2857142857142857,0.5625,0.5476190476190477,0.5290178571428571,0.18076909983030742,0.4569525320362082,0.13879753475115927,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,tabpfn_v2_6,320,81,100,success,0.0959477350115776,validation split balanced accuracy,0.30519923199972254,7.72600985399913,0.45,0.5208333333333334,0.26666666666666666,0.625,0.4166666666666667,0.5186011904761905,0.17815566527639615,0.4621562030331971,0.14064419639880354,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,tabpfn_v3,320,81,100,success,0.09048710763454437,validation split balanced accuracy,0.5069650740006182,6.328805271999954,0.28,0.5461309523809523,0.29411764705882354,0.9375,0.15476190476190477,0.5625,0.20151681203659483,0.4557835693715241,0.13891037331943903,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,tabfm_default,320,81,100,success,0.06887073069810867,validation split balanced accuracy,0.01330895600040094,4.417892819999906,0.27,0.5654761904761905,0.3047619047619048,1.0,0.13095238095238096,0.4694940476190476,0.16630604526862225,0.48241515200117907,0.1458386554303969,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,3,autogluon,320,81,100,success,0.14118294417858124,validation split balanced accuracy,4.330957804000718,0.01346485300018685,0.68,0.4806547619047619,0.15789473684210525,0.1875,0.7738095238095238,0.453125,0.1542965367965368,0.4450597323357105,0.13568134946005175,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_03/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,tabpfn_v2,320,81,100,success,0.07899170368909836,validation split balanced accuracy,0.24435739500040654,8.103165689000889,0.41,0.6185636856368564,0.3655913978494624,0.9444444444444444,0.2926829268292683,0.6104336043360434,0.30584842798067935,0.48024944169844,0.1485846102650925,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,tabpfn_v2_5,320,81,100,success,0.09422318637371063,validation split balanced accuracy,0.2378227839999454,6.977043046001199,0.48,0.5528455284552846,0.3157894736842105,0.6666666666666666,0.43902439024390244,0.5934959349593496,0.2721215305310385,0.4867514385619649,0.15047997939063606,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,tabpfn_v2_6,320,81,100,success,0.1046547144651413,validation split balanced accuracy,0.30670802399981767,7.812024835000557,0.57,0.5860433604336044,0.3384615384615385,0.6111111111111112,0.5609756097560976,0.5989159891598916,0.27452193081561715,0.48920620279702076,0.15021029428135108,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,tabpfn_v3,320,81,100,success,0.07804182171821594,validation split balanced accuracy,0.5084848220012645,6.322611584000697,0.35,0.5602981029810298,0.32989690721649484,0.8888888888888888,0.23170731707317074,0.6327913279132791,0.2857696857916133,0.47478111572483805,0.1480618375565895,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,tabfm_default,320,81,100,success,0.09327346086502075,validation split balanced accuracy,0.013577257999713765,4.595596590001151,0.61,0.6104336043360434,0.36065573770491804,0.6111111111111112,0.6097560975609756,0.6476964769647696,0.3069553358426057,0.49013235289238066,0.14980831311829523,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,0,4,autogluon,320,81,100,success,0.05971159413456917,validation split balanced accuracy,4.450333802000387,0.00540932699914265,0.48,0.5745257452574526,0.3333333333333333,0.7222222222222222,0.4268292682926829,0.5724932249322494,0.24368237746344354,0.5276942903617238,0.15578508618004258,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_00_fold_04/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,tabpfn_v2,320,80,101,success,0.12731635570526123,validation split balanced accuracy,0.2665521359995182,7.171281810999062,0.5643564356435643,0.5073891625615763,0.21428571428571427,0.42857142857142855,0.5862068965517241,0.5812807881773399,0.17309100744874506,0.40203709802644555,0.120146326196139,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,tabpfn_v2_5,320,80,101,success,0.08810169994831085,validation split balanced accuracy,0.24565524799982086,6.834846394998749,0.2871287128712871,0.55623973727422,0.2653061224489796,0.9285714285714286,0.1839080459770115,0.6091954022988506,0.20550020402879982,0.3962175583861447,0.11808795854223686,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,tabpfn_v2_6,320,80,101,success,0.14873400330543518,validation split balanced accuracy,0.31238861400015594,7.901578899000015,0.6633663366336634,0.5049261083743842,0.19047619047619047,0.2857142857142857,0.7241379310344828,0.590311986863711,0.2320040869585197,0.3978374735778922,0.11833695548617827,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,tabpfn_v3,320,80,101,success,0.14809703826904297,validation split balanced accuracy,0.5145313479988545,5.8303641059992515,0.801980198019802,0.6153530377668309,0.3333333333333333,0.35714285714285715,0.8735632183908046,0.5632183908045978,0.25497508252995327,0.3954583142846119,0.11768632633163029,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,tabfm_default,320,80,101,success,0.16595321893692017,validation split balanced accuracy,0.013310098000147264,4.550610532000064,0.7920792079207921,0.5496715927750411,0.2222222222222222,0.21428571428571427,0.8850574712643678,0.6030377668308703,0.19120694996252643,0.3974142960775405,0.11884389275999052,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,0,autogluon,320,80,101,success,0.16915500164031982,validation split balanced accuracy,4.438732218999576,0.018684704000406782,0.801980198019802,0.4954844006568144,0.09090909090909091,0.07142857142857142,0.9195402298850575,0.472495894909688,0.13525365788968677,0.40429191334042125,0.11986662415994409,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_00/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,tabpfn_v2,321,80,100,success,0.12721851468086243,validation split balanced accuracy,0.25710242400054995,7.204062319999139,0.6,0.6549019607843136,0.3548387096774194,0.7333333333333333,0.5764705882352941,0.6964705882352941,0.4306698777494241,0.404377066520779,0.12250239859170656,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,tabpfn_v2_5,321,80,100,success,0.10547278076410294,validation split balanced accuracy,0.25803189700127405,9.068843442000798,0.47,0.6058823529411765,0.3116883116883117,0.8,0.4117647058823529,0.6768627450980392,0.3821453602580259,0.40240247624009556,0.12163250350107148,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,tabpfn_v2_6,321,80,100,success,0.14705751836299896,validation split balanced accuracy,0.31680595000034373,9.688559049000105,0.67,0.5588235294117647,0.26666666666666666,0.4,0.7176470588235294,0.5796078431372549,0.3670109435882806,0.4141590520623775,0.12267983181223766,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,tabpfn_v3,321,80,100,success,0.12484489381313324,validation split balanced accuracy,0.4865749929995218,5.769482011999571,0.54,0.5647058823529412,0.28125,0.6,0.5294117647058824,0.6023529411764705,0.35426868433572295,0.41113022280311623,0.12439794372899693,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,tabfm_default,321,80,100,success,0.14760977029800415,validation split balanced accuracy,0.013400547999481205,4.230079981000017,0.77,0.5352941176470588,0.20689655172413793,0.2,0.8705882352941177,0.6007843137254901,0.26510760423763224,0.4185549655735253,0.1259764348339105,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,1,autogluon,321,80,100,success,0.03666479140520096,validation split balanced accuracy,4.2247245439994,0.00914190699950268,0.21,0.5078431372549019,0.2616822429906542,0.9333333333333333,0.08235294117647059,0.5494117647058823,0.22224130831980066,0.4499536894627722,0.13084506077067432,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_01/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,tabpfn_v2,320,81,100,success,0.12915751338005066,validation split balanced accuracy,0.26806913600012194,7.324337416001072,0.52,0.6506639427987743,0.2727272727272727,0.8181818181818182,0.48314606741573035,0.6332992849846782,0.23968616802007026,0.3411537224825784,0.09677194985851358,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,tabpfn_v2_5,320,81,100,success,0.14451786875724792,validation split balanced accuracy,0.218911627000125,6.91116170100031,0.51,0.6052093973442288,0.24615384615384617,0.7272727272727273,0.48314606741573035,0.6312563840653728,0.26817773044284415,0.34427065855140915,0.09703701318915908,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,tabpfn_v2_6,320,81,100,success,0.2035505473613739,validation split balanced accuracy,0.31306410300021525,7.791384939000636,0.78,0.5975485188968335,0.26666666666666666,0.36363636363636365,0.8314606741573034,0.6557711950970379,0.2866625135892578,0.3388002914412613,0.09550778260478253,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,tabpfn_v3,320,81,100,success,0.15915176272392273,validation split balanced accuracy,0.520010767999338,5.699860111000817,0.66,0.6496424923391215,0.2916666666666667,0.6363636363636364,0.6629213483146067,0.6772216547497446,0.22583825789377673,0.3430793436568318,0.0968924146344888,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,tabfm_default,320,81,100,success,0.13097548484802246,validation split balanced accuracy,0.013488025999322417,4.446621625000262,0.62,0.5076608784473953,0.17391304347826086,0.36363636363636365,0.651685393258427,0.5878447395301328,0.16847535743772704,0.3486804421175712,0.0995635172182525,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,2,autogluon,320,81,100,success,0.12200532108545303,validation split balanced accuracy,4.388104241999827,0.006425083000067389,0.43,0.5602655771195098,0.2191780821917808,0.7272727272727273,0.39325842696629215,0.6220633299284984,0.32538002408877587,0.3452623833205678,0.09730226972295132,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_02/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,tabpfn_v2,320,81,100,success,0.11169596761465073,validation split balanced accuracy,0.3012709790000372,7.847881042000154,0.5,0.5650406504065041,0.32432432432432434,0.6666666666666666,0.4634146341463415,0.5813008130081301,0.2182841720196395,0.4845030635609157,0.15044154506999535,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,tabpfn_v2_5,320,81,100,success,0.0817110612988472,validation split balanced accuracy,0.21062708299905353,7.188439022000239,0.3,0.529810298102981,0.3137254901960784,0.8888888888888888,0.17073170731707318,0.5846883468834688,0.23172971685386018,0.48285010317337035,0.15012033008558087,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,tabpfn_v2_6,320,81,100,success,0.249884232878685,validation split balanced accuracy,0.30738913399909507,7.72645521099912,0.8,0.4878048780487805,0.0,0.0,0.975609756097561,0.5542005420054201,0.22322313674876984,0.48972544125688566,0.15108048562394652,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,tabpfn_v3,320,81,100,success,0.2041637897491455,validation split balanced accuracy,0.5109140730000945,5.609604475001106,0.8,0.4878048780487805,0.0,0.0,0.975609756097561,0.5853658536585367,0.2405445076359953,0.47753150991962917,0.14951853393835127,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,tabfm_default,320,81,100,success,0.25749531388282776,validation split balanced accuracy,0.013087127999824588,4.549679763000313,0.82,0.5,0.0,0.0,1.0,0.5721544715447154,0.2500764551925855,0.4886167615303125,0.1514067161153751,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,3,autogluon,320,81,100,success,0.4566139578819275,validation split balanced accuracy,4.453441652000038,0.010452147000250989,0.55,0.6172086720867209,0.36619718309859156,0.7222222222222222,0.5121951219512195,0.6256775067750678,0.26354032311685593,0.6362074031212517,0.22163674730302796,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_03/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,tabpfn_v2,321,80,100,success,0.11971302330493927,validation split balanced accuracy,0.25456984900120005,8.456834657999934,0.51,0.4566755083996463,0.1694915254237288,0.38461538461538464,0.5287356321839081,0.47126436781609193,0.12438277972355274,0.3917919870893342,0.11430073548104261,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,tabpfn_v2_5,321,80,100,success,0.11856159567832947,validation split balanced accuracy,0.2147170680000272,8.747149927999999,0.55,0.5450928381962865,0.23728813559322035,0.5384615384615384,0.5517241379310345,0.48894783377542006,0.1301150029907622,0.3923314481257931,0.11438182780004379,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,tabpfn_v2_6,321,80,100,success,0.1355333775281906,validation split balanced accuracy,0.3061850969988882,9.610150288999648,0.66,0.5428824049513705,0.22727272727272727,0.38461538461538464,0.7011494252873564,0.515473032714412,0.1380696717687504,0.39472705880431536,0.11544298159706072,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,tabpfn_v3,321,80,100,success,0.12436226010322571,validation split balanced accuracy,0.5144796690001385,6.125933838999117,0.59,0.5026525198938993,0.19607843137254902,0.38461538461538464,0.6206896551724138,0.5092838196286472,0.13606052957953274,0.3884923242573247,0.11384953459264509,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,tabfm_default,321,80,100,success,0.14329421520233154,validation split balanced accuracy,0.013476459998855717,4.550820192000174,0.8,0.45977011494252873,0.0,0.0,0.9195402298850575,0.5291777188328912,0.1519648725664037,0.3927913117106796,0.11479545760959424,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/tabfm_default/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,1,4,autogluon,321,80,100,success,0.09893599152565002,validation split balanced accuracy,4.302770581000004,0.006849205999969854,0.77,0.5406719717064544,0.20689655172413793,0.23076923076923078,0.8505747126436781,0.4916003536693192,0.1379545197429505,0.6096565913721219,0.13263180982886674,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_01_fold_04/autogluon/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,2,0,tabpfn_v2,320,81,100,success,0.15270306169986725,validation split balanced accuracy,0.24611718699998164,7.339263881000079,0.63,0.5132788559754852,0.17777777777777778,0.36363636363636365,0.6629213483146067,0.5209397344228806,0.1621314383954819,0.3599107087313147,0.100781712181115,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_02_fold_00/tabpfn_v2/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,2,0,tabpfn_v2_5,320,81,100,success,0.14769893884658813,validation split balanced accuracy,0.22569671400015068,6.7551808079988405,0.61,0.5817160367722165,0.23529411764705882,0.5454545454545454,0.6179775280898876,0.5709908069458631,0.18346401390643347,0.3539156094929314,0.09921739400260975,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_02_fold_00/tabpfn_v2_5/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,2,0,tabpfn_v2_6,320,81,100,success,0.16996803879737854,validation split balanced accuracy,0.3158576419991732,7.480516614001317,0.61,0.5020429009193055,0.1702127659574468,0.36363636363636365,0.6404494382022472,0.5045965270684372,0.20956623326246931,0.3608022742865974,0.1006767360766416,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_02_fold_00/tabpfn_v2_6/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,2,0,tabpfn_v3,320,81,100,success,0.14579027891159058,validation split balanced accuracy,0.527019991999623,5.990069108000171,0.63,0.5929519918283963,0.24489795918367346,0.5454545454545454,0.6404494382022472,0.6077630234933606,0.2271595455136084,0.33991396441775534,0.09623885855278208,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_02_fold_00/tabpfn_v3/test_predictions.csv,,,
per_cancer,os_3yr,BRCA,2,0,tabfm_default,320,81,100,success,0.15886910259723663,validation split balanced accuracy,0.013524948999474873,4.199089446001381,0.68,0.5413687436159347,0.2,0.36363636363636365,0.7191011235955056,0.54902962206333,0.20433873510456377,0.348029731262328,0.09827396803015091,/opt/tabr1_results/per_cancer/os_3yr/BRCA/repeat_02_fold_00/tabfm_default/test_predictions.csv,,,
