model_name,accuracy,f1,roc_auc,pr_auc,sensitivity,specificity,balanced_accuracy,log_loss
tabfm_default,0.7872340425531915,0.8404255319148937,0.8026373626373626,0.8820582640524297,0.8681318681318682,0.64,0.7540659340659341,0.4851590117654174
tabpfn_v2,0.7872340425531915,0.8404255319148937,0.7967032967032966,0.8822904045628075,0.8681318681318682,0.64,0.7540659340659341,0.4953122682580268
tabpfn_v2_5,0.7872340425531915,0.8404255319148937,0.8305494505494506,0.8937700978915042,0.8681318681318682,0.64,0.7540659340659341,0.4850356258681522
tabpfn_v2_6,0.7872340425531915,0.8404255319148937,0.8215384615384617,0.8934955208691703,0.8681318681318682,0.64,0.7540659340659341,0.4873524524577529
tabpfn_v3,0.7872340425531915,0.8404255319148937,0.8162637362637363,0.8953364857779801,0.8681318681318682,0.64,0.7540659340659341,0.4864943552618584
