rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_RBMY2FP,methylation_gene__GENE_ACPL2,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_LELP1,rnaseq_gene__GENE_RBMY1J,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_OR51A7,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_DEFB104A,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_ZNF596;RPL23AP53,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_P2RX6P,rnaseq_gene__GENE_MAGEB10,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_DHRS7C,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_OTUD6A,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_ZNF735,methylation_gene__GENE_C6ORF47,rnaseq_gene__GENE_OR8K3,methylation_gene__GENE_GMCL1,methylation_gene__GENE_ST3GAL1,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_MOS,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_LIM2,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_ZNF624,rnaseq_gene__GENE_PRODH2,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_LINC00635,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_DCI,rnaseq_gene__GENE_TMEM207,rnaseq_gene__GENE_RAG2,methylation_gene__GENE_CYP51A1,methylation_gene__GENE_LOC652276,methylation_gene__GENE_FGFRL1,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_SAA3P,rnaseq_gene__GENE_OR8B4,methylation_gene__GENE_ATMIN,rnaseq_gene__GENE_OR1I1,methylation_gene__GENE_INHA;OBSL1,methylation_gene__GENE_RUNDC2A,rnaseq_gene__GENE_CRYGA,methylation_gene__GENE_CDKN1B,rnaseq_gene__GENE_OR52E2,methylation_gene__GENE_DUSP4,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_LPCAT1,methylation_gene__GENE_PMS1;ORMDL1,methylation_gene__GENE_FGF22,rnaseq_gene__GENE_MLN,methylation_gene__GENE_ZNF160,rnaseq_gene__GENE_SNAR-B2,rnaseq_gene__GENE_ATP1B4,rnaseq_gene__GENE_SNORA11D,methylation_gene__GENE_DDX56,methylation_gene__GENE_PGAP1,rnaseq_gene__GENE_SPANXE,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_OR8B12,rnaseq_gene__GENE_TBC1D28,target
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.3814624,-0.08720162,-0.039873518,-0.38446853,0.08791446,-0.09654722,-0.06767534,-0.04061949,0.18261349,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.13553962,-0.048288155,-0.30793306,-0.09252251,-0.06940588,-0.2291025,-0.31171834,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.6987009,-0.08795058,-0.21529208,-0.066061795,1.6851896,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.143044,-0.08367701,0.025939198,-0.38953882,-0.11196494,-0.16218084,-0.09467098,-0.09939945,0.253912,-0.23341642,-0.07587367,-0.22705376,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,0.02542381,-0.11980957,-0.18899952,-0.11453227,-0.10168439,-0.62541866,-0.3681891,-0.16757363,-0.078787245,-0.21861501,-0.09172271,-0.1752452,-0.35820884,-0.07638114,-0.57526773,-0.09379102,-0.37126413,-0.2734027,-0.13453265,-0.034740914,-0.09185091,-0.11664121,0.15290341,-0.13498159,-0.2503585,-0.100824,-0.0127804885,0.35025707,-0.17491919,-0.061940223,-0.13939492,-0.16144404,1
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,0.1064944,-0.08720162,-0.039873518,-0.101568274,-0.13252628,-0.09654722,-0.06767534,-0.04061949,-0.084256835,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,0.20720887,-0.048288155,-6.5968394e-05,0.2860474,-0.06940588,-0.20806438,0.027699178,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.4170839,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.047511533,-0.08367701,-0.22700022,-0.15156735,-0.11196494,-0.16218084,-0.09467098,-0.09939945,0.25232393,-0.23341642,-0.07587367,0.027580135,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,0.08200044,-0.11980957,-0.18899952,-0.13027623,-0.14601114,0.45624942,0.16463412,-0.16757363,-0.078787245,1.2025267,-0.09172271,-0.08182236,-0.3567645,-0.07638114,0.19272782,-0.09379102,-0.59584796,-0.2341644,-0.09078694,0.031841174,-0.12537953,-0.11664121,-0.2257105,-0.13498159,-0.2503585,-0.100824,0.22085796,-0.26908475,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,0.512079,-0.08720162,-0.039873518,0.1774906,0.17799711,-0.09654722,-0.06767534,-0.04061949,-0.20038383,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.23034683,-0.048288155,-0.0296593,-0.22263622,-0.06940588,-0.31642762,-0.14183259,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.06208461,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.13662164,-0.08367701,-0.13980621,0.004219274,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.03650802,-0.23341642,-0.07587367,-0.29549903,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.22960825,-0.11980957,-0.18899952,-0.03143748,-0.030865084,-0.31714457,-0.18826781,-0.16757363,-0.078787245,0.38506243,-0.09172271,-0.08290029,0.27053398,-0.07638114,-0.3484527,-0.09379102,0.01884212,-0.20825279,0.06830489,-0.122890815,-0.07677272,-0.11664121,-0.25154486,-0.13498159,-0.2503585,-0.100824,-0.80453956,-0.069750026,-0.17491919,-0.061940223,-0.13939492,-0.16144404,1
32.86337,32.86337,32.863365,32.863365,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,30.244833,-0.08720162,30.251072,0.044657294,-0.27068976,-0.09654722,-0.06767534,29.582117,-0.6331607,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.031606283,-0.048288155,22.840202,-0.49497616,-0.06940588,-0.4292363,-0.2214365,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.054364752,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,26.338202,-0.09391567,0.05286734,-0.08367701,-0.21262209,-0.5485035,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.21742621,-0.23341642,-0.07587367,-0.5242553,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.13028274,-0.11980957,-0.18899952,-0.4240657,-0.06996622,22.871681,0.1038767,-0.16757363,-0.078787245,-0.7350313,-0.09172271,-0.25884423,-0.84545416,-0.07638114,-0.8438774,-0.09379102,-0.6826952,-0.35907248,-0.018185165,0.10446191,-0.23876531,-0.11664121,-0.26809457,-0.13498159,-0.2503585,-0.100824,-0.55176735,0.95992935,-0.17491919,22.693146,-0.13939492,-0.16144404,1
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.26536903,-0.08720162,-0.039873518,0.92683977,0.39872336,-0.09654722,-0.06767534,-0.04061949,0.73209244,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,0.4284248,-0.048288155,0.43290702,-0.5343822,-0.06940588,-0.09013915,0.746097,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.18629356,-0.08795058,-0.21529208,-0.066061795,-0.17625973,1.5455004,-0.1489025,-0.06427042,-0.044386145,-0.09391567,0.031865727,-0.08367701,0.3864204,0.15596302,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.7304354,-0.23341642,-0.07587367,0.5827184,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,0.0064381906,-0.11980957,-0.18899952,0.44684812,-0.110704236,-0.16291694,0.20487729,-0.16757363,-0.078787245,-0.23397632,-0.09172271,4.906991,0.269258,-0.07638114,-0.41426876,-0.09379102,-0.2050856,0.21854496,-0.099357575,0.9761353,-0.02755434,-0.11664121,0.18755715,-0.13498159,0.90580285,-0.100824,0.35966995,-0.02429455,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,0.0878455,-0.08720162,-0.039873518,-0.17980166,-0.15996784,-0.09654722,-0.06767534,-0.04061949,0.18360576,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.4585417,-0.048288155,-0.2554518,-0.49976155,-0.06940588,-0.2372366,0.20022252,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.5548175,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,0.027255036,-0.08367701,-0.29976818,-0.5718788,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.88286567,-0.23341642,8.665532,-0.11459358,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.4571068,-0.11980957,-0.18899952,0.08525262,0.040240906,0.03978274,0.61335003,-0.16757363,-0.078787245,-0.9019463,-0.09172271,-0.2769046,-0.62768024,-0.07638114,-0.58976996,-0.09379102,-0.57079345,-0.28501093,-0.032574262,-0.15622213,-0.12986375,-0.11664121,-0.2080389,-0.13498159,-0.2503585,-0.100824,-0.64041233,-0.20264381,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.07210332,-0.08720162,-0.039873518,0.014099315,0.099777736,-0.09654722,-0.06767534,-0.04061949,-0.1110771,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,0.21805888,-0.048288155,0.041718956,0.12220296,-0.06940588,0.3067418,0.5028979,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.64469564,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,0.13127555,-0.08367701,0.1834059,0.15022466,-0.11196494,-0.16218084,-0.09467098,-0.09939945,0.075505994,-0.23341642,-0.07587367,-0.112865835,23.466585,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.025897844,-0.11980957,-0.18899952,0.08427183,17.308855,0.8254696,-0.21868461,-0.16757363,-0.078787245,0.08758116,-0.09172271,-0.18364547,-0.2702982,-0.07638114,-0.74115247,-0.09379102,0.8850922,-0.018687285,0.27505758,0.046005595,0.21448979,-0.11664121,-0.026521578,-0.13498159,-0.2503585,-0.100824,-0.65466344,-0.4216389,19.041801,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,0.19525707,-0.08720162,-0.039873518,0.05992697,0.14268056,-0.09654722,-0.06767534,-0.04061949,-0.35085112,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,0.18755507,-0.048288155,-0.059275933,0.66146034,-0.06940588,-0.08024618,-0.07807724,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.6732767,-0.08795058,-0.21529208,-0.066061795,-0.17625973,2.919809,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.14261204,-0.08367701,0.08749953,0.32729447,-0.11196494,-0.16218084,-0.09467098,-0.09939945,0.1018791,-0.23341642,-0.07587367,-0.2042989,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.1498299,-0.11980957,-0.18899952,-0.18759686,-0.2310443,0.17620835,-0.23238093,-0.16757363,-0.078787245,0.18925962,-0.09172271,1.5703818,3.001449,-0.07638114,-0.5453354,-0.09379102,0.10232488,-0.16672984,0.19442675,-0.73707175,-0.13811101,-0.11664121,-0.020612322,-0.13498159,-0.2503585,-0.100824,-0.41074786,-0.39297816,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.084111705,-0.08720162,-0.039873518,-0.17569388,-0.116617866,-0.09654722,-0.06767534,-0.04061949,-0.15684849,-0.057666454,-0.071920976,-0.06867951,-0.14370757,20.423634,0.18731119,-0.048288155,-0.021451378,0.47240615,-0.06940588,-0.22626106,-0.07215876,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.6734791,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.10147654,-0.08367701,0.14735323,0.04809497,-0.11196494,-0.16218084,-0.09467098,-0.09939945,0.87286556,-0.23341642,-0.07587367,-0.11861767,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,0.09090638,-0.11980957,-0.18899952,-0.13192974,-0.25575957,0.57857764,-0.116674714,-0.16757363,-0.078787245,0.20599768,-0.09172271,0.24317478,0.6268646,-0.07638114,-0.18638003,-0.09379102,0.043023665,0.057420388,0.14234112,-0.61986136,-0.08500529,-0.11664121,-0.109238304,-0.13498159,-0.2503585,-0.100824,-0.32765645,-0.3068434,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.41718817,-0.08720162,-0.039873518,-0.2427419,-0.8717417,-0.09654722,-0.06767534,-0.04061949,-0.4569572,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.2530306,-0.048288155,-0.32661286,-0.5364319,-0.06940588,-0.34731954,-0.36032486,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.14032494,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.34540468,-0.08367701,-0.69671065,-0.44611454,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.6607994,2.1902509,-0.07587367,-0.60929304,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.628516,-0.11980957,-0.18899952,-0.043343306,0.16745082,-1.0153391,-0.08556545,-0.16757363,-0.078787245,-0.94496214,-0.09172271,-0.26117915,-0.08533066,-0.07638114,-0.50298715,-0.09379102,-0.68304515,-0.30907732,-0.17229383,0.0010661875,-0.18992107,-0.11664121,-0.3744797,-0.13498159,-0.2503585,-0.100824,-0.608697,-0.33805045,-0.17491919,-0.061940223,-0.13939492,-0.16144404,1
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.59405077,-0.08720162,-0.039873518,-0.15504007,-0.69016904,-0.09654722,-0.06767534,-0.04061949,-0.2526114,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.35060927,-0.048288155,-0.48265678,-0.4747323,-0.06940588,-0.24578603,-0.39491796,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.16541506,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.36309952,-0.08367701,-0.3278542,-0.15133052,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-1.1541281,-0.23341642,-0.07587367,-0.06454564,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.6271366,2.4523616,-0.18899952,-0.47759834,-0.094069846,-1.0904653,-0.39375845,-0.16757363,-0.078787245,-1.2893956,-0.09172271,-0.14972077,-0.103763916,-0.07638114,-1.0539216,-0.09379102,-0.7925108,-0.29713482,-0.07375977,0.78048754,-0.22070017,-0.11664121,-0.35244262,-0.13498159,-0.2503585,-0.100824,0.21165626,-0.30190945,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.59532696,-0.08720162,-0.039873518,-0.20502926,-0.66909486,-0.09654722,-0.06767534,-0.04061949,-0.26209843,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.21042663,-0.048288155,-0.22703832,-0.38157156,-0.06940588,-0.042469878,-0.14187932,-0.09926551,-0.052082743,-0.1653577,-0.11526267,-0.043656286,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.16822125,-0.08367701,-0.4590015,-0.33001217,-0.11196494,3.4117103,-0.09467098,-0.09939945,-0.46850756,-0.23341642,-0.07587367,-0.50653154,-0.16565828,-0.08846551,-0.18354331,-0.050521668,0.94564575,-0.6566093,-0.11980957,-0.18899952,-0.2704203,0.21188304,-0.611467,-0.10017331,-0.16757363,-0.078787245,-0.68119717,-0.09172271,-0.26373988,-0.35207638,-0.07638114,-1.0136646,-0.09379102,-0.4570227,-0.3230191,0.058619745,0.033877384,-0.22035208,-0.11664121,-0.26420012,-0.13498159,-0.2503585,-0.100824,-0.40709642,-0.316182,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.6175013,-0.08720162,-0.039873518,-0.35872674,-0.44893444,-0.09654722,-0.06767534,-0.04061949,-0.050521165,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.46036848,-0.048288155,-0.26455218,-0.6704376,-0.06940588,-0.0663463,-0.57181853,-0.09926551,-0.052082743,2.7610865,-0.11526267,-0.2707081,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,0.07577657,-0.08367701,-0.34215635,-0.1772391,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.6589603,-0.23341642,-0.07587367,-0.66310024,-0.16565828,-0.08846551,2.5597742,-0.050521668,-0.13838363,0.03724883,23.236258,-0.18899952,-0.30966908,-0.1207979,-0.539692,0.09254202,6.296057,-0.078787245,-0.09845411,-0.09172271,-0.26365396,-0.9620127,-0.07638114,-0.59705377,1.8960469,-0.26266748,-0.16823131,-0.023649158,-0.17224802,-0.20329796,-0.11664121,-0.4447979,-0.13498159,-0.2503585,-0.100824,-0.5363818,-0.2549419,-0.17491919,-0.061940223,3.667928,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.38429222,-0.08720162,-0.039873518,0.0061614383,-0.44037038,-0.09654722,-0.06767534,-0.04061949,0.28104752,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,0.16479523,-0.048288155,-0.40820125,-0.72669715,-0.06940588,-0.22348875,-0.368602,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.05553175,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.074026726,-0.08367701,-0.51493067,0.1009982,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.7913867,-0.23341642,-0.07587367,-0.34938416,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.42670164,-0.11980957,-0.18899952,-0.23302352,-0.002626522,-1.201662,-0.24563256,-0.16757363,-0.078787245,-0.47008342,-0.09172271,-0.22596996,-0.3708379,-0.07638114,-0.37219867,-0.09379102,-0.61584765,-0.19522865,-0.20687172,-0.49966854,-0.14273347,-0.11664121,-0.35921574,-0.13498159,2.0301597,-0.100824,-0.25097615,-0.23134568,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.5940925,-0.08720162,-0.039873518,0.07500588,-0.47624838,-0.09654722,-0.06767534,-0.04061949,-0.1031004,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.34155756,-0.048288155,-0.19124396,-0.35217065,-0.06940588,-0.2733724,0.063301265,-0.09926551,-0.052082743,-0.1653577,-0.11526267,0.26646224,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.23000456,-0.08367701,-0.2082748,0.2005038,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.48053473,-0.23341642,-0.07587367,-0.014771139,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.36701897,-0.11980957,-0.18899952,0.014738215,0.2795274,-0.43907148,0.12378652,5.8987994,-0.078787245,-0.8884496,-0.09172271,-0.20417267,0.7605923,-0.07638114,-0.51845527,-0.09379102,-0.31862202,-0.021403689,-0.11265045,-0.21389256,-0.20072068,-0.11664121,-0.3355716,-0.13498159,-0.2503585,-0.100824,-0.33025077,0.09949165,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.58080935,-0.08720162,-0.039873518,-0.2915352,-0.43999332,-0.09654722,-0.06767534,-0.04061949,-0.597049,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.23858619,-0.048288155,-0.2997607,-0.43117937,5.6876655,-0.34911478,-0.50987047,-0.09926551,-0.052082743,9.789105,-0.11526267,0.1721808,-0.08795058,0.7312734,-0.066061795,-0.17625973,1.2679695,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.17247804,1.7004297,-0.53716314,-0.7392409,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.11682659,1.9720774,-0.07587367,-0.42804596,-0.16565828,-0.08846551,1.2714548,-0.050521668,-0.13838363,-0.6593462,-0.11980957,-0.18899952,-0.20248969,0.03249664,-0.25579914,0.47710767,-0.16757363,-0.078787245,-0.738547,-0.09172271,-0.20087111,0.2574086,-0.07638114,-0.96192133,-0.09379102,-0.5819996,-0.31313258,-0.2308042,-0.24680112,-0.20748347,-0.11664121,-0.3822273,-0.13498159,-0.2503585,-0.100824,-0.039062362,-0.47412798,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.05803116,-0.069158584,-0.067629814,-0.07355285,-0.07421895,-0.44055387,-0.08720162,-0.039873518,1.1945614,-0.32970524,-0.09654722,-0.06767534,-0.04061949,-0.3259531,-0.057666454,-0.071920976,-0.06867951,-0.14370757,-0.08561648,-0.44635576,-0.048288155,-0.31933576,-0.62034714,-0.06940588,-0.24798985,-0.30943432,-0.09926551,22.458838,-0.1653577,-0.11526267,-0.097060785,-0.08795058,-0.21529208,-0.066061795,-0.17625973,-0.19387476,-0.1489025,-0.06427042,-0.044386145,-0.09391567,-0.2853982,-0.08367701,-0.15623549,-0.1452961,-0.11196494,-0.16218084,-0.09467098,-0.09939945,-0.45563862,-0.23341642,-0.07587367,-0.34180644,-0.16565828,-0.08846551,-0.18354331,-0.050521668,-0.13838363,-0.5464938,-0.11980957,-0.18899952,-0.26229313,-0.10112027,-0.18550742,-0.3236487,-0.16757363,-0.078787245,-0.9474603,-0.09172271,-0.27829063,-0.19578405,-0.07638114,-0.99054945,-0.09379102,-0.54205614,-0.3169682,-0.16376634,-0.61878115,-0.16438739,15.575969,-0.18591623,-0.13498159,-0.2503585,-0.100824,-1.2704462,-0.23897436,-0.17491919,-0.061940223,-0.13939492,-0.16144404,0
