model_name,version,task_type,status,accuracy,f1,roc_auc,log_loss
tabpfn_v2,v2,binary,success,0.5,0.07692307692307693,0.5104166666666667,0.692014621488083
tabpfn_v2_5,v2_5,binary,success,0.5,0.2,0.47135416666666674,0.693475062930362
tabpfn_v2_6,v2_6,binary,success,0.4791666666666667,0.46808510638297873,0.4678819444444445,0.700656877722293
tabpfn_v3,v3,binary,success,0.4583333333333333,0.1875,0.45833333333333337,0.6935198834437998
